timestamp,blast_flow_rate,hot_blast_pressure,cold_blast_pressure,cold_blast_temperature,oxygen_flow_rate,total_pressure_drop,upper_pressure_drop,lower_pressure_drop,top_gas_pressure,hot_blast_temperature,top_gas_co2,top_gas_h2,top_gas_temp_1,top_gas_temp_2,top_gas_temp_3,top_gas_temp_4,peripheral_gas_temp_1,peripheral_gas_temp_2,peripheral_gas_temp_3,peripheral_gas_temp_4,peripheral_gas_temp_5,peripheral_gas_temp_6,peripheral_gas_temp_7,peripheral_gas_temp_8,peripheral_gas_temp_9,peripheral_gas_temp_10,ore_coke_ratio,hot_metal_si,lab_source_timestamp,lab_age_minutes,lab_fresh
2013-01-02 01:00:00,3502.14,2.97,3.03,81.18,15266.87,1.57,0.61,0.96,1.4,1124.57,22.85,6.26,119.73,135.05,127.24,119.26,398.32,623.66,632.54,470.96,436.43,432.8,361.34,355.27,337.87,317.13,3.96,0.51,2013-01-02 00:30:00,30.0,True
2013-01-02 02:00:00,3516.64,2.95,3.03,81.32,15003.39,1.55,0.6,0.95,1.4,1131.42,22.62,6.27,118.65,119.49,111.04,112.76,338.47,583.78,542.7,439.09,434.93,404.78,339.21,341.16,300.69,294.68,3.86,0.55,2013-01-02 02:00:00,0.0,True
2013-01-02 03:00:00,3572.13,2.92,2.99,81.27,15155.92,1.52,0.58,0.95,1.4,1131.35,23.05,6.13,101.94,105.12,91.8,101.04,269.18,529.36,454.76,386.71,411.32,316.36,295.3,284.16,241.78,259.18,3.92,0.55,2013-01-02 02:00:00,60.0,True
2013-01-02 04:00:00,3567.25,2.91,2.98,81.49,14643.68,1.52,0.56,0.96,1.39,1130.31,22.55,6.34,115.22,113.58,106.72,110.31,277.12,518.05,402.26,392.86,399.3,325.45,291.97,257.37,225.28,228.78,3.95,0.65,2013-01-02 03:20:00,40.0,True
2013-01-02 05:00:00,3574.87,2.9,2.98,81.84,14902.48,1.5,0.53,0.97,1.4,1124.19,22.41,6.37,135.9,128.47,124.33,123.89,275.57,535.85,424.49,415.06,400.78,343.37,311.16,294.73,228.93,239.36,3.96,0.51,2013-01-02 04:30:00,30.0,True
2013-01-02 06:00:00,3526.86,2.94,3.04,81.65,15245.2,1.54,0.55,1.0,1.39,1131.16,22.97,6.16,141.27,129.64,125.74,124.62,277.58,539.78,424.75,427.37,408.55,365.37,327.6,282.18,236.41,230.46,3.96,0.51,2013-01-02 04:30:00,90.0,True
2013-01-02 07:00:00,3545.07,2.96,3.04,81.52,15826.08,1.56,0.59,0.97,1.4,1125.25,22.8,6.3,133.09,124.8,117.79,120.5,276.82,543.31,411.52,403.93,403.43,361.02,318.11,265.32,226.17,218.93,3.95,0.47,2013-01-02 06:25:00,35.0,True
2013-01-02 08:00:00,3575.93,2.95,3.02,81.14,15001.92,1.55,0.61,0.94,1.4,1109.71,22.78,6.12,128.18,124.38,121.57,122.77,284.81,551.44,420.53,398.13,394.89,370.86,319.31,250.8,231.35,234.69,3.88,0.47,2013-01-02 06:25:00,95.0,True
2013-01-02 09:00:00,3570.99,2.92,2.99,82.38,15511.12,1.52,0.58,0.94,1.4,1131.24,22.99,6.15,123.48,120.85,113.0,114.51,271.71,534.54,418.14,393.89,395.95,358.48,321.43,252.17,225.2,233.29,3.88,0.45,2013-01-02 08:35:00,25.0,True
2013-01-02 10:00:00,3608.01,2.92,2.98,82.46,15093.68,1.52,0.53,0.99,1.4,1130.4,22.75,6.0,128.64,133.33,126.12,124.18,252.68,517.66,432.21,384.52,390.39,343.82,318.98,235.95,214.55,236.18,3.85,0.47,2013-01-02 09:40:00,20.0,True
2013-01-02 11:00:00,3619.43,2.9,3.0,83.99,14798.51,1.5,0.5,1.01,1.4,1116.52,22.82,5.89,114.18,117.74,103.21,109.35,258.48,497.44,461.0,399.6,393.88,341.3,322.82,237.42,203.72,243.82,3.85,0.47,2013-01-02 09:40:00,80.0,True
2013-01-02 12:00:00,3563.46,2.92,3.0,84.8,14249.31,1.52,0.54,0.99,1.4,1124.23,22.81,5.9,119.45,118.13,111.79,114.76,291.84,506.97,494.8,402.71,387.7,334.72,306.35,231.58,203.35,246.03,3.93,0.4,2013-01-02 11:05:00,55.0,True
2013-01-02 13:00:00,3603.45,2.9,2.97,85.58,14216.02,1.51,0.55,0.95,1.4,1127.59,22.44,5.86,130.27,128.32,118.82,124.46,341.59,495.92,454.42,413.54,389.05,337.23,323.58,222.8,223.46,236.37,3.89,0.39,2013-01-02 12:50:00,10.0,True
2013-01-02 14:00:00,3599.33,2.92,3.01,85.68,15441.48,1.52,0.58,0.94,1.4,1117.27,22.44,5.9,108.66,113.95,105.07,107.42,332.92,496.73,445.96,404.43,381.77,356.08,320.94,260.39,243.34,253.1,3.83,0.39,2013-01-02 12:50:00,70.0,True
2013-01-02 15:00:00,3627.42,2.93,3.02,86.07,16778.59,1.53,0.59,0.94,1.4,1129.58,22.36,5.91,138.29,128.9,121.57,126.47,333.71,477.16,404.11,376.65,385.26,326.86,333.26,261.41,268.56,257.33,3.97,0.39,2013-01-02 14:25:00,35.0,True
2013-01-02 16:00:00,3677.57,2.9,2.97,85.49,15458.24,1.5,0.55,0.96,1.4,1129.05,22.41,5.96,129.59,125.76,119.75,121.72,314.99,435.53,370.13,340.46,370.8,299.08,308.06,270.8,252.5,229.72,3.92,0.42,2013-01-02 15:55:00,5.0,True
2013-01-02 17:00:00,3615.53,2.92,3.01,85.52,15355.48,1.53,0.59,0.94,1.4,1114.46,22.24,6.43,122.85,115.33,107.09,114.32,330.03,465.52,387.17,349.44,358.83,316.98,304.8,289.15,257.96,255.2,3.93,0.42,2013-01-02 15:55:00,65.0,True
2013-01-02 18:00:00,3482.23,2.92,3.01,85.63,13668.71,1.52,0.6,0.92,1.4,1130.3,22.21,6.58,138.64,136.14,129.44,127.96,344.42,503.73,460.58,388.09,375.24,356.74,319.59,259.95,225.11,217.2,3.9,0.37,2013-01-02 17:05:00,55.0,True
2013-01-02 19:00:00,3522.13,2.92,2.98,84.96,14687.41,1.53,0.63,0.89,1.4,1129.38,21.9,6.77,123.93,123.0,110.67,117.42,333.58,476.91,444.32,396.02,374.66,342.61,321.45,261.1,206.67,203.25,3.89,0.38,2013-01-02 19:00:00,0.0,True
2013-01-02 20:00:00,3561.99,2.89,2.96,85.33,15329.85,1.49,0.59,0.9,1.4,1130.95,22.01,6.72,130.25,130.29,118.89,124.07,303.41,462.79,406.37,403.87,377.11,348.63,316.66,233.02,194.36,193.02,3.91,0.38,2013-01-02 19:00:00,60.0,True
2013-01-02 21:00:00,3527.98,2.9,2.97,86.16,15052.12,1.5,0.57,0.93,1.4,1125.62,22.22,6.6,130.6,126.38,119.59,122.59,295.12,463.3,392.1,398.82,374.1,335.7,308.35,216.49,195.91,203.87,3.91,0.43,2013-01-02 20:25:00,35.0,True
2013-01-02 22:00:00,3495.04,2.86,2.96,86.15,14127.38,1.46,0.53,0.93,1.4,1118.2,21.82,6.84,142.54,145.29,136.06,135.89,302.84,474.82,422.04,403.35,366.23,333.77,307.44,209.51,198.38,207.06,3.96,0.44,2013-01-02 21:45:00,15.0,True
2013-01-02 23:00:00,3503.21,2.9,2.97,85.99,13429.62,1.5,0.55,0.96,1.4,1131.45,21.85,6.76,151.23,148.5,138.61,139.59,369.0,533.17,530.25,458.01,389.99,367.13,344.84,258.05,228.35,254.49,3.96,0.44,2013-01-02 21:45:00,75.0,True
2013-01-03 00:00:00,3443.02,2.9,3.02,86.56,13387.98,1.5,0.57,0.94,1.4,1126.78,22.29,6.64,154.99,150.89,145.97,147.24,428.08,584.39,606.95,517.35,430.85,437.85,384.35,342.26,310.93,297.4,3.93,0.45,2013-01-02 23:20:00,40.0,True
2013-01-03 01:00:00,3473.37,2.86,3.02,86.92,14575.53,1.46,0.53,0.93,1.4,1117.04,22.25,6.64,167.11,157.44,147.29,148.81,405.95,573.41,553.48,482.65,430.43,406.62,381.12,301.69,280.82,294.93,3.93,0.49,2013-01-03 00:55:00,5.0,True
2013-01-03 02:00:00,3509.09,2.9,3.02,86.3,14883.93,1.5,0.57,0.94,1.4,1125.98,22.38,6.57,151.12,147.14,141.82,144.43,409.69,586.82,544.97,477.76,425.2,385.1,366.16,282.18,266.83,309.78,3.92,0.49,2013-01-03 00:55:00,65.0,True
2013-01-03 03:00:00,3524.66,2.92,3.0,86.18,16309.29,1.52,0.6,0.92,1.4,1125.53,22.74,6.49,149.41,144.53,137.99,141.58,390.36,561.54,500.46,450.19,412.49,382.54,348.95,276.33,257.95,303.83,3.9,0.5,2013-01-03 02:30:00,30.0,True
2013-01-03 04:00:00,3523.39,2.92,3.01,85.75,16525.96,1.52,0.6,0.92,1.4,1131.51,22.64,6.5,144.58,137.44,130.56,134.43,361.05,551.01,491.17,438.59,404.74,377.05,331.91,254.78,234.05,277.77,3.94,0.5,2013-01-03 02:30:00,90.0,True
2013-01-03 05:00:00,3576.67,2.9,2.97,86.33,17118.79,1.5,0.54,0.97,1.4,1130.59,22.68,6.44,133.24,131.66,120.39,125.27,363.11,529.15,482.19,428.13,404.0,379.6,339.02,246.09,206.35,251.63,3.93,0.48,2013-01-03 04:10:00,50.0,True
2013-01-03 06:00:00,3600.62,2.89,2.96,86.28,15833.78,1.49,0.55,0.94,1.4,1130.97,22.59,6.54,138.6,131.4,125.54,128.65,355.7,511.74,463.76,418.6,401.2,353.45,318.38,234.46,196.32,245.64,3.93,0.48,2013-01-03 05:50:00,10.0,True
2013-01-03 07:00:00,3600.26,2.89,2.96,86.06,15530.5,1.49,0.57,0.92,1.4,1130.03,22.73,6.52,144.32,135.07,126.31,134.37,351.98,501.52,451.06,415.67,397.0,355.47,323.78,240.34,187.34,229.59,3.89,0.48,2013-01-03 05:50:00,70.0,True
2013-01-03 08:00:00,3543.41,2.92,3.04,86.45,16006.45,1.52,0.59,0.93,1.4,1102.2,22.87,6.56,138.86,132.8,129.35,132.05,349.92,508.22,464.52,410.13,391.68,368.06,333.61,232.27,182.43,219.28,3.85,0.43,2013-01-03 07:35:00,25.0,True
2013-01-03 09:00:00,3570.9,2.93,3.06,85.18,16326.3,1.53,0.6,0.94,1.4,1123.97,22.93,6.51,137.73,133.74,125.6,127.15,360.64,529.1,512.44,436.61,400.86,388.69,343.03,251.65,190.24,237.86,3.84,0.43,2013-01-03 07:35:00,85.0,True
2013-01-03 10:00:00,3556.09,2.93,3.04,85.88,16348.79,1.53,0.57,0.96,1.4,1129.86,22.91,6.75,122.45,126.85,119.77,123.04,331.8,500.64,479.84,429.27,402.59,373.71,351.18,234.21,174.18,221.93,3.78,0.41,2013-01-03 09:40:00,20.0,True
2013-01-03 11:00:00,3612.01,2.89,3.0,86.02,16447.65,1.49,0.5,0.99,1.4,1131.05,22.73,6.97,163.76,162.57,152.37,147.35,332.23,500.72,485.57,452.43,408.97,355.69,337.77,260.05,198.01,235.34,3.94,0.41,2013-01-03 09:40:00,80.0,True
2013-01-03 12:00:00,3542.65,2.89,3.06,86.18,15859.21,1.49,0.54,0.95,1.4,1119.12,22.81,6.97,130.94,133.04,126.6,124.89,363.95,503.62,509.98,458.21,409.15,354.09,339.85,288.72,239.17,274.84,3.9,0.35,2013-01-03 11:20:00,40.0,True
2013-01-03 13:00:00,3541.17,2.91,3.04,86.52,15926.45,1.51,0.59,0.92,1.4,1123.17,22.79,7.03,109.99,121.45,107.1,108.83,411.61,525.59,577.54,472.96,425.29,403.67,373.85,290.39,276.79,308.1,3.74,0.38,2013-01-03 12:50:00,10.0,True
2013-01-03 14:00:00,3527.85,2.94,3.05,86.2,16226.28,1.54,0.6,0.94,1.4,1131.72,22.81,6.95,101.76,114.17,106.95,106.49,453.88,584.54,562.63,504.37,432.47,423.01,405.04,316.01,296.69,327.62,3.75,0.38,2013-01-03 12:50:00,70.0,True
2013-01-03 15:00:00,3514.79,2.93,3.05,85.97,15904.43,1.54,0.62,0.92,1.4,1130.44,22.67,7.13,101.21,111.95,102.43,107.68,465.16,564.67,582.74,509.58,441.06,427.66,386.91,325.68,329.38,326.31,3.87,0.39,2013-01-03 14:20:00,40.0,True
2013-01-03 16:00:00,3517.6,2.94,3.05,85.51,15750.46,1.54,0.63,0.92,1.4,1129.73,22.79,7.1,105.79,115.14,105.84,110.6,494.61,608.5,607.05,467.01,433.18,383.34,359.93,311.66,334.4,338.13,3.89,0.39,2013-01-03 15:40:00,20.0,True
2013-01-03 17:00:00,3493.96,2.97,3.07,85.4,16941.17,1.57,0.63,0.94,1.4,1126.83,23.02,7.03,124.7,125.67,118.44,124.67,481.18,603.65,567.29,454.16,425.1,377.09,352.32,320.02,304.96,351.54,3.97,0.39,2013-01-03 16:50:00,10.0,True
2013-01-03 18:00:00,3413.86,2.98,3.12,85.53,15583.36,1.58,0.66,0.92,1.4,1129.78,23.02,7.12,134.22,138.82,132.51,127.93,507.11,646.99,552.52,486.56,440.12,409.41,372.19,363.47,334.25,363.09,3.95,0.39,2013-01-03 16:50:00,70.0,True
2013-01-03 19:00:00,3512.26,2.94,3.05,85.09,14654.42,1.54,0.64,0.9,1.4,1130.69,22.9,7.13,131.83,136.55,126.84,124.57,458.53,645.83,499.46,472.61,440.92,399.55,377.82,318.06,299.74,329.81,3.89,0.36,2013-01-03 18:35:00,25.0,True
2013-01-03 20:00:00,3516.28,2.96,3.05,84.25,14448.05,1.56,0.6,0.96,1.4,1131.79,22.64,7.13,136.91,136.4,129.71,135.93,451.26,642.36,489.39,456.68,438.39,374.63,360.6,293.14,264.97,312.07,3.9,0.47,2013-01-03 19:55:00,5.0,True
2013-01-03 21:00:00,3510.44,2.99,3.06,84.26,15859.03,1.59,0.6,0.99,1.4,1137.59,22.93,6.98,136.58,147.29,141.85,137.87,469.54,652.26,530.54,462.4,457.72,410.04,397.98,304.86,294.33,341.07,3.97,0.47,2013-01-03 19:55:00,65.0,True
2013-01-03 22:00:00,3493.01,2.94,3.0,83.0,14162.93,1.54,0.58,0.97,1.4,1138.18,22.48,7.29,200.57,185.81,189.19,188.07,497.66,680.56,597.07,488.61,472.01,437.0,415.58,333.48,320.12,364.22,3.96,0.5,2013-01-03 21:20:00,40.0,True
2013-01-03 23:00:00,3479.14,2.93,3.01,82.37,14003.33,1.53,0.58,0.95,1.39,1141.44,22.27,7.25,181.9,176.92,184.38,174.17,532.08,694.59,635.83,507.26,493.44,457.68,452.2,358.76,338.94,376.83,3.95,0.5,2013-01-03 21:20:00,100.0,True
2013-01-04 00:00:00,3473.1,2.94,3.02,82.69,13994.29,1.54,0.58,0.96,1.4,1138.43,22.01,7.28,182.57,177.46,173.89,172.25,546.51,686.74,587.16,450.67,465.52,439.68,419.78,338.95,323.96,383.51,3.89,0.52,2013-01-03 23:30:00,30.0,True
2013-01-04 01:00:00,3498.05,2.98,3.04,82.6,15528.82,1.58,0.58,1.0,1.4,1140.26,22.09,7.11,148.79,160.98,149.76,152.14,514.15,700.22,598.66,470.59,462.25,476.88,456.95,380.49,335.13,413.87,3.79,0.52,2013-01-03 23:30:00,90.0,True
2013-01-04 02:00:00,3477.86,2.96,3.05,82.3,15909.37,1.56,0.58,0.98,1.4,1140.6,21.98,7.17,168.19,163.84,152.84,161.39,619.17,752.24,719.95,517.53,486.1,532.54,526.94,452.03,387.62,494.54,3.83,0.59,2013-01-04 01:20:00,40.0,True
2013-01-04 03:00:00,3499.41,2.99,3.06,82.57,18413.34,1.59,0.61,0.98,1.4,1130.65,22.51,6.82,166.84,169.94,166.17,158.61,649.35,746.31,700.42,529.01,501.09,523.53,511.99,446.19,404.24,503.01,3.89,0.6,2013-01-04 03:00:00,0.0,True
2013-01-04 04:00:00,3595.2,2.93,2.99,82.69,18437.92,1.53,0.59,0.95,1.4,1136.31,22.58,6.6,158.74,170.7,162.6,154.46,650.85,744.41,701.31,534.29,506.49,532.07,522.77,440.95,384.68,502.96,3.87,0.6,2013-01-04 03:00:00,60.0,True
2013-01-04 05:00:00,3632.76,2.95,3.04,83.39,18467.24,1.55,0.54,1.02,1.39,1139.8,22.48,6.54,189.23,194.77,197.63,184.61,645.16,754.46,689.08,531.47,508.18,513.52,506.72,445.27,386.85,464.57,3.91,0.5,2013-01-04 04:45:00,15.0,True
2013-01-04 06:00:00,3772.62,2.93,3.02,83.26,19786.92,1.53,0.52,1.01,1.4,1136.96,23.03,6.16,188.62,187.2,186.64,179.2,598.47,711.85,654.82,520.54,494.62,505.75,481.08,403.74,361.34,424.93,4.0,0.5,2013-01-04 04:45:00,75.0,True
2013-01-04 07:00:00,3631.75,2.94,3.0,81.86,15016.18,1.54,0.58,0.96,1.4,1139.95,22.7,6.43,127.2,129.74,126.22,120.78,274.28,381.53,374.28,360.85,424.64,326.18,252.25,234.79,182.51,155.0,4.0,0.49,2013-01-04 06:45:00,15.0,True
2013-01-04 08:00:00,3583.39,2.88,2.98,82.36,4197.86,1.49,0.6,0.89,1.4,1140.61,20.99,6.89,111.58,112.05,102.31,105.62,292.88,421.85,381.84,338.95,384.25,325.0,260.19,208.18,202.48,139.98,3.95,0.55,2013-01-04 08:00:00,0.0,True
2013-01-04 09:00:00,3617.97,2.93,3.0,82.19,19281.82,1.54,0.6,0.94,1.39,1137.19,23.07,6.62,116.78,121.17,112.34,114.28,408.84,540.88,404.87,408.18,394.33,369.91,323.69,255.05,261.04,230.17,3.91,0.55,2013-01-04 08:00:00,60.0,True
2013-01-04 10:00:00,3563.18,2.95,3.04,82.58,20024.01,1.55,0.59,0.96,1.4,1138.97,23.5,6.82,120.6,123.6,112.12,115.64,482.42,569.51,391.41,419.38,410.73,375.85,318.69,266.15,251.88,264.98,3.89,0.54,2013-01-04 09:20:00,40.0,True
2013-01-04 11:00:00,3513.12,2.96,3.02,83.23,20079.36,1.56,0.63,0.93,1.4,1138.73,23.36,7.03,122.96,129.35,113.71,126.05,478.34,601.69,431.64,428.58,423.54,389.39,339.91,273.03,251.74,254.99,3.86,0.49,2013-01-04 10:35:00,25.0,True
2013-01-04 12:00:00,3252.67,2.93,3.02,79.5,20124.49,1.55,0.63,0.92,1.39,1140.57,23.79,6.88,148.88,139.22,136.07,139.34,527.49,689.79,512.92,445.85,435.76,410.3,370.36,280.26,269.15,306.34,3.95,0.52,2013-01-04 11:45:00,15.0,True
2013-01-04 13:00:00,3260.36,2.96,3.01,80.75,20164.0,1.56,0.65,0.91,1.4,1137.41,23.31,7.35,163.57,163.26,160.45,156.58,567.39,713.3,513.05,487.0,460.32,438.01,376.96,311.24,295.83,353.23,3.97,0.53,2013-01-04 13:00:00,0.0,True
2013-01-04 14:00:00,3308.39,2.9,2.97,81.65,19952.51,1.51,0.63,0.89,1.39,1140.45,19.27,6.9,172.4,163.06,158.99,160.89,543.58,705.66,500.8,526.15,471.38,451.39,397.42,338.38,306.09,371.13,4.02,0.53,2013-01-04 13:00:00,60.0,True
2013-01-04 15:00:00,3435.67,2.86,2.92,82.45,20216.47,1.46,0.55,0.91,1.4,1138.49,21.72,7.15,163.33,159.65,153.04,153.66,527.16,667.76,411.56,442.3,451.37,374.04,365.09,312.98,299.31,341.03,4.05,0.64,2013-01-04 14:05:00,55.0,True
2013-01-04 16:00:00,3376.2,2.92,2.99,83.31,20423.91,1.53,0.59,0.94,1.4,1140.47,22.31,7.01,115.33,119.36,111.71,116.7,470.73,603.03,371.15,392.7,406.07,291.32,291.71,251.16,257.45,278.26,4.03,0.61,2013-01-04 15:40:00,20.0,True
2013-01-04 17:00:00,3366.49,2.93,3.01,83.19,19672.2,1.54,0.59,0.95,1.4,1139.93,22.48,6.98,121.67,127.34,123.15,121.16,468.97,581.51,410.82,387.93,387.64,330.63,304.02,254.11,254.1,286.35,4.02,0.61,2013-01-04 16:55:00,5.0,True
