STEEL_新厂A_DCS_采集时间,STEEL_新厂A_DCS_GAS_FLOW_NM3H,STEEL_新厂A_DCS_助燃风量[Nm3/h],STEEL_新厂A_DCS_ZONE1_TEMP_C,STEEL_新厂A_DCS_二段炉温(℃),STEEL_新厂A_DCS_均热段温度(°F),STEEL_新厂A_DCS_WALKING_BEAM_SPEED,STEEL_新厂A_DCS_入炉温度,STEEL_新厂A_DCS_SLAB_OUT_TEMP_C,STEEL_新厂A_DCS_炉压(kPa),STEEL_新厂A_DCS_O2_PERCENT,STEEL_新厂A_DCS_板坯厚度,STEEL_新厂A_DCS_THROUGHPUT,STEEL_新厂A_DCS_厂商临时标签,BOILER_新厂B_PLC_采集时间,BOILER_新厂B_PLC_UNIT_LOAD,BOILER_新厂B_PLC_总煤量(t/h),BOILER_新厂B_PLC_一次风流量,BOILER_新厂B_PLC_二次风流量,BOILER_新厂B_PLC_锅炉给水,BOILER_新厂B_PLC_主汽压(MPa),BOILER_新厂B_PLC_MAIN_STEAM_TEMP,BOILER_新厂B_PLC_主汽流量,BOILER_新厂B_PLC_炉膛负压(Pa),BOILER_新厂B_PLC_空预器入口氧量[%],BOILER_新厂B_PLC_厂商状态字
2026-01-01 08:13:00,24825.53689291684,43837.87278426432,937.6275433786576,1129.039106582634,2272.358250641321,1.2234876604782,160.48464658601011,1161.4684670482782,0.009407692683891437,3.038407659087688,220,166.64515256318623,2,2026-01-01 00:06:30,630.2811719145267,299.60510514290905,629201.7598906717,973490.0038762899,646.5270823795341,24.3879012838256,565.145393975803,1823.6695884747471,-77.96153658054281,3.257611488631532,3
2026-01-01 08:14:00,24879.51439820498,44176.9682082782,938.5258342146889,1127.5656998533673,2271.50754270691,1.1958437109284865,167.3803601792506,1161.0374492759454,0.009323934556068756,2.9325002786196976,220,169.40300179934775,0,2026-01-01 00:07:00,631.8139980717308,302.3659905700419,635833.4971840506,974830.0572107608,646.1718235277118,24.16674968742789,567.2141080537751,1823.4623348025423,-78.38032721965622,3.0987504179295464,3
2026-01-01 08:15:00,24810.62101805445,44668.485562018956,936.4137037639191,1126.1935667228988,2262.3870037849565,1.201190576524563,173.0723102390458,1161.5986078165233,0.007943657820327197,2.909085639684771,220,170.10708824854373,0,2026-01-01 00:07:30,630.2790956555452,306.7471338303452,638353.3149450638,981770.0139822692,630.4389876650408,24.209524612196503,568.9216930717138,1822.3001255202794,-85.28171089836401,3.063628459527157,1
2026-01-01 08:16:00,24859.619561277374,44453.35384526943,940.9617354151808,1126.0944901543226,2268.7412863965674,1.2121580810914623,174.48358657330627,1162.3716744081364,0.007966640536008665,2.9535466129352375,220,171.3031712593175,2,2026-01-01 00:08:00,631.6957948988726,304.907573436423,644472.4462812236,973906.6198701517,640.6457712539997,24.297264648731698,569.3450759719918,1831.3971562881156,-85.16679731995667,3.1303199194028566,0
2026-01-01 08:17:00,24997.274206368555,44924.984381051596,944.2256504273041,1128.684879982395,2268.673957504231,1.2065666560019106,171.45429701393294,1163.8669346082593,0.00818123852035006,2.931915601365387,220,169.89755383416593,0,2026-01-01 00:08:30,635.3334544127767,308.5420272324293,658889.888550085,994329.2972684647,643.6079755541028,24.252533248015286,568.4362891041799,1852.7171345926545,-84.0938073982497,3.0978734020480805,0
2026-01-01 08:18:00,24938.865213003737,44153.20515415558,942.0176971737017,1128.1822504393494,2273.840572907016,1.1858868944497152,175.70966359470268,1161.4985443924086,0.008444894654286906,3.018884494218524,220,172.4108393248854,0,2026-01-01 00:09:00,634.0743286152648,302.3725533604015,639053.3640540319,971019.3701837983,649.3332045060755,24.087095155597723,569.7128990784108,1828.9321280129436,-82.77552672856547,3.228326741327786,0
2026-01-01 08:19:00,24812.239012764996,43575.39144950978,938.0313102468624,1129.493962290714,2276.509254899424,1.2063852078410513,165.84152360548427,1163.7635291532656,0.006442541742322683,3.1134508005832884,220,170.56346679470465,2,2026-01-01 00:09:30,631.1148196468838,298.01516348707156,618590.8551360718,960778.1948087729,649.6273677761646,24.25108166272841,566.7524570816453,1837.2881867019576,-92.78729128838658,3.3701762008749325,1
2026-01-01 08:20:00,24942.130965961354,44760.92454431559,941.6489371474789,1130.856241428599,2278.5199252696757,1.2071031257980525,175.11545718305936,1160.9589444910948,0.00785508317417993,3.0539246158107054,220,170.48932933156533,0,2026-01-01 00:10:00,634.5735459451844,307.6280639278916,646491.4768258521,995457.6051987595,655.497478036516,24.25682500638442,569.5346371549178,1823.706028509431,-85.72458412910035,3.280886923716058,2
2026-01-01 08:21:00,25100.001283828147,44337.93607622846,938.4543821381333,1126.4571553277112,2275.296270395059,1.1981835256693576,170.8390790288615,1164.3885560258884,0.00632674577041978,3.037195156546001,220,172.17755915812126,0,2026-01-01 00:10:30,638.7372399604852,303.75999010615254,629067.8384054906,963966.4890742175,654.3364889287025,24.18546820535486,568.2517237086585,1862.0475807885534,-93.3662711479011,3.2557927348190017,2
2026-01-01 08:22:00,25014.684199079667,44547.959523789585,938.8461388243179,1124.343371487021,2270.8541104538103,1.204642953684587,172.70386743121182,1163.2583997972247,0.007654866774970766,2.95077491200789,220,168.55576353076972,2,2026-01-01 00:11:00,636.8269770876394,305.8587960806317,633157.4124426421,960725.3077874441,645.1794695592183,24.237143629476698,568.8111602293635,1846.3025274311,-86.72566612514616,3.126162368011835,0
2026-01-01 08:23:00,25045.592327926348,44633.25671930561,944.3349008363306,1129.1771920685824,2271.1792752688566,1.2010473104088983,158.55834513057692,1163.6648260041334,0.007780594663447853,2.9807094245177557,220,170.63930330298535,2,2026-01-01 00:11:30,637.8282843919166,306.59176297142585,647138.9587671461,980919.2215547805,646.0597610252162,24.208378483271186,564.5675035391731,1851.2999740258665,-86.09702668276073,3.171064136776634,2
2026-01-01 08:24:00,25160.855424021516,44558.58751579086,943.6761535009847,1129.7474335117624,2272.0783092316105,1.1861462166630603,173.5699344485067,1163.502855418359,0.006182570588823474,3.007389403211992,220,168.77913787271336,0,2026-01-01 00:12:00,640.9446091409502,305.75561956292745,642475.0464996826,979053.6735600814,649.9525585800744,24.08916973330448,569.070980334552,1857.8903578422164,-94.08714705588262,3.211084104817988,1
2026-01-01 08:25:00,25322.6780175211,45446.998806847994,942.6434275360967,1130.525620675505,2276.3855560279017,1.1943650129365198,170.9318332567228,1164.6877681023407,0.006736463016784166,2.9939298279613693,220,168.54226654521116,2,2026-01-01 00:12:30,645.2312594726565,312.81627067737867,653478.6174612714,1003306.2970390759,660.0935084183648,24.15492010349216,568.2795499770168,1878.6565854460193,-91.31768491607917,3.190894741942054,0
2026-01-01 08:26:00,25037.50967697356,44938.6082320385,940.331600208428,1129.1136482978304,2278.890604139883,1.2002071617796064,177.63328429286085,1164.2654961570888,0.007601910142518856,3.0099678844904805,220,172.8710140044625,2,2026-01-01 00:13:00,638.3496606423636,309.5065121668809,639526.4401460941,985630.248814729,656.1783386128715,24.201657294236853,570.2899852878583,1854.1845177348723,-86.99044928740572,3.2149518267357213,0
2026-01-01 08:27:00,25303.70570353585,45172.94275410665,942.4492535005808,1130.2008129112992,2270.7020396105963,1.1941355887660934,170.75278957006185,1165.7233535798332,0.010160345106755486,2.902256841348977,220,172.04100601308065,0,2026-01-01 00:13:30,645.2588720868504,310.8271469501285,646392.3484167807,992785.9080027258,650.4930253634457,24.153084710128745,568.2258368710186,1884.75420822087,-74.19827446622257,3.053385262023466,3
2026-01-01 08:28:00,25012.59266635371,44515.33718774917,945.7836372677893,1132.1336553130413,2277.9270290187137,1.2053904554849704,166.1067758337012,1162.3994474096205,0.006613263186864431,3.1391531960047017,220,170.93998691086767,1,2026-01-01 00:14:00,638.2422255265499,306.2972869330737,644035.2830370694,984621.2117670435,653.444049683414,24.243123643879763,566.8320327501103,1836.6924426280764,-91.93368406567784,3.4087297940070527,1
2026-01-01 08:29:00,25198.8937665137,44899.97574429888,945.9863967130723,1132.5866461289481,2279.185305609411,1.2100196918507213,166.78701599083482,1163.4099189084739,0.008124552354264307,2.8903375523322645,220,172.47017605962833,1,2026-01-01 00:14:30,643.1679587913857,309.1034938857359,649276.8058148833,994031.6481152105,659.7427418078635,24.28015753480577,567.0361047972505,1857.9465063734403,-84.37723822867846,3.035506328498397,2
2026-01-01 08:30:00,25054.66878849011,44334.29252061492,947.7563476126636,1134.3639031445691,2277.927047205946,1.2027341992697087,171.62244329277183,1163.1072359482976,0.007106450453872179,2.9852027801359147,220,170.62425759469252,1,2026-01-01 00:15:00,639.837714343601,304.9302868607828,643802.1028656455,986424.7486975449,653.8983465278787,24.22187359415767,568.4867329878316,1844.7611693153576,-89.4677477306391,3.177804170203872,1
2026-01-01 08:31:00,25373.702013618786,45107.81428240234,949.8687919016353,1127.7047240950394,2286.201270329233,1.1962732185819558,171.2311891525009,1165.308259652226,0.0076249573142499645,3.0629203963982876,220,172.55927013060378,1,2026-01-01 00:15:30,648.0962368611499,310.60806617802615,659893.9135715363,976615.5764570433,674.0030911346042,24.170185748655648,568.3693567457502,1885.2213418138851,-86.87521342875017,3.2943805945974316,0
2026-01-01 08:32:00,25327.4970282877,45057.760755182426,946.5790078192164,1129.0700790897477,2279.2936774611785,1.213628416565645,167.46344972763237,1163.0390297174658,0.008985175569715944,2.936973493645367,220,168.20979139524746,1,2026-01-01 00:16:00,647.2312431991575,310.46113044251484,650272.091317796,980286.3495294601,662.316863476677,24.30902733252516,567.2390349182897,1863.4699801397414,-80.07412215142028,3.1054602404680507,1
2026-01-01 08:33:00,25379.222303925922,44970.479816722196,948.6211912642127,1135.6160239980836,2278.3167182791854,1.2013752673256735,165.7279471540298,1167.2926429703061,0.008310474743633492,3.0805534934650476,220,169.59579622243254,2,2026-01-01 00:16:30,648.8220616567418,309.73012389301977,652778.095955562,1002831.9260487765,661.928470222663,24.211002138605387,566.7183841462089,1901.0321687266835,-83.44762628183254,3.3208302401975716,3
2026-01-01 08:34:00,25151.059907780447,44972.69820410596,947.8233720970392,1134.2277756715907,2280.2531795995747,1.2035352404625779,176.06408473687998,1165.0872996413846,0.008425778599256951,2.883547035198046,220,170.6436987377562,0,2026-01-01 00:17:00,643.4233495241765,310.5416375070777,651448.4465276669,998598.8283232326,658.7339026870778,24.22828192370062,569.819225421064,1866.6622711993903,-82.87110700371524,3.025320552797069,3
2026-01-01 08:35:00,25353.443008700953,44786.77302077899,947.5113420594037,1134.9118382506606,2277.5064473965003,1.192365548996663,169.04530171593476,1166.350060399659,0.008488758732932375,2.93686221606155,220,167.89633984063852,1,2026-01-01 00:17:30,648.7960305161272,308.5691318585018,645512.4787266107,993768.7009614473,659.5952440898325,24.1389243919733,567.7135905147804,1891.283705141134,-82.55620633533812,3.105293324092325,2
2026-01-01 08:36:00,25222.320162051677,44786.90933413926,948.4098026372919,1133.0631062254092,2276.3737119683483,1.1978235192578315,169.72593320943196,1164.2932924909717,0.008575499599845922,2.808142923960675,220,168.5594165576199,1,2026-01-01 00:18:00,645.8389016941654,309.09583486059336,647877.299478805,986827.9956536689,654.3586199139783,24.182588154062653,567.9177799628296,1865.202171217579,-82.1225020007704,2.912214385941013,2
2026-01-01 08:37:00,25242.342207960344,44390.67845467557,951.2051399188234,1132.9863543287065,2280.8425454498547,1.20998103118584,167.86661367920283,1165.5861677484322,0.00583843299613598,3.0788100371704883,220,167.4351365919942,2,2026-01-01 00:18:30,646.6683057340196,305.8950311232141,647183.331413349,975070.856450244,661.2903932058384,24.279848249486722,567.3599841037609,1876.9086867754227,-95.8078350193201,3.318215055755733,1
2026-01-01 08:38:00,25369.949984223353,45277.747412937984,947.6001136768576,1134.6301146908863,2283.1731885091526,1.207437283412036,175.5934952536325,1166.1430352131263,0.00838604622532692,2.900487348409753,220,171.23012727225495,2,2026-01-01 00:19:00,650.1953235707452,313.0873923224612,652341.4290275701,1003478.0853314957,667.8137331576049,24.259498267296287,569.6780485760897,1890.5604254201396,-83.0697688733654,3.0507310226146296,3
2026-01-01 08:39:00,25425.60888506071,45435.80912920313,952.3012033461913,1132.6405980902482,2279.774499882612,1.1981293097453822,174.4618371049771,1164.9400856898455,0.007914915020921438,2.940477360793804,220,168.9753144895334,0,2026-01-01 00:19:30,651.9316382018466,314.41239728517854,665971.225498806,998601.3712527066,664.0305213648843,24.185034477963057,569.3385511314931,1884.9510384325167,-85.42542489539281,3.1107160411907064,2
2026-01-01 08:40:00,25355.46066011982,45281.83014217839,953.3245283426767,1131.7432136897528,2283.253282395534,1.200082441543683,165.91342504093421,1165.5449653505425,0.00839745115695481,3.0569631890647773,220,170.424502211587,1,2026-01-01 00:20:00,650.5308295085016,313.4973828904566,665730.9400754482,990950.3317527899,667.2443258507512,24.200659532349462,566.7740275122802,1884.717318520064,-83.01274421522595,3.285444783597166,2
2026-01-01 08:41:00,25265.38056609106,45672.71819350293,950.7806997120446,1132.8593362890372,2280.0787189508283,1.201989747463182,169.69367758413355,1167.4550400435098,0.008836376917262117,3.0230591854532873,220,170.92911727932253,0,2026-01-01 00:20:30,648.6398029041416,317.183278609495,666263.5494417578,1006101.9322716537,660.1095041397227,24.215917979705456,567.90810327524,1893.5144573141222,-80.81811541368941,3.234588778179931,2
2026-01-01 08:42:00,25250.722589186404,45171.836061654576,951.5466111174932,1135.5839224109613,2285.831882952725,1.1905881292449625,166.31155589792291,1167.2875953135067,0.008415662806006122,3.0805551649102436,220,169.58169033729578,1,2026-01-01 00:21:00,648.6424197668199,313.2279435955967,659053.2727939925,1003261.6289708731,668.14083279656,24.1247050339597,566.8934667693769,1891.1941737281475,-82.92168596996939,3.3208327473653654,2
2026-01-01 08:43:00,25531.485082361498,45219.96568125782,948.5287916132831,1136.8889840969507,2282.335116832443,1.1981467620144342,177.4173922626714,1166.722278216178,0.008690401682028,3.0471245163842844,220,169.93997569262595,1,2026-01-01 00:21:30,656.0386382525321,313.014564983335,650271.5899300837,1006744.1382637201,670.0185695574518,24.185174096115475,570.2252176788014,1907.143756775694,-81.54799158986,3.2706867745764265,3
2026-01-01 08:44:00,25437.044710600923,45917.189234548256,956.3769709774272,1139.17407476641,2283.520020925026,1.1948843626661285,171.77310757843983,1168.2353386456227,0.006828541765343327,3.0665527630044966,220,170.1662132340018,2,2026-01-01 00:22:00,654.0628618226153,319.2772540888438,682284.9063388448,1034897.2878900245,669.2813745173756,24.159074901329028,568.531932273532,1912.5532068650737,-90.85729117328336,3.299829144506745,2
2026-01-01 08:45:00,25458.993832702035,45096.132708600155,953.9049089155075,1136.8652649367664,2284.462233522777,1.1861423407110716,168.87913469972358,1164.4373518439525,0.00844780684648308,2.9567531091868817,220,170.7352229087499,2,2026-01-01 00:22:30,655.0048736962385,312.5617034274489,661274.0056929903,1003172.0220540467,671.1696336680637,24.08913872568857,567.6637404099171,1883.9477257332976,-82.76096576758461,3.135129663780323,2
2026-01-01 08:46:00,25640.745523688867,45829.82428873797,952.5704837848139,1137.3097253004214,2279.053108069447,1.2015217274708931,168.65000824179802,1166.7920531767509,0.007890730574175952,2.9882886548164733,220,172.54593281992587,1,2026-01-01 00:23:00,659.9499623313825,318.35345905716184,669403.6433369945,1022511.2050378618,667.7406493463512,24.212173819767145,567.5950024725394,1916.1847584905443,-85.54634712912025,3.18243298222471,1
2026-01-01 08:47:00,25286.16376933776,45187.72213936878,952.607002665953,1139.9769397919274,2282.5159243767735,1.198562026493821,172.17667479194822,1166.2355783800815,0.007913506843385583,3.0541992943429963,220,167.726187446504,2,2026-01-01 00:23:30,651.4946762214568,314.20369983586227,660114.9576722353,1018956.9669046345,663.7960600259597,24.188496211950568,568.6530024375845,1886.2836044529856,-85.43246578307209,3.2812989415144944,1
2026-01-01 08:48:00,25695.777926601528,45527.35118484717,953.6475165606439,1135.276108845435,2288.2747586998603,1.1853619393893466,169.0158791760187,1168.1552455726294,0.009300134726684502,3.055262825737689,220,170.0735878388049,1,2026-01-01 00:24:00,662.1521853523113,316.07360293157984,666009.4254991073,1005222.285978164,682.7573386947465,24.08289551511477,567.7047637528057,1931.6312214125278,-78.49932636657749,3.2828942386065334,0
2026-01-01 08:49:00,25770.558967539808,46206.478633177154,951.6836526110802,1135.1322945427335,2283.695149140582,1.1920499264508124,176.17064025138632,1167.95435207453,0.00751132906861201,3.0707008952519157,220,167.52987927215233,0,2026-01-01 00:24:30,664.4466872599141,321.72510714272795,672366.5453240697,1021846.0118820018,677.8815912856708,24.1363994116065,569.851192075416,1935.7743777026626,-87.44335465693995,3.3060513428778737,1
2026-01-01 08:50:00,25589.694606756042,45634.758892524995,953.7801696005007,1136.1890712776308,2287.6684638958573,1.1991291048813557,166.29519793239677,1168.125268749187,0.007333394455647253,2.93376030501473,220,172.75403573785533,1,2026-01-01 00:25:00,660.3577851887719,317.68092432810414,668546.249910472,1012275.5046006095,679.1753679031874,24.193032839050844,566.888559379719,1924.3931035410908,-88.33302772176374,3.1006404575220947,2
2026-01-01 08:51:00,25496.998271730277,45521.68602543659,951.5808547517059,1137.2790505760481,2286.5467052019967,1.1710894688272049,165.06138142071703,1166.4686521827357,0.006686432077804012,2.9073162584279584,220,166.28556823089943,1,2026-01-01 00:25:30,658.4807123358809,317.2126511025285,661528.6826424387,1014310.6910189177,675.1866899409932,23.968715750617637,566.5184144262151,1904.8190387222687,-91.56783961097995,3.060974387641938,0
2026-01-01 08:52:00,25319.570768514182,44906.66004885279,954.6237297987652,1141.7169515213561,2279.4963616459945,1.201840033795223,175.64193218960241,1167.7351266817634,0.007704398901104689,2.8946130167831265,220,170.22507804237253,2,2026-01-01 00:26:00,654.4928734919055,312.80511328359415,659377.3358595351,1017162.2486919896,660.2718148229466,24.214720270361784,569.6925796568808,1902.5218593086727,-86.47800549447656,3.04191952517469,3
2026-01-01 08:53:00,25519.273769564268,45736.93931920377,952.4603515216627,1137.1641111055103,2286.6059470166206,1.2026672348001928,168.29722891028644,1168.360137509317,0.009070686254368326,2.9571224256428157,220,169.07488097602246,2,2026-01-01 00:26:30,659.9406822490218,319.37679422435855,667300.2015198284,1019215.017758533,675.9689785783078,24.221337878401542,567.4891686730859,1922.4699313724475,-79.64656872815837,3.1356836384642235,1
2026-01-01 08:54:00,25346.740092664248,44910.57225389884,955.7820012316034,1140.659578682687,2282.015643164541,1.206488983790368,175.6794793765533,1168.6818215664655,0.006332210373271478,2.986886800421821,220,168.7635719853047,0,2026-01-01 00:27:00,656.0898179992116,313.2012367142589,662200.1887435345,1012700.8646884483,664.8584621732531,24.251911870322946,569.7038438129659,1913.0390216945634,-93.3389481336426,3.180330200632732,3
2026-01-01 08:55:00,25396.414339895236,44778.61928491786,953.9108131044802,1137.275758197396,2285.910392411995,1.194047219222927,173.5194804297763,1166.5609627834601,0.008251218015367979,2.8995114737430376,220,171.30393245650018,0,2026-01-01 00:27:30,657.8012419469857,312.18627746708927,654989.3369206616,995214.801412665,672.002190630127,24.152377753783416,569.0558441289329,1900.2123872833117,-83.7439099231601,3.049267210614557,3
2026-01-01 08:56:00,25362.532101139484,45487.3376151856,954.8359396964595,1139.3717319455368,2284.32698335256,1.1857725458417436,164.5676318847096,1166.9052158203558,0.005467238250128143,2.980240404964215,220,170.9427631718547,1,2026-01-01 00:28:00,657.4306772486698,318.4169790390058,670019.3863878538,1022865.6623666658,668.9168853940733,24.08618036673395,566.3702895654129,1901.0830573363555,-97.66380874935928,3.1703606074463226,0
2026-01-01 08:57:00,25429.039097111945,45161.27468399375,960.3533459005433,1139.9113722055822,2285.744811474055,1.2062828761395172,167.56198319035374,1167.9329544769673,0.007309741230889634,3.0454627977210085,220,168.0090741479756,2,2026-01-01 00:28:30,659.5765876530962,315.7433044996069,677865.3800000568,1015829.1098302818,672.855166391678,24.250263009116136,567.2685949571061,1914.733758532266,-88.45129384555183,3.268194196581513,1
2026-01-01 08:58:00,25546.370100180186,45482.94759922115,956.1593086588713,1139.766431813595,2285.72446265574,1.1862502192910462,170.19726635864168,1169.1800850070986,0.008437491934104613,3.0740591843495286,220,170.8077041456447,1,2026-01-01 00:29:00,662.9996506001793,318.3265724622562,672506.9678569434,1022908.652198343,675.9761308441599,24.09000175432837,568.0591799075925,1933.8578934849331,-82.81254032947693,3.311088776524293,0
2026-01-01 08:59:00,25321.180561030626,45533.16306751357,955.1917988699054,1140.3462919747462,2286.7935717445416,1.2054094689255683,169.11823296997383,1168.5011378749555,0.007461440172479139,2.9479626333037574,220,170.46136243595947,2,2026-01-01 00:29:30,657.866047978788,319.6212169371437,672543.5576553617,1028796.2666361142,671.9940410260741,24.243275751404546,567.7354698909921,1912.7738179481996,-87.69279913760431,3.1219439499556363,3
2026-01-01 09:00:00,25264.884080058277,45244.251586066945,954.8363540322534,1137.6016135108555,2285.1431383189783,1.193242955709994,171.21151120435812,1169.3504231391983,0.006797964596227454,3.0403679206383436,220,168.42441083638482,0,2026-01-01 00:30:00,656.9609030157847,317.61421614393674,667211.796709643,1010853.1761555725,668.3068680237157,24.145943645679953,568.3634533613074,1916.1930508228065,-91.01017701886273,3.2605518809575154,1
