新厂A_DCS_采集时间,新厂A_DCS_GAS_FLOW_NM3H,新厂A_DCS_助燃风量[Nm3/h],新厂A_DCS_ZONE1_TEMP_C,新厂A_DCS_二段炉温(℃),新厂A_DCS_均热段温度(°F),新厂A_DCS_WALKING_BEAM_SPEED,新厂A_DCS_入炉温度,新厂A_DCS_SLAB_OUT_TEMP_C,新厂A_DCS_炉压(kPa),新厂A_DCS_O2_PERCENT,新厂A_DCS_板坯厚度,新厂A_DCS_THROUGHPUT,新厂A_DCS_厂商临时标签
2026-01-01 08:10:00,24847.31408828546,43739.317669744174,937.7681545461113,1122.4601209245582,2269.9072127667073,1.1867200748694333,170.22926687207797,1160.537483214343,0.008476182551050737,2.9411759723582978,220,171.98547382826405,0
2026-01-01 08:11:00,24847.88797806179,43964.904291329796,936.2576618560341,1123.6746525752121,2266.6957741968763,1.1981251246511437,174.34680935670872,1163.5460958809745,0.009382615560175939,3.0303523353096815,220,171.68830107987122,1
2026-01-01 08:12:00,24803.39791086806,44346.489122806146,936.5076368326285,1124.6635463852087,2265.9600598270035,1.192164780468461,168.71744220939604,1163.5607301928012,0.007731838727209973,2.892184705090704,220,168.02754333546423,0
2026-01-01 08:13:00,24825.53689291684,43837.87278426432,937.6275433786576,1129.039106582634,2272.358250641321,1.2234876604782,160.48464658601011,1161.4684670482782,0.009407692683891437,3.038407659087688,220,166.64515256318623,2
2026-01-01 08:14:00,24879.51439820498,44176.9682082782,938.5258342146889,1127.5656998533673,2271.50754270691,1.1958437109284865,167.3803601792506,1161.0374492759454,0.009323934556068756,2.9325002786196976,220,169.40300179934775,0
2026-01-01 08:15:00,24810.62101805445,44668.485562018956,936.4137037639191,1126.1935667228988,2262.3870037849565,1.201190576524563,173.0723102390458,1161.5986078165233,0.007943657820327197,2.909085639684771,220,170.10708824854373,0
2026-01-01 08:16:00,24859.619561277374,44453.35384526943,940.9617354151808,1126.0944901543226,2268.7412863965674,1.2121580810914623,174.48358657330627,1162.3716744081364,0.007966640536008665,2.9535466129352375,220,171.3031712593175,2
2026-01-01 08:17:00,24997.274206368555,44924.984381051596,944.2256504273041,1128.684879982395,2268.673957504231,1.2065666560019106,171.45429701393294,1163.8669346082593,0.00818123852035006,2.931915601365387,220,169.89755383416593,0
2026-01-01 08:18:00,24938.865213003737,44153.20515415558,942.0176971737017,1128.1822504393494,2273.840572907016,1.1858868944497152,175.70966359470268,1161.4985443924086,0.008444894654286906,3.018884494218524,220,172.4108393248854,0
2026-01-01 08:19:00,24812.239012764996,43575.39144950978,938.0313102468624,1129.493962290714,2276.509254899424,1.2063852078410513,165.84152360548427,1163.7635291532656,0.006442541742322683,3.1134508005832884,220,170.56346679470465,2
2026-01-01 08:20:00,24942.130965961354,44760.92454431559,941.6489371474789,1130.856241428599,2278.5199252696757,1.2071031257980525,175.11545718305936,1160.9589444910948,0.00785508317417993,3.0539246158107054,220,170.48932933156533,0
2026-01-01 08:21:00,25100.001283828147,44337.93607622846,938.4543821381333,1126.4571553277112,2275.296270395059,1.1981835256693576,170.8390790288615,1164.3885560258884,0.00632674577041978,3.037195156546001,220,172.17755915812126,0
2026-01-01 08:22:00,25014.684199079667,44547.959523789585,938.8461388243179,1124.343371487021,2270.8541104538103,1.204642953684587,172.70386743121182,1163.2583997972247,0.007654866774970766,2.95077491200789,220,168.55576353076972,2
2026-01-01 08:23:00,25045.592327926348,44633.25671930561,944.3349008363306,1129.1771920685824,2271.1792752688566,1.2010473104088983,158.55834513057692,1163.6648260041334,0.007780594663447853,2.9807094245177557,220,170.63930330298535,2
2026-01-01 08:24:00,25160.855424021516,44558.58751579086,943.6761535009847,1129.7474335117624,2272.0783092316105,1.1861462166630603,173.5699344485067,1163.502855418359,0.006182570588823474,3.007389403211992,220,168.77913787271336,0
2026-01-01 08:25:00,25322.6780175211,45446.998806847994,942.6434275360967,1130.525620675505,2276.3855560279017,1.1943650129365198,170.9318332567228,1164.6877681023407,0.006736463016784166,2.9939298279613693,220,168.54226654521116,2
2026-01-01 08:26:00,25037.50967697356,44938.6082320385,940.331600208428,1129.1136482978304,2278.890604139883,1.2002071617796064,177.63328429286085,1164.2654961570888,0.007601910142518856,3.0099678844904805,220,172.8710140044625,2
2026-01-01 08:27:00,25303.70570353585,45172.94275410665,942.4492535005808,1130.2008129112992,2270.7020396105963,1.1941355887660934,170.75278957006185,1165.7233535798332,0.010160345106755486,2.902256841348977,220,172.04100601308065,0
2026-01-01 08:28:00,25012.59266635371,44515.33718774917,945.7836372677893,1132.1336553130413,2277.9270290187137,1.2053904554849704,166.1067758337012,1162.3994474096205,0.006613263186864431,3.1391531960047017,220,170.93998691086767,1
2026-01-01 08:29:00,25198.8937665137,44899.97574429888,945.9863967130723,1132.5866461289481,2279.185305609411,1.2100196918507213,166.78701599083482,1163.4099189084739,0.008124552354264307,2.8903375523322645,220,172.47017605962833,1
2026-01-01 08:30:00,25054.66878849011,44334.29252061492,947.7563476126636,1134.3639031445691,2277.927047205946,1.2027341992697087,171.62244329277183,1163.1072359482976,0.007106450453872179,2.9852027801359147,220,170.62425759469252,1
2026-01-01 08:31:00,25373.702013618786,45107.81428240234,949.8687919016353,1127.7047240950394,2286.201270329233,1.1962732185819558,171.2311891525009,1165.308259652226,0.0076249573142499645,3.0629203963982876,220,172.55927013060378,1
2026-01-01 08:32:00,25327.4970282877,45057.760755182426,946.5790078192164,1129.0700790897477,2279.2936774611785,1.213628416565645,167.46344972763237,1163.0390297174658,0.008985175569715944,2.936973493645367,220,168.20979139524746,1
2026-01-01 08:33:00,25379.222303925922,44970.479816722196,948.6211912642127,1135.6160239980836,2278.3167182791854,1.2013752673256735,165.7279471540298,1167.2926429703061,0.008310474743633492,3.0805534934650476,220,169.59579622243254,2
2026-01-01 08:34:00,25151.059907780447,44972.69820410596,947.8233720970392,1134.2277756715907,2280.2531795995747,1.2035352404625779,176.06408473687998,1165.0872996413846,0.008425778599256951,2.883547035198046,220,170.6436987377562,0
2026-01-01 08:35:00,25353.443008700953,44786.77302077899,947.5113420594037,1134.9118382506606,2277.5064473965003,1.192365548996663,169.04530171593476,1166.350060399659,0.008488758732932375,2.93686221606155,220,167.89633984063852,1
2026-01-01 08:36:00,25222.320162051677,44786.90933413926,948.4098026372919,1133.0631062254092,2276.3737119683483,1.1978235192578315,169.72593320943196,1164.2932924909717,0.008575499599845922,2.808142923960675,220,168.5594165576199,1
2026-01-01 08:37:00,25242.342207960344,44390.67845467557,951.2051399188234,1132.9863543287065,2280.8425454498547,1.20998103118584,167.86661367920283,1165.5861677484322,0.00583843299613598,3.0788100371704883,220,167.4351365919942,2
2026-01-01 08:38:00,25369.949984223353,45277.747412937984,947.6001136768576,1134.6301146908863,2283.1731885091526,1.207437283412036,175.5934952536325,1166.1430352131263,0.00838604622532692,2.900487348409753,220,171.23012727225495,2
2026-01-01 08:39:00,25425.60888506071,45435.80912920313,952.3012033461913,1132.6405980902482,2279.774499882612,1.1981293097453822,174.4618371049771,1164.9400856898455,0.007914915020921438,2.940477360793804,220,168.9753144895334,0
2026-01-01 08:40:00,25355.46066011982,45281.83014217839,953.3245283426767,1131.7432136897528,2283.253282395534,1.200082441543683,165.91342504093421,1165.5449653505425,0.00839745115695481,3.0569631890647773,220,170.424502211587,1
2026-01-01 08:41:00,25265.38056609106,45672.71819350293,950.7806997120446,1132.8593362890372,2280.0787189508283,1.201989747463182,169.69367758413355,1167.4550400435098,0.008836376917262117,3.0230591854532873,220,170.92911727932253,0
2026-01-01 08:42:00,25250.722589186404,45171.836061654576,951.5466111174932,1135.5839224109613,2285.831882952725,1.1905881292449625,166.31155589792291,1167.2875953135067,0.008415662806006122,3.0805551649102436,220,169.58169033729578,1
2026-01-01 08:43:00,25531.485082361498,45219.96568125782,948.5287916132831,1136.8889840969507,2282.335116832443,1.1981467620144342,177.4173922626714,1166.722278216178,0.008690401682028,3.0471245163842844,220,169.93997569262595,1
2026-01-01 08:44:00,25437.044710600923,45917.189234548256,956.3769709774272,1139.17407476641,2283.520020925026,1.1948843626661285,171.77310757843983,1168.2353386456227,0.006828541765343327,3.0665527630044966,220,170.1662132340018,2
2026-01-01 08:45:00,25458.993832702035,45096.132708600155,953.9049089155075,1136.8652649367664,2284.462233522777,1.1861423407110716,168.87913469972358,1164.4373518439525,0.00844780684648308,2.9567531091868817,220,170.7352229087499,2
2026-01-01 08:46:00,25640.745523688867,45829.82428873797,952.5704837848139,1137.3097253004214,2279.053108069447,1.2015217274708931,168.65000824179802,1166.7920531767509,0.007890730574175952,2.9882886548164733,220,172.54593281992587,1
2026-01-01 08:47:00,25286.16376933776,45187.72213936878,952.607002665953,1139.9769397919274,2282.5159243767735,1.198562026493821,172.17667479194822,1166.2355783800815,0.007913506843385583,3.0541992943429963,220,167.726187446504,2
2026-01-01 08:48:00,25695.777926601528,45527.35118484717,953.6475165606439,1135.276108845435,2288.2747586998603,1.1853619393893466,169.0158791760187,1168.1552455726294,0.009300134726684502,3.055262825737689,220,170.0735878388049,1
2026-01-01 08:49:00,25770.558967539808,46206.478633177154,951.6836526110802,1135.1322945427335,2283.695149140582,1.1920499264508124,176.17064025138632,1167.95435207453,0.00751132906861201,3.0707008952519157,220,167.52987927215233,0
2026-01-01 08:50:00,25589.694606756042,45634.758892524995,953.7801696005007,1136.1890712776308,2287.6684638958573,1.1991291048813557,166.29519793239677,1168.125268749187,0.007333394455647253,2.93376030501473,220,172.75403573785533,1
2026-01-01 08:51:00,25496.998271730277,45521.68602543659,951.5808547517059,1137.2790505760481,2286.5467052019967,1.1710894688272049,165.06138142071703,1166.4686521827357,0.006686432077804012,2.9073162584279584,220,166.28556823089943,1
2026-01-01 08:52:00,25319.570768514182,44906.66004885279,954.6237297987652,1141.7169515213561,2279.4963616459945,1.201840033795223,175.64193218960241,1167.7351266817634,0.007704398901104689,2.8946130167831265,220,170.22507804237253,2
2026-01-01 08:53:00,25519.273769564268,45736.93931920377,952.4603515216627,1137.1641111055103,2286.6059470166206,1.2026672348001928,168.29722891028644,1168.360137509317,0.009070686254368326,2.9571224256428157,220,169.07488097602246,2
2026-01-01 08:54:00,25346.740092664248,44910.57225389884,955.7820012316034,1140.659578682687,2282.015643164541,1.206488983790368,175.6794793765533,1168.6818215664655,0.006332210373271478,2.986886800421821,220,168.7635719853047,0
2026-01-01 08:55:00,25396.414339895236,44778.61928491786,953.9108131044802,1137.275758197396,2285.910392411995,1.194047219222927,173.5194804297763,1166.5609627834601,0.008251218015367979,2.8995114737430376,220,171.30393245650018,0
2026-01-01 08:56:00,25362.532101139484,45487.3376151856,954.8359396964595,1139.3717319455368,2284.32698335256,1.1857725458417436,164.5676318847096,1166.9052158203558,0.005467238250128143,2.980240404964215,220,170.9427631718547,1
2026-01-01 08:57:00,25429.039097111945,45161.27468399375,960.3533459005433,1139.9113722055822,2285.744811474055,1.2062828761395172,167.56198319035374,1167.9329544769673,0.007309741230889634,3.0454627977210085,220,168.0090741479756,2
2026-01-01 08:58:00,25546.370100180186,45482.94759922115,956.1593086588713,1139.766431813595,2285.72446265574,1.1862502192910462,170.19726635864168,1169.1800850070986,0.008437491934104613,3.0740591843495286,220,170.8077041456447,1
2026-01-01 08:59:00,25321.180561030626,45533.16306751357,955.1917988699054,1140.3462919747462,2286.7935717445416,1.2054094689255683,169.11823296997383,1168.5011378749555,0.007461440172479139,2.9479626333037574,220,170.46136243595947,2
2026-01-01 09:00:00,25264.884080058277,45244.251586066945,954.8363540322534,1137.6016135108555,2285.1431383189783,1.193242955709994,171.21151120435812,1169.3504231391983,0.006797964596227454,3.0403679206383436,220,168.42441083638482,0
2026-01-01 09:01:00,25257.29574558894,45109.83661497178,952.7466029716836,1142.0192432316485,2282.9137810502134,1.1898782688422884,167.55002043860884,1166.1140321660569,0.007631766072639814,2.8928302213301795,220,167.0206210952096,1
2026-01-01 09:02:00,25255.216085703225,45211.06395149141,957.0566473602885,1141.1878966448608,2284.034902257391,1.2029433713276265,169.66028460034022,1167.884831440252,0.008989108601317826,2.9421275931622737,220,171.45191335218294,2
2026-01-01 09:03:00,25192.682080093884,44668.3720168505,958.1420530296455,1137.9327737669491,2289.428471252087,1.2112224447972522,174.00594024263063,1168.7433480292145,0.009491935011475766,3.003451804834825,220,171.261624022452,0
2026-01-01 09:04:00,25247.119712884964,45120.61435035311,955.10111832289,1140.4502843415335,2291.7960126114262,1.1984305996341786,175.33167094576692,1168.6001781464365,0.00951221057361021,2.9432722636527284,220,170.91123034037736,2
2026-01-01 09:05:00,25503.380027435232,45662.40135636436,958.3467885282231,1137.3862267049994,2287.9454300433295,1.1975426067784143,166.8398230246159,1166.523392829441,0.00868228854604526,2.9326290657574643,220,168.85040779121604,1
2026-01-01 09:06:00,25267.77339495541,45157.93798438351,954.7754394633299,1139.8076618198738,2289.7615878823317,1.1831148448341349,169.0721090942743,1169.5977132593086,0.008360579280039308,3.0163794170812634,220,172.27546774793876,0
2026-01-01 09:07:00,25359.880726783256,45091.59538274181,951.4464241712709,1137.352486846058,2290.2870248470267,1.2083120807750498,169.49285135200577,1168.922281559768,0.008985838306354195,2.9156196390905444,220,176.66705495565583,0
2026-01-01 09:08:00,25172.34040821242,43907.3866006667,953.6644267280155,1141.199643509299,2284.116112182144,1.200728603594858,164.60058570574103,1168.1885187391601,0.0068436279630468,3.00376651466808,220,170.20020736787868,0
2026-01-01 09:09:00,25327.357750546355,45216.449398667566,952.8211339088039,1145.751325799098,2282.894125393476,1.1972831570068632,173.7519665573302,1169.9288199142482,0.007030797359381844,2.986315527429542,220,170.9283330006261,0
2026-01-01 09:10:00,25086.039857662818,44680.72129327449,954.3361188965256,1142.8153340301383,2287.9504223096637,1.2130837868679833,172.2588149056434,1167.0757674045458,0.009291556002270262,3.0355581775402842,220,168.26894443588483,2
2026-01-01 09:11:00,25198.329265036387,44764.33322509311,956.0751343517895,1141.3776576250334,2283.1101412444195,1.1843257145439354,172.08554747810317,1168.3655951005424,0.008856273284078725,3.0552253607960496,220,168.2859187574909,2
2026-01-01 09:12:00,25539.29440773793,45646.687715925545,952.8851290783522,1138.1441567038542,2287.6062331831145,1.1949538650773395,169.55887896124432,1169.8307394229012,0.008875082164365456,3.0054879027749433,220,173.34044531071837,2
2026-01-01 09:13:00,25184.698176828868,44892.53146994224,954.4904634673602,1140.7355582103798,2284.465254214927,1.200048501939702,173.48133239737194,1169.3903593896011,0.008221825804031642,2.9550546522427017,220,174.35790155717115,2
2026-01-01 09:14:00,25374.303740969364,45215.21003688486,954.94356154049,1142.3606274193842,2286.87798957659,1.1970445205367404,173.85365867077687,1168.8552120701377,0.007175005116155336,3.0754015621603843,220,169.3821059504035,1
2026-01-01 09:15:00,25279.12509326159,44640.78083201627,952.9587908703539,1139.8225456490836,2286.6329943453497,1.17563432170201,174.64011329647803,1168.9895066790548,0.00691989781802235,3.0104947841026983,220,168.57337408691353,0
2026-01-01 09:16:00,25190.145627491835,44488.22180402031,952.472353537133,1140.256985364915,2290.155350178709,1.203493359315373,169.31966867849073,1168.9709588665173,0.008938046907328074,2.924322924789644,220,168.0452028135063,1
2026-01-01 09:17:00,25113.62357622967,44791.17861224385,954.3177319658004,1136.600179878158,2287.085775742039,1.1996950000460525,171.3974982586986,1170.1307836411202,0.009082826613621805,3.0085109105807932,220,168.6576037468403,2
2026-01-01 09:18:00,25329.07953077518,45104.015271844,955.7267941844501,1138.2597858404126,2285.8081664595884,1.2101076521173404,168.44485826729635,1169.016085675614,0.006879526849813411,2.9456974066697805,220,169.96530370144606,2
2026-01-01 09:19:00,25135.554830471192,44774.58541248317,952.6006926677511,1136.2470155672727,2289.104407288766,1.2203986664864295,168.7082505639411,1170.0529574847894,0.00726048589310828,2.7926871608096384,220,167.39136186774286,1
2026-01-01 09:20:00,25321.75406516172,45112.6253384922,952.1159639917042,1143.7370973672766,2297.041308659424,1.1981210639220827,173.9258921504914,1167.3403823612116,0.007897106848030072,2.9179662786976555,220,168.45217677993512,2
2026-01-01 09:21:00,25033.24366240875,44657.92325926101,953.1344503436233,1140.8092212961951,2290.4094089721975,1.2038447266178238,170.21495212207776,1170.707067783373,0.008874637841146279,2.964360290735368,220,171.72606901174476,2
2026-01-01 09:22:00,25106.94795303969,44699.023115710406,953.7817897162814,1141.2605156768861,2283.868329081521,1.2025305992157806,169.38523227121317,1171.9671521348923,0.007659461567497968,2.958034457062146,220,169.51666578665723,2
2026-01-01 09:23:00,25135.94224639328,44779.84220489812,951.8876418802637,1139.3443148530148,2289.3985876012293,1.2016978710443322,172.41283572640336,1170.0709363859544,0.007147773504992079,2.871607204377221,220,168.29653096188184,2
2026-01-01 09:24:00,25104.374883398275,44747.25473761561,952.0641401254338,1136.758388387544,2296.118098129318,1.1986169153648663,172.66200858789688,1169.5281959722101,0.008988418936943705,2.9666824891084653,220,167.51491099315254,0
2026-01-01 09:25:00,24890.568748271697,44528.270662449475,952.0157723953561,1139.9531261697728,2289.648591487182,1.2038657673700048,166.98284072973584,1169.1207989332754,0.008597273634785425,3.0287944996979475,220,171.9587697347539,2
2026-01-01 09:26:00,24937.500763926026,44265.22604405783,950.0398579242285,1138.2411652050366,2292.6571519864983,1.2112816373545703,167.40920374364958,1170.3945094333492,0.00730574435554892,2.9034601916152463,220,167.75910553722943,1
2026-01-01 09:27:00,24971.78666587547,44638.51535827925,951.5769075889011,1137.4789792868141,2292.1957778686547,1.1915093527794982,172.84919869684097,1169.0811406784571,0.007340645787936446,3.0151760623900987,220,169.55103166170878,2
2026-01-01 09:28:00,24870.547940986824,44422.30734232276,950.5199943867507,1139.4255149506735,2292.397866734995,1.2190092859937895,172.10425631591949,1168.9468508361845,0.009109976117653237,2.832509786482194,220,171.81773798715685,0
2026-01-01 09:29:00,25031.54930478537,44581.454244035165,954.5027094587252,1139.4220080143189,2292.008859264504,1.205062973817628,169.16165030124438,1167.6686391979335,0.0067191251836491925,3.0350435555131416,220,170.90266613292877,0
2026-01-01 09:30:00,24997.721548001937,44381.91752825721,949.9850327745523,1138.720730368705,2289.909005108591,1.2030297852479415,174.78342303392168,1170.0697915024923,0.0077071241604363015,2.9493115243796,220,170.4102393487599,2
2026-01-01 09:31:00,24668.82857797441,43999.10845123328,951.6057308073802,1137.4042406218387,2288.614022018302,1.1775087080731677,169.6035287959654,1169.5636714946484,0.00844930760001406,2.8874065515013703,220,170.4293374428257,1
2026-01-01 09:32:00,24663.218512293948,44107.882475713304,951.1106483177986,1136.843879334909,2288.317117534185,1.1998937369552245,162.27454255109916,1169.643511361817,0.008164386188415407,3.083248874982793,220,167.95069438684317,1
2026-01-01 09:33:00,24701.903130584782,43711.39296007469,947.7641115767219,1138.682926779848,2289.3431700430797,1.1902410328257917,166.81642669032567,1169.8998124331313,0.008929414751328862,3.0317287754402846,220,168.40231422873993,0
2026-01-01 09:34:00,24845.29592161967,44239.54169179727,947.1395041939418,1140.961823724636,2290.112396006491,1.2057437777933546,164.10099203412736,1169.2143040050964,0.006288986395285796,3.0704356035521796,220,168.90972563551313,2
2026-01-01 09:35:00,25050.453029835564,44605.344975882326,948.3725282693769,1135.1467638071756,2285.4478039492233,1.2095556982417583,174.58243310196016,1170.1277245428266,0.008017608930999403,3.0192700921850015,220,164.13080207704405,0
2026-01-01 09:36:00,24735.57200504544,43870.6297719924,950.203823890036,1136.8715845496506,2288.059370633658,1.2114988051611828,172.02084926294236,1168.8760492412666,0.008301161980171667,3.022195592889877,220,169.00597935226145,0
2026-01-01 09:37:00,24786.27184251682,43970.934794776025,947.336671465958,1137.6839035302426,2288.623373228954,1.1983359684408923,170.47483033792886,1169.8538235925537,0.008333596636223572,2.9637432588336563,220,169.63490133165374,0
2026-01-01 09:38:00,24603.137764431496,43421.30993254351,946.7648382224038,1137.5059997317965,2288.932217903817,1.199254039769313,160.7296452742151,1169.6986786718535,0.00857691387294708,3.028150006224982,220,169.66815746884166,0
2026-01-01 09:39:00,24579.408652852806,43486.59682005821,941.8604551855015,1136.4450688674385,2287.7048084180474,1.2043712198273786,164.09100589443253,1168.2803206096353,0.006833132833070056,2.9876876622223967,220,169.58860415146046,1
2026-01-01 09:40:00,24444.30214280228,43141.86343264549,946.4409571288877,1141.2870769262634,2290.6100963741824,1.1790193326114191,169.39703173921123,1168.7828020629915,0.009445144929249302,2.9433110516770324,220,170.2394216250977,1
2026-01-01 09:41:00,24649.753672911935,43728.5842123146,947.4235611889344,1138.0215653235298,2288.035808664834,1.1956623776739002,162.8791695009055,1169.406072038626,0.00845404294930309,2.9792493956059425,220,170.370453015195,0
2026-01-01 09:42:00,24740.6740091926,43904.00302314473,947.2424238146168,1135.0356288490855,2287.178632062563,1.1945721965882001,173.76717872579007,1169.4375674470416,0.008560630049358217,2.892475679449482,220,173.08356458431865,0
2026-01-01 09:43:00,24557.94545281897,43583.234450494594,946.7566098306517,1133.0191817399198,2284.72053015108,1.205208156884507,169.58818954718518,1170.2582440312985,0.007423134381995979,2.9922227943426223,220,170.14514793653123,0
2026-01-01 09:44:00,24741.98155697477,44129.96949806249,944.7787001065761,1136.2089072944796,2285.820860802502,1.1954262462280996,169.4275514202557,1169.5907426420652,0.00818075006538958,3.0293854139660787,220,171.53488156924206,0
2026-01-01 09:45:00,24571.741422778316,43692.68373304163,944.5074879441985,1139.274723778495,2288.3916686570137,1.2074389403567016,169.74635945406231,1169.9388989685588,0.00933046093793671,3.004189564724968,220,168.658750458048,2
2026-01-01 09:46:00,24517.17947731099,43465.64041287292,946.1452892918944,1136.456818442956,2287.937508011835,1.1980716530831035,166.1994025814767,1169.5732094803345,0.0079848205132477,3.039516103069607,220,170.49122346982804,1
2026-01-01 09:47:00,24557.150938676095,43538.47673833942,943.720039549231,1131.1878251264525,2281.947438985366,1.2085528344224041,165.82738029996656,1167.3814844867327,0.008195357399803989,2.969463274348742,220,170.42315056919858,0
2026-01-01 09:48:00,24527.101531001714,43386.678267221636,938.888167896821,1132.80757717641,2289.776023933693,1.2221833565006408,162.40538884760247,1169.8354615448366,0.008316716121996857,2.9968558333138717,220,169.39466734826044,1
2026-01-01 09:49:00,24579.915884807873,43705.16993142377,945.0294177208364,1135.5422008468583,2285.2041251418186,1.2155801660693453,170.0939010032147,1169.1015683688424,0.006366939863287421,2.9964770579511995,220,166.44991369168693,1
2026-01-01 09:50:00,24319.557520780025,43237.43926430991,940.3218179784258,1137.1598516370016,2284.4791004834274,1.2094711168137005,171.62503448637025,1169.7664202666917,0.007827440318366578,3.1479200621894723,220,167.17542912510453,2
2026-01-01 09:51:00,24114.911884634603,43314.05310531084,944.7084642999936,1135.0285233604072,2289.7295663517025,1.2114472634459048,169.0495904196063,1169.1403653011091,0.008693016512069184,2.890589500229497,220,170.7477468019164,1
2026-01-01 09:52:00,24377.028739280693,43759.30754847406,944.8201096029334,1134.7603042558587,2289.65893693898,1.196340614213205,168.8698781537382,1170.539953645591,0.007511454503255171,3.1549811283492173,220,169.7530798010689,2
2026-01-01 09:53:00,24263.75774796234,43544.185271045775,942.4241438204131,1136.3167769722736,2284.3876817012906,1.1922937238554743,166.23964454226916,1169.8138572045461,0.00795783073773769,2.936236734294943,220,169.36736995581674,0
2026-01-01 09:54:00,24307.937988843674,43767.14779645777,942.1687662461371,1136.38620728811,2285.131542320315,1.1915406354631786,171.00274282954047,1170.5412023030801,0.007967252473116077,2.96755505673218,220,168.50838906638737,0
2026-01-01 09:55:00,24485.11905417046,43291.415552713435,943.5315295760906,1132.2175345908938,2282.562689586102,1.2019575280465071,160.19436289622075,1170.5851558767629,0.006420055976647912,3.016391628600449,220,170.0403180925985,1
2026-01-01 09:56:00,24127.451456829807,43108.37980993776,937.061516573525,1134.1376924007157,2287.8347357181083,1.2147340121643881,165.58221365147338,1169.2056351709984,0.00880430778597573,3.0404131529898297,220,171.00338539045623,0
2026-01-01 09:57:00,24326.16535275377,43483.22706482135,939.218049415739,1131.0320839171443,2287.840492245028,1.192706197036669,167.36634031457808,1170.5537495157344,0.0066459558930716325,2.992186638755441,220,173.57095968687835,1
2026-01-01 09:58:00,24322.72072675508,43408.73471265268,938.6281209610152,1130.4733411684915,2283.9675342834407,1.20468666877703,167.96605004290439,1169.9311066182634,0.008422667941484953,3.0120061491286743,220,169.84513142455452,2
2026-01-01 09:59:00,24239.58344374873,43656.85960910697,935.6507923552197,1133.4773124239705,2288.6573506453806,1.1875279314267218,170.87164400354533,1168.6060208519702,0.00786640339163408,3.10505260408994,220,169.52786900033487,2
