text,scenario_id,standard_name,relevance,role,unit,source,group_id,split
装置5-窑尾风机转速-CH30-VALUE,cement_rotary_kiln,id_fan_speed,useful,manipulated,rpm,vendor_channel_tag,b96f61f40112fee2,test
1号KILN_INLET_O2,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,equipment_prefix,22ad9ef68fc2da28,test
A线_KILN_INLET_O2,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,line_prefix,22ad9ef68fc2da28,test
B线#KILN_INLET_O2#测点42,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,line_point_tag,22ad9ef68fc2da28,test
DCS_03_KILN_INLET_O2_PV_17,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,vendor_dcs_tag,22ad9ef68fc2da28,test
HMI.22.KILN_INLET_O2.AI,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,vendor_hmi_tag,22ad9ef68fc2da28,test
KILNINLETO2,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,compact,22ad9ef68fc2da28,test
KILN_INLET_O2,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,template,22ad9ef68fc2da28,test
KILN_INLET_O2[percent],cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,unit_bracket,22ad9ef68fc2da28,test
KILN_INLET_O2_01,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,channel_suffix,22ad9ef68fc2da28,test
KILN_INLET_O2_PV,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,control_suffix,22ad9ef68fc2da28,test
KILN_INLET_O2_percent,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,unit_suffix,22ad9ef68fc2da28,test
装置5-KILN_INLET_O2-CH30-VALUE,cement_rotary_kiln,kiln_inlet_o2,useful,state,percent,vendor_channel_tag,22ad9ef68fc2da28,test
1号kiln_outlet_temperature,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,equipment_prefix,99bb2b86f04ca029,test
A线_kiln_outlet_temperature,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,line_prefix,99bb2b86f04ca029,test
B线#kiln_outlet_temperature#测点42,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,line_point_tag,99bb2b86f04ca029,test
DCS_03_kiln_outlet_temperature_PV_17,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,vendor_dcs_tag,99bb2b86f04ca029,test
HMI.22.kiln_outlet_temperature.AI,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,vendor_hmi_tag,99bb2b86f04ca029,test
KILN_OUTLET_TEMPERATURE,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,uppercase,99bb2b86f04ca029,test
kiln_outlet_temperature,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,template,99bb2b86f04ca029,test
kiln_outlet_temperature[degC],cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,unit_bracket,99bb2b86f04ca029,test
kiln_outlet_temperature_01,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,channel_suffix,99bb2b86f04ca029,test
kiln_outlet_temperature_PV,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,control_suffix,99bb2b86f04ca029,test
kiln_outlet_temperature_degC,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,unit_suffix,99bb2b86f04ca029,test
kilnoutlettemperature,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,compact,99bb2b86f04ca029,test
装置5-kiln_outlet_temperature-CH30-VALUE,cement_rotary_kiln,kiln_outlet_temperature,required,controlled,degC,vendor_channel_tag,99bb2b86f04ca029,test
1号窑速,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,equipment_prefix,7150969c76681382,test
A线_窑速,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,line_prefix,7150969c76681382,test
B线#窑速#测点42,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,line_point_tag,7150969c76681382,test
DCS_03_窑速_PV_17,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,vendor_dcs_tag,7150969c76681382,test
HMI.22.窑速.AI,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,vendor_hmi_tag,7150969c76681382,test
窑速,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,template,7150969c76681382,test
窑速[rpm],cement_rotary_kiln,kiln_speed,required,manipulated,rpm,unit_bracket,7150969c76681382,test
窑速_01,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,channel_suffix,7150969c76681382,test
窑速_SP,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,control_suffix,7150969c76681382,test
窑速_rpm,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,unit_suffix,7150969c76681382,test
装置5-窑速-CH30-VALUE,cement_rotary_kiln,kiln_speed,required,manipulated,rpm,vendor_channel_tag,7150969c76681382,test
1号RAW_FEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,equipment_prefix,388a8b9ed7dc53a7,test
1号RAW_MEAL_FEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,equipment_prefix,e60aa881d77d3344,test
A线_RAW_FEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,line_prefix,388a8b9ed7dc53a7,test
A线_RAW_MEAL_FEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,line_prefix,e60aa881d77d3344,test
B线#RAW_FEED#测点42,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,line_point_tag,388a8b9ed7dc53a7,test
B线#RAW_MEAL_FEED#测点42,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,line_point_tag,e60aa881d77d3344,test
DCS_03_RAW_FEED_PV_17,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_dcs_tag,388a8b9ed7dc53a7,test
DCS_03_RAW_MEAL_FEED_PV_17,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_dcs_tag,e60aa881d77d3344,test
HMI.22.RAW_FEED.AI,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_hmi_tag,388a8b9ed7dc53a7,test
HMI.22.RAW_MEAL_FEED.AI,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_hmi_tag,e60aa881d77d3344,test
RAWFEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,compact,388a8b9ed7dc53a7,test
RAWMEALFEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,compact,e60aa881d77d3344,test
RAW_FEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,template,388a8b9ed7dc53a7,test
RAW_FEED[t/h],cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,unit_bracket,388a8b9ed7dc53a7,test
RAW_FEED_01,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,channel_suffix,388a8b9ed7dc53a7,test
RAW_FEED_SP,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,control_suffix,388a8b9ed7dc53a7,test
RAW_FEED_t/h,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,unit_suffix,388a8b9ed7dc53a7,test
RAW_MEAL_FEED,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,template,e60aa881d77d3344,test
RAW_MEAL_FEED[t/h],cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,unit_bracket,e60aa881d77d3344,test
RAW_MEAL_FEED_01,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,channel_suffix,e60aa881d77d3344,test
RAW_MEAL_FEED_SP,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,control_suffix,e60aa881d77d3344,test
RAW_MEAL_FEED_t/h,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,unit_suffix,e60aa881d77d3344,test
装置5-RAW_FEED-CH30-VALUE,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_channel_tag,388a8b9ed7dc53a7,test
装置5-RAW_MEAL_FEED-CH30-VALUE,cement_rotary_kiln,raw_meal_feed,required,manipulated,t/h,vendor_channel_tag,e60aa881d77d3344,test
DCS_报表序号_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,385d9232027b08e4,test
DCS_报表模板编号_25,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,9e95aba27109d965,test
HMI.60.报表序号.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,385d9232027b08e4,test
HMI.60.报表模板编号.RAW,debutanizer_column,__irrelevant__,irrelevant,none,,negative_vendor,9e95aba27109d965,test
报表序号,debutanizer_column,__irrelevant__,irrelevant,none,,negative,385d9232027b08e4,test
报表模板编号,debutanizer_column,__irrelevant__,irrelevant,none,,negative,9e95aba27109d965,test
1号bottom_temperature_a,debutanizer_column,bottom_temperature_a,required,state,ratio,equipment_prefix,fc01c39a0125a8b2,test
1号u6,debutanizer_column,bottom_temperature_a,required,state,ratio,equipment_prefix,c2482d8f9d67d928,test
A线_bottom_temperature_a,debutanizer_column,bottom_temperature_a,required,state,ratio,line_prefix,fc01c39a0125a8b2,test
A线_u6,debutanizer_column,bottom_temperature_a,required,state,ratio,line_prefix,c2482d8f9d67d928,test
B线#bottom_temperature_a#测点42,debutanizer_column,bottom_temperature_a,required,state,ratio,line_point_tag,fc01c39a0125a8b2,test
B线#u6#测点42,debutanizer_column,bottom_temperature_a,required,state,ratio,line_point_tag,c2482d8f9d67d928,test
DCS_03_u6_PV_17,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_dcs_tag,c2482d8f9d67d928,test
HMI.22.u6.AI,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_hmi_tag,c2482d8f9d67d928,test
U6,debutanizer_column,bottom_temperature_a,required,state,ratio,uppercase,c2482d8f9d67d928,test
bottom_temperature_a[ratio],debutanizer_column,bottom_temperature_a,required,state,ratio,unit_bracket,fc01c39a0125a8b2,test
u6,debutanizer_column,bottom_temperature_a,required,state,ratio,template,c2482d8f9d67d928,test
u6[ratio],debutanizer_column,bottom_temperature_a,required,state,ratio,unit_bracket,c2482d8f9d67d928,test
u6_01,debutanizer_column,bottom_temperature_a,required,state,ratio,channel_suffix,c2482d8f9d67d928,test
u6_PV,debutanizer_column,bottom_temperature_a,required,state,ratio,control_suffix,c2482d8f9d67d928,test
u6_ratio,debutanizer_column,bottom_temperature_a,required,state,ratio,unit_suffix,c2482d8f9d67d928,test
装置5-u6-CH30-VALUE,debutanizer_column,bottom_temperature_a,required,state,ratio,vendor_channel_tag,c2482d8f9d67d928,test
1号Bottom_Temperature_B,debutanizer_column,bottom_temperature_b,required,state,ratio,equipment_prefix,7dc95c0c3c99b01c,test
A线_Bottom_Temperature_B,debutanizer_column,bottom_temperature_b,required,state,ratio,line_prefix,7dc95c0c3c99b01c,test
BottomTemperatureB,debutanizer_column,bottom_temperature_b,required,state,ratio,compact,7dc95c0c3c99b01c,test
Bottom_Temperature_B,debutanizer_column,bottom_temperature_b,required,state,ratio,template,7dc95c0c3c99b01c,test
Bottom_Temperature_B[ratio],debutanizer_column,bottom_temperature_b,required,state,ratio,unit_bracket,7dc95c0c3c99b01c,test
Bottom_Temperature_B_01,debutanizer_column,bottom_temperature_b,required,state,ratio,channel_suffix,7dc95c0c3c99b01c,test
Bottom_Temperature_B_PV,debutanizer_column,bottom_temperature_b,required,state,ratio,control_suffix,7dc95c0c3c99b01c,test
Bottom_Temperature_B_ratio,debutanizer_column,bottom_temperature_b,required,state,ratio,unit_suffix,7dc95c0c3c99b01c,test
B线#Bottom_Temperature_B#测点42,debutanizer_column,bottom_temperature_b,required,state,ratio,line_point_tag,7dc95c0c3c99b01c,test
DCS_03_Bottom_Temperature_B_PV_17,debutanizer_column,bottom_temperature_b,required,state,ratio,vendor_dcs_tag,7dc95c0c3c99b01c,test
HMI.22.Bottom_Temperature_B.AI,debutanizer_column,bottom_temperature_b,required,state,ratio,vendor_hmi_tag,7dc95c0c3c99b01c,test
装置5-Bottom_Temperature_B-CH30-VALUE,debutanizer_column,bottom_temperature_b,required,state,ratio,vendor_channel_tag,7dc95c0c3c99b01c,test
1号序列时间,debutanizer_column,timestamp,required,time,datetime,equipment_prefix,b8d5f45e161dd7fa,test
A线_序列时间,debutanizer_column,timestamp,required,time,datetime,line_prefix,b8d5f45e161dd7fa,test
B线#序列时间#测点42,debutanizer_column,timestamp,required,time,datetime,line_point_tag,b8d5f45e161dd7fa,test
DCS_03_序列时间_PV_17,debutanizer_column,timestamp,required,time,datetime,vendor_dcs_tag,b8d5f45e161dd7fa,test
HMI.22.序列时间.AI,debutanizer_column,timestamp,required,time,datetime,vendor_hmi_tag,b8d5f45e161dd7fa,test
序列时间,debutanizer_column,timestamp,required,time,datetime,template,b8d5f45e161dd7fa,test
序列时间_01,debutanizer_column,timestamp,required,time,datetime,channel_suffix,b8d5f45e161dd7fa,test
序列时间_PV,debutanizer_column,timestamp,required,time,datetime,control_suffix,b8d5f45e161dd7fa,test
装置5-序列时间-CH30-VALUE,debutanizer_column,timestamp,required,time,datetime,vendor_channel_tag,b8d5f45e161dd7fa,test
1号Top_Pressure,debutanizer_column,top_pressure,required,state,ratio,equipment_prefix,2eee8fdc1a699831,test
1号top_pressure,debutanizer_column,top_pressure,required,state,ratio,equipment_prefix,dc605a2adc0e89fc,test
A线_Top_Pressure,debutanizer_column,top_pressure,required,state,ratio,line_prefix,2eee8fdc1a699831,test
A线_top_pressure,debutanizer_column,top_pressure,required,state,ratio,line_prefix,dc605a2adc0e89fc,test
B线#Top_Pressure#测点42,debutanizer_column,top_pressure,required,state,ratio,line_point_tag,2eee8fdc1a699831,test
B线#top_pressure#测点42,debutanizer_column,top_pressure,required,state,ratio,line_point_tag,dc605a2adc0e89fc,test
DCS_03_Top_Pressure_PV_17,debutanizer_column,top_pressure,required,state,ratio,vendor_dcs_tag,2eee8fdc1a699831,test
HMI.22.Top_Pressure.AI,debutanizer_column,top_pressure,required,state,ratio,vendor_hmi_tag,2eee8fdc1a699831,test
TopPressure,debutanizer_column,top_pressure,required,state,ratio,compact,2eee8fdc1a699831,test
Top_Pressure,debutanizer_column,top_pressure,required,state,ratio,template,2eee8fdc1a699831,test
Top_Pressure[ratio],debutanizer_column,top_pressure,required,state,ratio,unit_bracket,2eee8fdc1a699831,test
Top_Pressure_01,debutanizer_column,top_pressure,required,state,ratio,channel_suffix,2eee8fdc1a699831,test
Top_Pressure_PV,debutanizer_column,top_pressure,required,state,ratio,control_suffix,2eee8fdc1a699831,test
Top_Pressure_ratio,debutanizer_column,top_pressure,required,state,ratio,unit_suffix,2eee8fdc1a699831,test
top_pressure[ratio],debutanizer_column,top_pressure,required,state,ratio,unit_bracket,dc605a2adc0e89fc,test
装置5-Top_Pressure-CH30-VALUE,debutanizer_column,top_pressure,required,state,ratio,vendor_channel_tag,2eee8fdc1a699831,test
1号第六塔板温度,debutanizer_column,tray6_temperature,required,state,ratio,equipment_prefix,aefd2173f148bc19,test
A线_第六塔板温度,debutanizer_column,tray6_temperature,required,state,ratio,line_prefix,aefd2173f148bc19,test
B线#第六塔板温度#测点42,debutanizer_column,tray6_temperature,required,state,ratio,line_point_tag,aefd2173f148bc19,test
DCS_03_第六塔板温度_PV_17,debutanizer_column,tray6_temperature,required,state,ratio,vendor_dcs_tag,aefd2173f148bc19,test
HMI.22.第六塔板温度.AI,debutanizer_column,tray6_temperature,required,state,ratio,vendor_hmi_tag,aefd2173f148bc19,test
第六塔板温度,debutanizer_column,tray6_temperature,required,state,ratio,template,aefd2173f148bc19,test
第六塔板温度[ratio],debutanizer_column,tray6_temperature,required,state,ratio,unit_bracket,aefd2173f148bc19,test
第六塔板温度_01,debutanizer_column,tray6_temperature,required,state,ratio,channel_suffix,aefd2173f148bc19,test
第六塔板温度_PV,debutanizer_column,tray6_temperature,required,state,ratio,control_suffix,aefd2173f148bc19,test
第六塔板温度_ratio,debutanizer_column,tray6_temperature,required,state,ratio,unit_suffix,aefd2173f148bc19,test
装置5-第六塔板温度-CH30-VALUE,debutanizer_column,tray6_temperature,required,state,ratio,vendor_channel_tag,aefd2173f148bc19,test
DCS_厂商备用测点_25,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,9b8a7688ea6f792c,test
DCS_巡检照片地址_25,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,b73751a6c4766a88,test
DCS_工单审批人_25,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,be9b42739a7e3529,test
DCS_摄像头在线标志_25,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,1ed7d9fe5bfc139b,test
DCS_画面刷新周期_25,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,1d0ee5b9f63997f9,test
DCS_画面颜色_25,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,eef45261ae92bea9,test
DCS_通讯状态字_25,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,9578639ea7caae0d,test
HMI.60.厂商备用测点.RAW,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,9b8a7688ea6f792c,test
HMI.60.巡检照片地址.RAW,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,b73751a6c4766a88,test
HMI.60.工单审批人.RAW,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,be9b42739a7e3529,test
HMI.60.摄像头在线标志.RAW,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,1ed7d9fe5bfc139b,test
HMI.60.画面刷新周期.RAW,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,1d0ee5b9f63997f9,test
HMI.60.画面颜色.RAW,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,eef45261ae92bea9,test
HMI.60.通讯状态字.RAW,distillation_column,__irrelevant__,irrelevant,none,,negative_vendor,9578639ea7caae0d,test
厂商备用测点,distillation_column,__irrelevant__,irrelevant,none,,negative,9b8a7688ea6f792c,test
巡检照片地址,distillation_column,__irrelevant__,irrelevant,none,,negative,b73751a6c4766a88,test
工单审批人,distillation_column,__irrelevant__,irrelevant,none,,negative,be9b42739a7e3529,test
摄像头在线标志,distillation_column,__irrelevant__,irrelevant,none,,negative,1ed7d9fe5bfc139b,test
画面刷新周期,distillation_column,__irrelevant__,irrelevant,none,,negative,1d0ee5b9f63997f9,test
画面颜色,distillation_column,__irrelevant__,irrelevant,none,,negative,eef45261ae92bea9,test
通讯状态字,distillation_column,__irrelevant__,irrelevant,none,,negative,9578639ea7caae0d,test
1号BOTTOM_LEVEL,distillation_column,bottom_level,useful,state,percent,equipment_prefix,ba05a3626247ef00,test
1号塔釜液位,distillation_column,bottom_level,useful,state,percent,equipment_prefix,557f380e9d17d0fc,test
A线_BOTTOM_LEVEL,distillation_column,bottom_level,useful,state,percent,line_prefix,ba05a3626247ef00,test
A线_塔釜液位,distillation_column,bottom_level,useful,state,percent,line_prefix,557f380e9d17d0fc,test
BOTTOMLEVEL,distillation_column,bottom_level,useful,state,percent,compact,ba05a3626247ef00,test
BOTTOM_LEVEL,distillation_column,bottom_level,useful,state,percent,template,ba05a3626247ef00,test
