text,scenario_id,standard_name,relevance,role,unit,source,group_id,split
HMI.60.厂商备用测点.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,8463891f42b1a3d1,train
HMI.60.工单审批人.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,eec5990ff7dd7ebf,train
HMI.60.打印机墨粉余量.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,3b18c16422f84439,train
HMI.60.报表序号.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,7630c4f35f4c1d11,train
HMI.60.报表模板编号.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,562ef0f951a6a5c7,train
HMI.60.报警文本.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,41226548565db31b,train
HMI.60.文件上传时间.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,2e3cfeb82b1b8695,train
HMI.60.日报打印次数.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,e12eb8d924dc560c,train
HMI.60.班车到站时间.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,e7b0faf1b2164fee,train
HMI.60.画面刷新周期.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,e0fe62c60892aa97,train
HMI.60.画面颜色.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,02acb859def2253e,train
HMI.60.网络往返时延.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,d0c79e16c639920b,train
HMI.60.设备描述.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,2a6fbd89cfbd3682,train
HMI.60.账户登录次数.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,fac27f0a9f845ba6,train
HMI.60.通讯状态字.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,dab1638f9342b7d7,train
HMI.60.鼠标点击计数.RAW,blast_furnace,__irrelevant__,irrelevant,none,,negative_vendor,70feb61c6c8b9343,train
交换机端口状态,blast_furnace,__irrelevant__,irrelevant,none,,negative,5cfb8a55ae993bfe,train
会议室预约状态,blast_furnace,__irrelevant__,irrelevant,none,,negative,9a378dd918d56b5d,train
值班员电子签名,blast_furnace,__irrelevant__,irrelevant,none,,negative,e2da23fd8f394b06,train
办公室温度,blast_furnace,__irrelevant__,irrelevant,none,,negative,8d94519d98cad979,train
厂区门禁记录,blast_furnace,__irrelevant__,irrelevant,none,,negative,5dedc0d135217b78,train
厂商备用测点,blast_furnace,__irrelevant__,irrelevant,none,,negative,8463891f42b1a3d1,train
工单审批人,blast_furnace,__irrelevant__,irrelevant,none,,negative,eec5990ff7dd7ebf,train
打印机墨粉余量,blast_furnace,__irrelevant__,irrelevant,none,,negative,3b18c16422f84439,train
报表序号,blast_furnace,__irrelevant__,irrelevant,none,,negative,7630c4f35f4c1d11,train
报表模板编号,blast_furnace,__irrelevant__,irrelevant,none,,negative,562ef0f951a6a5c7,train
报警文本,blast_furnace,__irrelevant__,irrelevant,none,,negative,41226548565db31b,train
文件上传时间,blast_furnace,__irrelevant__,irrelevant,none,,negative,2e3cfeb82b1b8695,train
日报打印次数,blast_furnace,__irrelevant__,irrelevant,none,,negative,e12eb8d924dc560c,train
班车到站时间,blast_furnace,__irrelevant__,irrelevant,none,,negative,e7b0faf1b2164fee,train
画面刷新周期,blast_furnace,__irrelevant__,irrelevant,none,,negative,e0fe62c60892aa97,train
画面颜色,blast_furnace,__irrelevant__,irrelevant,none,,negative,02acb859def2253e,train
网络往返时延,blast_furnace,__irrelevant__,irrelevant,none,,negative,d0c79e16c639920b,train
设备描述,blast_furnace,__irrelevant__,irrelevant,none,,negative,2a6fbd89cfbd3682,train
账户登录次数,blast_furnace,__irrelevant__,irrelevant,none,,negative,fac27f0a9f845ba6,train
通讯状态字,blast_furnace,__irrelevant__,irrelevant,none,,negative,dab1638f9342b7d7,train
鼠标点击计数,blast_furnace,__irrelevant__,irrelevant,none,,negative,70feb61c6c8b9343,train
1号BLAST_FLOW,blast_furnace,blast_flow_rate,required,manipulated,m3/min,equipment_prefix,2daf8a080d65ef91,train
1号Blast flowrate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,equipment_prefix,1718fbcbbae19399,train
1号Fb,blast_furnace,blast_flow_rate,required,manipulated,m3/min,equipment_prefix,34724a9e9e0b71e6,train
1号blast_flow_rate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,equipment_prefix,331af065f4519fd8,train
1号鼓风流量,blast_furnace,blast_flow_rate,required,manipulated,m3/min,equipment_prefix,8163901e9fbc8afb,train
1号鼓风量,blast_furnace,blast_flow_rate,required,manipulated,m3/min,equipment_prefix,e5ba0cd9a7494622,train
A线_BLAST_FLOW,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_prefix,2daf8a080d65ef91,train
A线_Blast flowrate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_prefix,1718fbcbbae19399,train
A线_Fb,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_prefix,34724a9e9e0b71e6,train
A线_blast_flow_rate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_prefix,331af065f4519fd8,train
A线_鼓风流量,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_prefix,8163901e9fbc8afb,train
A线_鼓风量,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_prefix,e5ba0cd9a7494622,train
BLASTFLOW,blast_furnace,blast_flow_rate,required,manipulated,m3/min,compact,2daf8a080d65ef91,train
BLAST_FLOW,blast_furnace,blast_flow_rate,required,manipulated,m3/min,template,2daf8a080d65ef91,train
BLAST_FLOWRATE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,uppercase,1718fbcbbae19399,train
BLAST_FLOW[m3/min],blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_bracket,2daf8a080d65ef91,train
BLAST_FLOW_01,blast_furnace,blast_flow_rate,required,manipulated,m3/min,channel_suffix,2daf8a080d65ef91,train
BLAST_FLOW_RATE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,uppercase,331af065f4519fd8,train
BLAST_FLOW_SP,blast_furnace,blast_flow_rate,required,manipulated,m3/min,control_suffix,2daf8a080d65ef91,train
BLAST_FLOW_m3/min,blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_suffix,2daf8a080d65ef91,train
Blast flowrate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,template,1718fbcbbae19399,train
Blast flowrate[m3/min],blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_bracket,1718fbcbbae19399,train
Blast_flowrate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,normalized,1718fbcbbae19399,train
Blast_flowrate_01,blast_furnace,blast_flow_rate,required,manipulated,m3/min,channel_suffix,1718fbcbbae19399,train
Blast_flowrate_SP,blast_furnace,blast_flow_rate,required,manipulated,m3/min,control_suffix,1718fbcbbae19399,train
Blast_flowrate_m3/min,blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_suffix,1718fbcbbae19399,train
Blastflowrate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,compact,1718fbcbbae19399,train
B线#BLAST_FLOW#测点42,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_point_tag,2daf8a080d65ef91,train
B线#Blast flowrate#测点42,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_point_tag,1718fbcbbae19399,train
B线#Fb#测点42,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_point_tag,34724a9e9e0b71e6,train
B线#blast_flow_rate#测点42,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_point_tag,331af065f4519fd8,train
B线#鼓风流量#测点42,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_point_tag,8163901e9fbc8afb,train
B线#鼓风量#测点42,blast_furnace,blast_flow_rate,required,manipulated,m3/min,line_point_tag,e5ba0cd9a7494622,train
DCS_03_BLAST_FLOW_PV_17,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_dcs_tag,2daf8a080d65ef91,train
DCS_03_Blast_flowrate_PV_17,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_dcs_tag,1718fbcbbae19399,train
DCS_03_Fb_PV_17,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_dcs_tag,34724a9e9e0b71e6,train
DCS_03_blast_flow_rate_PV_17,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_dcs_tag,331af065f4519fd8,train
DCS_03_鼓风流量_PV_17,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_dcs_tag,8163901e9fbc8afb,train
DCS_03_鼓风量_PV_17,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_dcs_tag,e5ba0cd9a7494622,train
FB,blast_furnace,blast_flow_rate,required,manipulated,m3/min,uppercase,34724a9e9e0b71e6,train
Fb,blast_furnace,blast_flow_rate,required,manipulated,m3/min,template,34724a9e9e0b71e6,train
Fb[m3/min],blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_bracket,34724a9e9e0b71e6,train
Fb_01,blast_furnace,blast_flow_rate,required,manipulated,m3/min,channel_suffix,34724a9e9e0b71e6,train
Fb_SP,blast_furnace,blast_flow_rate,required,manipulated,m3/min,control_suffix,34724a9e9e0b71e6,train
Fb_m3/min,blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_suffix,34724a9e9e0b71e6,train
HMI.22.BLAST_FLOW.AI,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_hmi_tag,2daf8a080d65ef91,train
HMI.22.Blast_flowrate.AI,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_hmi_tag,1718fbcbbae19399,train
HMI.22.Fb.AI,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_hmi_tag,34724a9e9e0b71e6,train
HMI.22.blast_flow_rate.AI,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_hmi_tag,331af065f4519fd8,train
HMI.22.鼓风流量.AI,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_hmi_tag,8163901e9fbc8afb,train
HMI.22.鼓风量.AI,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_hmi_tag,e5ba0cd9a7494622,train
blast_flow_rate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,template,331af065f4519fd8,train
blast_flow_rate[m3/min],blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_bracket,331af065f4519fd8,train
blast_flow_rate_01,blast_furnace,blast_flow_rate,required,manipulated,m3/min,channel_suffix,331af065f4519fd8,train
blast_flow_rate_SP,blast_furnace,blast_flow_rate,required,manipulated,m3/min,control_suffix,331af065f4519fd8,train
blast_flow_rate_m3/min,blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_suffix,331af065f4519fd8,train
blastflowrate,blast_furnace,blast_flow_rate,required,manipulated,m3/min,compact,331af065f4519fd8,train
装置5-BLAST_FLOW-CH30-VALUE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_channel_tag,2daf8a080d65ef91,train
装置5-Blast_flowrate-CH30-VALUE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_channel_tag,1718fbcbbae19399,train
装置5-Fb-CH30-VALUE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_channel_tag,34724a9e9e0b71e6,train
装置5-blast_flow_rate-CH30-VALUE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_channel_tag,331af065f4519fd8,train
装置5-鼓风流量-CH30-VALUE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_channel_tag,8163901e9fbc8afb,train
装置5-鼓风量-CH30-VALUE,blast_furnace,blast_flow_rate,required,manipulated,m3/min,vendor_channel_tag,e5ba0cd9a7494622,train
鼓风流量,blast_furnace,blast_flow_rate,required,manipulated,m3/min,template,8163901e9fbc8afb,train
鼓风流量[m3/min],blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_bracket,8163901e9fbc8afb,train
鼓风流量_01,blast_furnace,blast_flow_rate,required,manipulated,m3/min,channel_suffix,8163901e9fbc8afb,train
鼓风流量_SP,blast_furnace,blast_flow_rate,required,manipulated,m3/min,control_suffix,8163901e9fbc8afb,train
鼓风流量_m3/min,blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_suffix,8163901e9fbc8afb,train
鼓风量,blast_furnace,blast_flow_rate,required,manipulated,m3/min,template,e5ba0cd9a7494622,train
鼓风量[m3/min],blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_bracket,e5ba0cd9a7494622,train
鼓风量_01,blast_furnace,blast_flow_rate,required,manipulated,m3/min,channel_suffix,e5ba0cd9a7494622,train
鼓风量_SP,blast_furnace,blast_flow_rate,required,manipulated,m3/min,control_suffix,e5ba0cd9a7494622,train
鼓风量_m3/min,blast_furnace,blast_flow_rate,required,manipulated,m3/min,unit_suffix,e5ba0cd9a7494622,train
1号BLAST_FURNACE_STATE,blast_furnace,blast_furnace_state,useful,quality,string,equipment_prefix,3ed457f68144e9bd,train
1号State of blast furnace,blast_furnace,blast_furnace_state,useful,quality,string,equipment_prefix,8502f48b42ff16e2,train
1号blast_furnace_state,blast_furnace,blast_furnace_state,useful,quality,string,equipment_prefix,98b8d338d470ce1f,train
1号炉况,blast_furnace,blast_furnace_state,useful,quality,string,equipment_prefix,7113f1b2dc01afb4,train
1号高炉炉况,blast_furnace,blast_furnace_state,useful,quality,string,equipment_prefix,6db48b49b8258120,train
A线_BLAST_FURNACE_STATE,blast_furnace,blast_furnace_state,useful,quality,string,line_prefix,3ed457f68144e9bd,train
A线_State of blast furnace,blast_furnace,blast_furnace_state,useful,quality,string,line_prefix,8502f48b42ff16e2,train
A线_blast_furnace_state,blast_furnace,blast_furnace_state,useful,quality,string,line_prefix,98b8d338d470ce1f,train
A线_炉况,blast_furnace,blast_furnace_state,useful,quality,string,line_prefix,7113f1b2dc01afb4,train
A线_高炉炉况,blast_furnace,blast_furnace_state,useful,quality,string,line_prefix,6db48b49b8258120,train
BLASTFURNACESTATE,blast_furnace,blast_furnace_state,useful,quality,string,compact,3ed457f68144e9bd,train
BLAST_FURNACE_STATE,blast_furnace,blast_furnace_state,useful,quality,string,template,3ed457f68144e9bd,train
BLAST_FURNACE_STATE_01,blast_furnace,blast_furnace_state,useful,quality,string,channel_suffix,3ed457f68144e9bd,train
BLAST_FURNACE_STATE_PV,blast_furnace,blast_furnace_state,useful,quality,string,control_suffix,3ed457f68144e9bd,train
B线#BLAST_FURNACE_STATE#测点42,blast_furnace,blast_furnace_state,useful,quality,string,line_point_tag,3ed457f68144e9bd,train
B线#State of blast furnace#测点42,blast_furnace,blast_furnace_state,useful,quality,string,line_point_tag,8502f48b42ff16e2,train
B线#blast_furnace_state#测点42,blast_furnace,blast_furnace_state,useful,quality,string,line_point_tag,98b8d338d470ce1f,train
B线#炉况#测点42,blast_furnace,blast_furnace_state,useful,quality,string,line_point_tag,7113f1b2dc01afb4,train
B线#高炉炉况#测点42,blast_furnace,blast_furnace_state,useful,quality,string,line_point_tag,6db48b49b8258120,train
DCS_03_BLAST_FURNACE_STATE_PV_17,blast_furnace,blast_furnace_state,useful,quality,string,vendor_dcs_tag,3ed457f68144e9bd,train
DCS_03_State_of_blast_furnace_PV_17,blast_furnace,blast_furnace_state,useful,quality,string,vendor_dcs_tag,8502f48b42ff16e2,train
DCS_03_blast_furnace_state_PV_17,blast_furnace,blast_furnace_state,useful,quality,string,vendor_dcs_tag,98b8d338d470ce1f,train
DCS_03_炉况_PV_17,blast_furnace,blast_furnace_state,useful,quality,string,vendor_dcs_tag,7113f1b2dc01afb4,train
DCS_03_高炉炉况_PV_17,blast_furnace,blast_furnace_state,useful,quality,string,vendor_dcs_tag,6db48b49b8258120,train
HMI.22.BLAST_FURNACE_STATE.AI,blast_furnace,blast_furnace_state,useful,quality,string,vendor_hmi_tag,3ed457f68144e9bd,train
HMI.22.State_of_blast_furnace.AI,blast_furnace,blast_furnace_state,useful,quality,string,vendor_hmi_tag,8502f48b42ff16e2,train
HMI.22.blast_furnace_state.AI,blast_furnace,blast_furnace_state,useful,quality,string,vendor_hmi_tag,98b8d338d470ce1f,train
HMI.22.炉况.AI,blast_furnace,blast_furnace_state,useful,quality,string,vendor_hmi_tag,7113f1b2dc01afb4,train
HMI.22.高炉炉况.AI,blast_furnace,blast_furnace_state,useful,quality,string,vendor_hmi_tag,6db48b49b8258120,train
STATE_OF_BLAST_FURNACE,blast_furnace,blast_furnace_state,useful,quality,string,uppercase,8502f48b42ff16e2,train
State of blast furnace,blast_furnace,blast_furnace_state,useful,quality,string,template,8502f48b42ff16e2,train
State_of_blast_furnace,blast_furnace,blast_furnace_state,useful,quality,string,normalized,8502f48b42ff16e2,train
State_of_blast_furnace_01,blast_furnace,blast_furnace_state,useful,quality,string,channel_suffix,8502f48b42ff16e2,train
State_of_blast_furnace_PV,blast_furnace,blast_furnace_state,useful,quality,string,control_suffix,8502f48b42ff16e2,train
Stateofblastfurnace,blast_furnace,blast_furnace_state,useful,quality,string,compact,8502f48b42ff16e2,train
blast_furnace_state,blast_furnace,blast_furnace_state,useful,quality,string,template,98b8d338d470ce1f,train
blast_furnace_state_01,blast_furnace,blast_furnace_state,useful,quality,string,channel_suffix,98b8d338d470ce1f,train
blast_furnace_state_PV,blast_furnace,blast_furnace_state,useful,quality,string,control_suffix,98b8d338d470ce1f,train
blastfurnacestate,blast_furnace,blast_furnace_state,useful,quality,string,compact,98b8d338d470ce1f,train
炉况,blast_furnace,blast_furnace_state,useful,quality,string,template,7113f1b2dc01afb4,train
炉况_01,blast_furnace,blast_furnace_state,useful,quality,string,channel_suffix,7113f1b2dc01afb4,train
炉况_PV,blast_furnace,blast_furnace_state,useful,quality,string,control_suffix,7113f1b2dc01afb4,train
装置5-BLAST_FURNACE_STATE-CH30-VALUE,blast_furnace,blast_furnace_state,useful,quality,string,vendor_channel_tag,3ed457f68144e9bd,train
装置5-State_of_blast_furnace-CH30-VALUE,blast_furnace,blast_furnace_state,useful,quality,string,vendor_channel_tag,8502f48b42ff16e2,train
装置5-blast_furnace_state-CH30-VALUE,blast_furnace,blast_furnace_state,useful,quality,string,vendor_channel_tag,98b8d338d470ce1f,train
装置5-炉况-CH30-VALUE,blast_furnace,blast_furnace_state,useful,quality,string,vendor_channel_tag,7113f1b2dc01afb4,train
装置5-高炉炉况-CH30-VALUE,blast_furnace,blast_furnace_state,useful,quality,string,vendor_channel_tag,6db48b49b8258120,train
高炉炉况,blast_furnace,blast_furnace_state,useful,quality,string,template,6db48b49b8258120,train
高炉炉况_01,blast_furnace,blast_furnace_state,useful,quality,string,channel_suffix,6db48b49b8258120,train
高炉炉况_PV,blast_furnace,blast_furnace_state,useful,quality,string,control_suffix,6db48b49b8258120,train
1号Cold blast pressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,equipment_prefix,e7988af2729155d4,train
1号Pc,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,equipment_prefix,54d0555ec70cd33c,train
1号cold_blast_pressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,equipment_prefix,4f920482df774935,train
A线_Cold blast pressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,line_prefix,e7988af2729155d4,train
A线_Pc,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,line_prefix,54d0555ec70cd33c,train
A线_cold_blast_pressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,line_prefix,4f920482df774935,train
B线#Cold blast pressure#测点42,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,line_point_tag,e7988af2729155d4,train
B线#Pc#测点42,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,line_point_tag,54d0555ec70cd33c,train
B线#cold_blast_pressure#测点42,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,line_point_tag,4f920482df774935,train
Cold blast pressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,template,e7988af2729155d4,train
Cold blast pressure[kgf/cm2],blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,unit_bracket,e7988af2729155d4,train
Cold_blast_pressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,normalized,e7988af2729155d4,train
Cold_blast_pressure_01,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,channel_suffix,e7988af2729155d4,train
Cold_blast_pressure_PV,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,control_suffix,e7988af2729155d4,train
Cold_blast_pressure_kgf/cm2,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,unit_suffix,e7988af2729155d4,train
Coldblastpressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,compact,e7988af2729155d4,train
DCS_03_Cold_blast_pressure_PV_17,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_dcs_tag,e7988af2729155d4,train
DCS_03_Pc_PV_17,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_dcs_tag,54d0555ec70cd33c,train
DCS_03_cold_blast_pressure_PV_17,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_dcs_tag,4f920482df774935,train
HMI.22.Cold_blast_pressure.AI,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_hmi_tag,e7988af2729155d4,train
HMI.22.Pc.AI,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_hmi_tag,54d0555ec70cd33c,train
HMI.22.cold_blast_pressure.AI,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_hmi_tag,4f920482df774935,train
PC,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,uppercase,54d0555ec70cd33c,train
Pc,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,template,54d0555ec70cd33c,train
Pc[kgf/cm2],blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,unit_bracket,54d0555ec70cd33c,train
Pc_01,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,channel_suffix,54d0555ec70cd33c,train
Pc_PV,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,control_suffix,54d0555ec70cd33c,train
Pc_kgf/cm2,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,unit_suffix,54d0555ec70cd33c,train
cold_blast_pressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,template,4f920482df774935,train
cold_blast_pressure[kgf/cm2],blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,unit_bracket,4f920482df774935,train
cold_blast_pressure_01,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,channel_suffix,4f920482df774935,train
cold_blast_pressure_PV,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,control_suffix,4f920482df774935,train
cold_blast_pressure_kgf/cm2,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,unit_suffix,4f920482df774935,train
coldblastpressure,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,compact,4f920482df774935,train
装置5-Cold_blast_pressure-CH30-VALUE,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_channel_tag,e7988af2729155d4,train
装置5-Pc-CH30-VALUE,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_channel_tag,54d0555ec70cd33c,train
装置5-cold_blast_pressure-CH30-VALUE,blast_furnace,cold_blast_pressure,useful,state,kgf/cm2,vendor_channel_tag,4f920482df774935,train
1号COLD_BLAST_TEMP,blast_furnace,cold_blast_temperature,useful,state,degC,equipment_prefix,d9ad3b57cc8b47bf,train
1号Cold-blast temperature,blast_furnace,cold_blast_temperature,useful,state,degC,equipment_prefix,711797b8505791c5,train
1号Tc,blast_furnace,cold_blast_temperature,useful,state,degC,equipment_prefix,26a912be37a28e32,train
A线_COLD_BLAST_TEMP,blast_furnace,cold_blast_temperature,useful,state,degC,line_prefix,d9ad3b57cc8b47bf,train
A线_Cold-blast temperature,blast_furnace,cold_blast_temperature,useful,state,degC,line_prefix,711797b8505791c5,train
A线_Tc,blast_furnace,cold_blast_temperature,useful,state,degC,line_prefix,26a912be37a28e32,train
B线#COLD_BLAST_TEMP#测点42,blast_furnace,cold_blast_temperature,useful,state,degC,line_point_tag,d9ad3b57cc8b47bf,train
B线#Cold-blast temperature#测点42,blast_furnace,cold_blast_temperature,useful,state,degC,line_point_tag,711797b8505791c5,train
B线#Tc#测点42,blast_furnace,cold_blast_temperature,useful,state,degC,line_point_tag,26a912be37a28e32,train
COLDBLASTTEMP,blast_furnace,cold_blast_temperature,useful,state,degC,compact,d9ad3b57cc8b47bf,train
COLD_BLAST_TEMP,blast_furnace,cold_blast_temperature,useful,state,degC,template,d9ad3b57cc8b47bf,train
