date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type
01/01/2026 10:15,33.166098997062534,14.66878701866371,2.670282840314155,0.01492474454867814,92.93761650567612,97.30145046808703,36900,Weekday,Monday,Medium_Load
01/01/2026 10:30,36.349908449174094,15.623111258491875,2.7094649967012354,0.01635745880212834,91.22684424194465,98.54974305249277,37800,Weekday,Monday,Medium_Load
01/01/2026 10:45,31.89337399594234,14.445874066758043,2.517480445774885,0.014352018298174053,92.90547613303109,98.85484101422377,38700,Weekday,Monday,Medium_Load
01/01/2026 11:00,34.37566142058766,15.708442706973363,2.8872893435858846,0.015469047639264447,93.49909679360822,98.15435370223504,39600,Weekday,Monday,Medium_Load
01/01/2026 11:15,36.45480221591451,16.323849769311966,3.203833003566549,0.01640466099716153,90.89487273091856,99.04463070999846,40500,Weekday,Monday,Medium_Load
01/01/2026 11:30,33.34304465710402,14.263043958074526,2.8155366624296443,0.01500437009569681,91.08075747121472,97.76712938267775,41400,Weekday,Monday,Medium_Load
01/01/2026 11:45,32.96190805298946,15.470453052696083,2.6577095520600356,0.014832858623845256,94.52011206173836,97.20885014692531,42300,Weekday,Monday,Medium_Load
01/01/2026 12:00,34.13102335841498,15.085165178580128,2.7278371583717442,0.01535896051128674,93.27014657156235,100.0,43200,Weekday,Monday,Medium_Load
01/01/2026 12:15,34.52015508176262,15.544970696088209,2.534619029497217,0.015534069786793177,91.49828554242869,98.54552842559313,44100,Weekday,Monday,Medium_Load
01/01/2026 12:30,34.78825611443974,16.038225351681483,2.503689317745527,0.01565471525149788,92.53272013128668,98.84913450122293,45000,Weekday,Monday,Medium_Load
01/01/2026 12:45,33.34121542625295,15.161660455740062,2.8251402374188044,0.015003546941813828,95.16055654971807,98.23460200456228,45900,Weekday,Monday,Medium_Load
01/01/2026 13:00,32.99544405835433,15.102292335292415,2.579707291518103,0.014847949826259449,88.1848784320991,97.2409528037976,46800,Weekday,Monday,Medium_Load
01/01/2026 13:15,33.32077343572907,16.07906506186153,2.6041935189668117,0.014994348046078083,91.73269327939911,98.70152634758003,47700,Weekday,Monday,Medium_Load
01/01/2026 13:30,32.71817985245364,14.345578972912124,2.7555169483844506,0.014723180933604137,89.31648147694992,96.81780866935704,48600,Weekday,Monday,Medium_Load
01/01/2026 13:45,34.45068774402849,15.365394354911139,2.6843121593827437,0.015502809484812821,92.88870559551621,97.23210707403767,49500,Weekday,Monday,Medium_Load
01/01/2026 14:00,32.39292054499963,14.392589298599933,2.5869844367770662,0.014576814245249835,94.45109336857577,98.09620556091961,50400,Weekday,Monday,Medium_Load
01/01/2026 14:15,34.45400307470871,15.570575735901246,2.7014803208447367,0.015504301383618918,91.35152280569386,99.93235621539176,51300,Weekday,Monday,Medium_Load
01/01/2026 14:30,33.704672693927286,14.817355026468213,2.8670495721932547,0.015167102712267278,91.26826430558924,98.10444792322537,52200,Weekday,Monday,Medium_Load
01/01/2026 14:45,33.36134844479707,15.475479374906783,2.8429888376778307,0.015012606800158682,88.38335546013167,97.94968017293856,53100,Weekday,Monday,Medium_Load
01/01/2026 15:00,31.792370361545494,15.023871578036186,2.6278360751764755,0.014306566662695471,92.27326579426692,97.65395596867191,54000,Weekday,Monday,Medium_Load
01/01/2026 15:15,35.02527928606988,15.741287186344268,2.852569963340105,0.015761375678731447,93.15735029580036,99.26401787182911,54900,Weekday,Monday,Medium_Load
01/01/2026 15:30,32.74290701023555,14.668234440909476,2.4190327489212056,0.014734308154605996,89.869245872187,95.75942463235792,55800,Weekday,Monday,Medium_Load
01/01/2026 15:45,32.17801758021338,14.874296433412507,2.5520983872519682,0.01448010791109602,93.40259004818505,97.72078003428133,56700,Weekday,Monday,Medium_Load
01/01/2026 16:00,33.39394985389169,15.249200281890031,2.5804047492534177,0.01502727743425126,91.10501047745917,98.33825508641809,57600,Weekday,Monday,Medium_Load
01/01/2026 16:15,34.9427655206596,15.62593882822177,2.4288596090097596,0.01572424448429682,91.1049624558679,97.70136786127853,58500,Weekday,Monday,Medium_Load
01/01/2026 16:30,33.87298265052071,15.029382898002112,2.711482171279658,0.01524284219273432,91.30504496434119,98.71402430504064,59400,Weekday,Monday,Medium_Load
01/01/2026 16:45,32.77165139242121,15.514005744828477,2.7213575913584065,0.014747243126589545,93.73020126787549,99.8965219718613,60300,Weekday,Monday,Medium_Load
01/01/2026 17:00,30.664571706463494,13.65539001454491,2.7061088350853826,0.013799057267908572,94.31637156801489,97.1820984412901,61200,Weekday,Monday,Medium_Load
01/01/2026 17:15,34.90907980134782,15.411203303365584,2.846634651588784,0.01570908591060652,93.97568638422587,97.83696352854649,62100,Weekday,Monday,Medium_Load
01/01/2026 17:30,34.24000706010236,15.230048440574997,2.602639955119869,0.01540800317704606,92.1280646356305,98.2159964040392,63000,Weekday,Monday,Medium_Load
01/01/2026 17:45,32.356870277743475,14.931514066098982,2.4992052230414448,0.014560591624984564,89.60592651017986,98.29115548430286,63900,Weekday,Monday,Medium_Load
01/01/2026 18:00,33.308784190791584,14.604493517945581,2.564642729384501,0.014988952885856213,92.25097535859905,98.06191777191852,64800,Weekday,Monday,Medium_Load
01/01/2026 18:15,33.033607023010525,15.25484969828444,2.622132679589076,0.014865123160354736,85.99583177497153,97.33561573069491,65700,Weekday,Monday,Medium_Load
01/01/2026 18:30,35.27926868486582,15.66763722187705,2.680647113195633,0.01587567090818962,91.56353673119214,98.03839258873549,66600,Weekday,Monday,Medium_Load
01/01/2026 18:45,32.359559539414306,13.888642198442664,2.5675018583217777,0.014561801792736436,91.51017034373125,96.92630994967529,67500,Weekday,Monday,Medium_Load
01/01/2026 19:00,33.42690329637443,15.001295659236623,2.5013988451713565,0.015042106483368492,86.555341124242,98.46578421015259,68400,Weekday,Monday,Medium_Load
01/01/2026 19:15,32.245488227781365,15.081571206748437,2.478889800715861,0.014510469702501614,90.75347049688783,97.07062473219747,69300,Weekday,Monday,Medium_Load
01/01/2026 19:30,30.885050240760503,13.828691415700582,2.2784029225130342,0.013898272608342225,89.90129097663716,98.82450113913693,70200,Weekday,Monday,Medium_Load
01/01/2026 19:45,32.21650684552838,14.989143165639067,2.513844661575034,0.01449742808048777,93.14555164932833,97.94920827866308,71100,Weekday,Monday,Medium_Load
01/01/2026 20:00,32.66514684080691,14.265099061450549,2.3743817067854396,0.01469931607836311,91.48333419531772,95.85185170159603,72000,Weekday,Monday,Medium_Load
01/01/2026 20:15,32.99264506990286,15.55316013672941,2.5502991324607893,0.014846690281456288,89.80937755772885,98.49490439742476,72900,Weekday,Monday,Medium_Load
01/01/2026 20:30,29.296919951897895,13.53653396773275,2.234452575502139,0.013183613978354053,94.05786324342955,98.78270352732793,73800,Weekday,Monday,Medium_Load
01/01/2026 20:45,32.31875780751317,14.421534568246804,2.5116925992444075,0.014543441013380927,91.95183735383657,97.67233811991836,74700,Weekday,Monday,Medium_Load
01/01/2026 21:00,32.58505768674041,15.519148562096637,2.5740160329068225,0.014663275959033186,91.29680330925497,97.45617297616064,75600,Weekday,Monday,Medium_Load
01/01/2026 21:15,30.307974493197197,14.342694840448143,2.578452386841113,0.013638588521938739,94.47801579052496,97.97797163121669,76500,Weekday,Monday,Medium_Load
01/01/2026 21:30,30.530234658995838,12.76846523593818,2.4423021572862926,0.013738605596548126,94.84207254574245,99.0176561889176,77400,Weekday,Monday,Medium_Load
01/01/2026 21:45,30.298782033786125,13.412294749631881,2.4855211016766425,0.013634451915203755,92.29261449606322,99.46549900635749,78300,Weekday,Monday,Medium_Load
01/01/2026 22:00,31.871776159847133,14.70539043636532,2.37381664628588,0.01434229927193121,91.84408775885251,97.05573609395711,79200,Weekday,Monday,Medium_Load
01/01/2026 22:15,30.990067264726463,13.887936693666742,2.6452472996175675,0.013945530269126908,87.69587670716363,99.0787303484974,80100,Weekday,Monday,Medium_Load
01/01/2026 22:30,31.616186325581538,15.052482221381949,2.42712843101514,0.014227283846511691,90.5137096134784,98.03188723583615,81000,Weekday,Monday,Medium_Load
01/01/2026 22:45,29.319964838094737,12.523554883600184,2.5701263220968245,0.013193984177142631,91.34580310455756,98.20698800736646,81900,Weekday,Monday,Medium_Load
01/01/2026 23:00,29.64589008898501,13.559070362694296,2.230968839842341,0.013340650540043254,91.07373375729125,98.58104942449633,82800,Weekday,Monday,Medium_Load
01/01/2026 23:15,29.878540561266302,12.53679403799084,2.4762160199952508,0.013445343252569835,90.99026157556835,97.00877372325213,83700,Weekday,Monday,Medium_Load
01/01/2026 23:30,28.296414933369142,13.045510368512753,2.5239879294593144,0.012733386720016114,93.60276034441218,96.72215958660335,84600,Weekday,Monday,Medium_Load
01/01/2026 23:45,27.246462974842267,12.670983742295066,2.2699365607652506,0.01226090833867902,96.30930406994585,95.97361600819076,85500,Weekday,Monday,Medium_Load
02/01/2026 00:00,28.9138530013687,13.052538493585557,2.020067307718657,0.013011233850615915,93.46859909099888,98.81166621087628,0,Weekday,Monday,Medium_Load
02/01/2026 00:15,29.53391813369643,13.27666534487067,2.2519277215298943,0.013290263160163393,93.7896989013545,97.64908499703407,900,Weekday,Monday,Medium_Load
02/01/2026 00:30,28.03657118439465,12.49965221827486,2.0089160786240083,0.012616457032977592,95.57120544846775,96.90543348505048,1800,Weekday,Monday,Medium_Load
02/01/2026 00:45,27.308566337583137,12.231806919201286,1.861773956736832,0.012288854851912412,94.1932187849537,96.60967434853258,2700,Weekday,Monday,Medium_Load
02/01/2026 01:00,27.994820418920416,12.261241839387788,2.5245068353530513,0.012597669188514187,95.57203168326313,96.30233484928537,3600,Weekday,Monday,Medium_Load
02/01/2026 01:15,27.784855263103296,12.543866418084006,2.153472284260156,0.012503184868396482,91.9370529926966,97.76198402547705,4500,Weekday,Monday,Medium_Load
02/01/2026 01:30,26.274389741085123,11.926582878998694,2.034913685013507,0.011823475383488305,93.43675526013452,96.83270301211633,5400,Weekday,Monday,Medium_Load
02/01/2026 01:45,30.02768310067263,13.177747649412336,2.424515547370276,0.013512457395302683,95.10128780965564,97.44911799181759,6300,Weekday,Monday,Medium_Load
02/01/2026 02:00,25.867113983895766,11.576241524406433,2.05731646111151,0.011640201292753095,88.71919513245916,96.74937251862356,7200,Weekday,Monday,Medium_Load
02/01/2026 02:15,25.56687901566737,12.592452608810035,2.020124718199553,0.011505095557050317,91.20803950374747,97.52751462700519,8100,Weekday,Monday,Medium_Load
02/01/2026 02:30,27.100454154889693,11.412494163086293,2.179268256198562,0.012195204369700362,93.33985782361881,97.81102893359267,9000,Weekday,Monday,Medium_Load
02/01/2026 02:45,25.939220635502075,11.739052266357255,1.9882636809024492,0.011672649285975934,91.42550748073944,99.0441259993394,9900,Weekday,Monday,Medium_Load
02/01/2026 03:00,27.123075734562633,12.952631471919249,2.0822801900963586,0.012205384080553185,90.26960912874716,98.44518781888645,10800,Weekday,Monday,Medium_Load
02/01/2026 03:15,22.993111866933763,10.67168779653253,1.9960990065905415,0.010346900340120193,93.21881856154029,99.03749118473813,11700,Weekday,Monday,Medium_Load
02/01/2026 03:30,24.846605846154105,12.303017000148108,1.7026319982675613,0.011180972630769347,91.07542868746268,99.66686599627297,12600,Weekday,Monday,Medium_Load
02/01/2026 03:45,23.386493036914608,10.162647515607159,1.635207479499834,0.010523921866611573,89.61105736192862,96.1029718348235,13500,Weekday,Monday,Medium_Load
02/01/2026 04:00,24.78758458265442,11.449178637375693,2.00563065497466,0.01115441306219449,90.81621108399507,95.38370571843447,14400,Weekday,Monday,Medium_Load
02/01/2026 04:15,22.36376561321487,9.397779908564704,1.7664128382809843,0.01006369452594669,90.55426152665886,97.62717247205792,15300,Weekday,Monday,Medium_Load
02/01/2026 04:30,24.366640682994895,11.243163587047562,1.8994368156014783,0.010964988307347703,94.95593143396285,97.95149977010516,16200,Weekday,Monday,Medium_Load
02/01/2026 04:45,22.145833199063397,9.234303752643427,1.568841142773176,0.009965624939578529,92.00515031415465,97.60441892296816,17100,Weekday,Monday,Medium_Load
02/01/2026 05:00,23.73781836931631,11.179267240870619,1.7873516266473435,0.01068201826619234,92.88903447025855,97.74209540520872,18000,Weekday,Monday,Medium_Load
02/01/2026 05:15,21.58906437214903,9.787113016954391,1.8503114138462866,0.009715078967467063,91.57337084562843,97.92845976621145,18900,Weekday,Monday,Medium_Load
02/01/2026 05:30,22.280047657511023,10.414315474753444,1.6688335578766282,0.010026021445879961,88.9098743640373,98.86562115181901,19800,Weekday,Monday,Medium_Load
02/01/2026 05:45,22.82430188419016,10.290656054561813,1.6660841415001832,0.010270935847885571,90.13743498573373,98.11388241896495,20700,Weekday,Monday,Medium_Load
02/01/2026 06:00,22.559390377298588,10.118950385642613,1.9134844524201315,0.010151725669784364,89.23434058417332,97.29399340612109,21600,Weekday,Monday,Medium_Load
02/01/2026 06:15,21.810968731855436,10.34762594350345,1.6708563960517058,0.009814935929334946,92.48868246895735,99.36331239870412,22500,Weekday,Monday,Medium_Load
02/01/2026 06:30,20.500580587305947,9.160383154075037,1.6776487733321417,0.009225261264287675,94.64867049404492,97.9285584979394,23400,Weekday,Monday,Medium_Load
02/01/2026 06:45,21.80165057199376,9.97437364520796,1.667976175280512,0.009810742757397193,92.34199844776668,96.37872918449794,24300,Weekday,Monday,Medium_Load
02/01/2026 07:00,17.87112095799162,8.399415640991828,1.6430433699354021,0.00804200443109623,92.98313995498084,96.93074626923976,25200,Weekday,Monday,Medium_Load
02/01/2026 07:15,22.052266719688472,9.80555574063982,1.6033580129675085,0.009923520023859812,89.75874111760731,98.68422541827398,26100,Weekday,Monday,Medium_Load
02/01/2026 07:30,20.865393090243895,8.66973837988974,1.6775409614996566,0.009389426890609752,89.97600155135417,98.4973172334129,27000,Weekday,Monday,Medium_Load
02/01/2026 07:45,20.72276205128626,9.253661033694627,1.5609638072359926,0.009325242923078817,92.38906805528703,97.01638273241309,27900,Weekday,Monday,Medium_Load
02/01/2026 08:00,18.923075162517016,8.68627693728663,1.4279722761078504,0.008515383823132657,94.81839923171914,94.90693946169272,28800,Weekday,Monday,Medium_Load
02/01/2026 08:15,20.07152517479479,8.467425795374252,1.5899676589660703,0.009032186328657654,89.4276678421277,96.20211355579768,29700,Weekday,Monday,Medium_Load
02/01/2026 08:30,19.166435926904974,8.104861495264808,1.346878956733837,0.008624896167107238,94.27979754052667,98.83597849116605,30600,Weekday,Monday,Medium_Load
02/01/2026 08:45,17.61889032440521,7.994470951056161,1.4630117163403804,0.007928500645982344,92.55803068483236,98.60823482550295,31500,Weekday,Monday,Medium_Load
02/01/2026 09:00,18.195958587725148,8.033600975265118,1.4844436752754513,0.008188181364476316,99.78510317726676,99.5465198988162,32400,Weekday,Monday,Medium_Load
02/01/2026 09:15,19.224728101676767,8.655284765713393,1.540198187460425,0.008651127645754545,88.65486098217495,97.68315160391553,33300,Weekday,Monday,Medium_Load
02/01/2026 09:30,17.57662570682565,7.16831113113893,1.3963323770686162,0.007909481568071542,89.00079546723217,98.77578616196959,34200,Weekday,Monday,Medium_Load
02/01/2026 09:45,20.091872031861154,8.904427950954567,1.7818643010930808,0.009041342414337518,92.16820422761025,98.93405140084226,35100,Weekday,Monday,Medium_Load
02/01/2026 10:00,17.00503574242946,7.6757324714824495,1.4438584133187395,0.007652266084093256,90.95299045613625,98.6161477572422,36000,Weekday,Monday,Medium_Load
02/01/2026 10:15,16.583176211961316,7.030423798639424,1.3154431914672697,0.007462429295382592,91.12457657426246,99.93867289298785,36900,Weekday,Monday,Medium_Load
02/01/2026 10:30,19.058661648179296,8.426118484369882,1.562208454869081,0.008576397741680683,91.34958934661458,98.85606482477415,37800,Weekday,Monday,Medium_Load
02/01/2026 10:45,18.55865781493145,8.520460667568036,1.4027644000398687,0.008351396016719153,91.62738128880206,97.59278146416301,38700,Weekday,Monday,Medium_Load
02/01/2026 11:00,18.138448324358823,8.857513907946727,1.395489562888585,0.00816230174596147,92.8092768968577,99.00731566702105,39600,Weekday,Monday,Medium_Load
02/01/2026 11:15,17.18738765075377,8.81730283405213,1.7816628568230692,0.007734324442839197,91.37052606016407,96.83526076943402,40500,Weekday,Monday,Medium_Load
02/01/2026 11:30,16.982676602946878,7.168260307373954,1.372688689236033,0.007642204471326095,93.01829354467316,97.02784734262111,41400,Weekday,Monday,Medium_Load
02/01/2026 11:45,15.390685724945845,7.12858047414024,1.581459093865879,0.00692580857622563,92.9017388640541,98.91025294599741,42300,Weekday,Monday,Medium_Load
02/01/2026 12:00,14.558576363632623,6.0687928559496385,1.0350669667263293,0.00655135936363468,92.95403080380278,97.50555024574466,43200,Weekday,Monday,Medium_Load
02/01/2026 12:15,16.995139858574888,7.668318656171098,1.2991853326283305,0.007647812936358699,92.53158715290992,98.62032901389362,44100,Weekday,Monday,Medium_Load
02/01/2026 12:30,16.128705428601688,7.46173376153382,1.198827348360113,0.007257917442870759,94.67840475912033,99.75683855033637,45000,Weekday,Monday,Medium_Load
02/01/2026 12:45,16.234266692820913,7.590520157449867,1.3005331721517468,0.007305420011769411,92.67306300028405,99.1783746334318,45900,Weekday,Monday,Medium_Load
02/01/2026 13:00,14.729048483089084,6.206803581874773,1.1812829369701818,0.006628071817390088,92.57637162897771,97.33554430092639,46800,Weekday,Monday,Medium_Load
02/01/2026 13:15,15.917822336513204,6.690561846355766,1.4654749601587664,0.007163020051430942,92.49766143315514,99.20939711802639,47700,Weekday,Monday,Medium_Load
02/01/2026 13:30,17.375547402990023,8.673938514485789,1.5571497943388592,0.00781899633134551,89.78802698299242,98.82227667564638,48600,Weekday,Monday,Medium_Load
02/01/2026 13:45,16.04576664827777,7.590139997439433,1.478024211891693,0.007220594991724996,92.04330736118585,97.75253789709129,49500,Weekday,Monday,Medium_Load
02/01/2026 14:00,15.017327913984278,6.767682130578078,1.2735830059231403,0.006757797561292925,92.68116944530813,98.77486426538975,50400,Weekday,Monday,Medium_Load
02/01/2026 14:15,12.793128686780607,6.0380676770900585,0.9783643702229852,0.005756907909051273,93.12429185955553,98.27288485635155,51300,Weekday,Monday,Medium_Load
02/01/2026 14:30,13.652354988126257,5.413594511741537,1.0185878928596066,0.006143559744656815,90.89324793468698,98.50877964380744,52200,Weekday,Monday,Medium_Load
02/01/2026 14:45,14.251974993696233,6.220269168772461,1.3312948518908716,0.006413388747163305,91.59766488823455,96.70419301128699,53100,Weekday,Monday,Medium_Load
02/01/2026 15:00,15.957207939803608,6.907185725881447,1.2700815301623054,0.007180743572911623,93.22920336107342,97.31866916164323,54000,Weekday,Monday,Medium_Load
02/01/2026 15:15,15.414125990503042,6.568805383091725,1.2708539567976052,0.006936356695726368,90.15774857600651,97.67142120641631,54900,Weekday,Monday,Medium_Load
02/01/2026 15:30,14.358336127638907,6.622069831303733,1.2618022664331048,0.006461251257437508,91.79171931644846,98.35144973542333,55800,Weekday,Monday,Medium_Load
02/01/2026 15:45,16.841588039022014,7.085996402822234,1.3844364302039731,0.007578714617559906,92.88392069740955,98.17824897217191,56700,Weekday,Monday,Medium_Load
02/01/2026 16:00,14.936498537233915,6.442661756085007,1.2455648502787044,0.006721424341755261,91.6941391815693,96.81487851155724,57600,Weekday,Monday,Medium_Load
02/01/2026 16:15,13.932242080567104,6.0613964907905435,0.9763027399861967,0.006269508936255197,94.21621011813798,97.35498361918279,58500,Weekday,Monday,Medium_Load
02/01/2026 16:30,14.808209282082073,6.387796501471974,1.3209572799849538,0.0066636941769369325,91.26683291400649,98.01225153222727,59400,Weekday,Monday,Medium_Load
02/01/2026 16:45,12.830429394634425,6.672585768141686,1.1630929270834092,0.005773693227585491,88.8849971632676,98.4582709934389,60300,Weekday,Monday,Medium_Load
02/01/2026 17:00,14.447591842948274,6.031084535013395,1.3207077503408058,0.006501416329326723,97.15908492505092,99.69983409263953,61200,Weekday,Monday,Medium_Load
02/01/2026 17:15,12.715060702303271,5.736106465432858,1.255074740063965,0.005721777316036472,90.44195195544519,98.77963111140443,62100,Weekday,Monday,Medium_Load
02/01/2026 17:30,13.360779298272337,5.921463319459195,1.156798801496536,0.0060123506842225515,95.82359064167144,97.17579497828241,63000,Weekday,Monday,Medium_Load
02/01/2026 17:45,13.443379606502516,5.445084898764753,1.0380195417706746,0.006049520822926132,96.99818940513865,100.0,63900,Weekday,Monday,Medium_Load
02/01/2026 18:00,13.628835860426193,6.5127789594533585,1.0907980851734842,0.006132976137191787,89.81266246645441,98.59642249942047,64800,Weekday,Monday,Medium_Load
02/01/2026 18:15,12.166744059500388,5.856852410092979,0.8914374439628913,0.0054750348267751745,90.64980145866515,97.79304877895667,65700,Weekday,Monday,Medium_Load
02/01/2026 18:30,16.38963430863409,7.131730548974352,1.1967683148152686,0.007375335438885341,93.24047974604188,97.55214516649315,66600,Weekday,Monday,Medium_Load
02/01/2026 18:45,12.177917339621828,5.275094809120055,0.8747035204304774,0.0054800628028298225,91.89362766216685,97.88502233511126,67500,Weekday,Monday,Medium_Load
02/01/2026 19:00,12.772732520707965,5.2976311527334605,0.77280973403748,0.005747729634318584,94.0173798085663,97.8296318989169,68400,Weekday,Monday,Medium_Load
