采集时间,UNIT_LOAD,总煤量(t/h),一次风流量,二次风流量,锅炉给水,主汽压(MPa),MAIN_STEAM_TEMP,主汽流量,炉膛负压(Pa),空预器入口氧量[%],厂商状态字
2026-01-01 00:15:00,647.8804283846507,309.88233808482664,652986.8598329142,987409.8838581069,662.0351344255281,24.110720593600444,567.0457333185587,1885.7091824260913,-89.24562737796442,3.3575211868141204,3
2026-01-01 00:15:30,644.8685546168551,308.9475608206535,642294.8252748809,987116.6659979003,654.5305578629551,24.25194632004765,568.7175014048021,1873.0288010255658,-77.39728192102729,3.185095513338244,0
2026-01-01 00:16:00,638.4147208586701,306.02458190724224,639697.3422033724,980751.8172746206,650.961888490605,24.314035213303253,566.2661383432142,1858.7323200844735,-84.45723804889515,3.297197129645655,3
2026-01-01 00:16:30,646.2798826727048,312.1962234392751,666005.9830402235,994295.5720355961,657.2076285650178,24.158104469002694,568.7084843725523,1864.9171617753068,-79.87643880968562,3.467807992465471,3
2026-01-01 00:17:00,644.889254412124,305.2007111302744,638297.0749191758,978859.3168840789,654.1831867792142,24.205418985730617,568.7097729304517,1878.097521961694,-77.3381436065457,3.097360844513754,2
2026-01-01 00:17:30,646.5237068504225,310.1063713757313,656330.3906841102,1008717.371295504,660.8282314198764,24.13139579101013,566.8989462198291,1879.616802101763,-80.63412476590217,3.2107561907865962,2
2026-01-01 00:18:00,647.024977575703,312.5696347278634,655881.2252581704,992202.9662411875,663.4019944614014,24.21199981508035,567.5175308565742,1888.3795449816703,-93.15665705338583,3.0707118067051105,0
2026-01-01 00:18:30,647.481763845055,312.54925072958366,657446.7623054018,1010533.6441843283,660.5185469504654,24.22768326108593,567.1394983244805,1875.0463693599381,-83.54763251697526,3.0754703384077975,2
2026-01-01 00:19:00,643.8025389089063,304.5098670647016,642592.9208403081,972709.010952163,655.0521879974453,24.121380066672536,568.0133694271963,1871.8015587974276,-92.74886222594094,3.317614487518036,0
2026-01-01 00:19:30,648.0021236195973,308.95203370965635,648977.7418013122,987014.0170207534,668.6920121085798,24.183582579196372,568.2985465409632,1882.3108132749828,-85.30568877854245,3.4193091752513483,2
2026-01-01 00:20:00,647.4675477216383,308.44738780060203,655161.7310306372,974701.392186569,662.2906271004866,24.161878511792754,571.0276934872587,1883.211702437438,-76.35477383093168,3.361439818608086,1
2026-01-01 00:20:30,650.7347881639984,311.3288681986615,654357.1205688275,1000002.8442584213,660.9552857996265,24.152853594815188,567.5817842525763,1892.6184890116417,-81.98882613332744,3.348405385981531,2
2026-01-01 00:21:00,659.0085159710602,313.38669749156304,651494.475424526,999744.8089407802,674.3876585004525,24.117834730356375,566.1101919294393,1909.3394294447758,-88.62740540365827,3.106047340705959,2
2026-01-01 00:21:30,648.1888318048012,311.50606234064054,653029.7484519951,1000441.304022174,664.5719724977923,24.214741953950117,568.2760303801795,1870.1883182777356,-77.92480601439995,3.220595125240226,1
2026-01-01 00:22:00,654.7236602884054,315.22493720927025,666546.9158040966,1014716.1862440977,668.4355483031137,24.148576650914887,567.8075280287985,1894.4185164872704,-79.02033232507733,3.0406780163165226,2
2026-01-01 00:22:30,660.2580799428499,316.6006334611697,674442.9578115693,1008701.5179994174,677.6417643817007,24.22322246270588,567.6305765420799,1908.2369309955752,-84.84319448720844,3.166073427104826,0
2026-01-01 00:23:00,652.822700785178,310.38959182639627,656754.579164143,989569.723729327,664.9476723315926,24.237362056451932,569.2059124407818,1888.0398581949976,-91.9262797058449,3.1564864764413767,2
2026-01-01 00:23:30,652.2212998826058,315.6166016590541,663486.7604113762,1020053.5735559264,662.1011264679593,24.203653534954725,568.9245310593404,1890.6528208788404,-81.10369432873352,3.190605150710855,3
2026-01-01 00:24:00,655.5029228190484,313.5462216223168,658358.9083968168,1008428.4954776632,677.04274418018,24.089049938727946,567.1141792917194,1904.5677929141573,-87.91326427557479,3.1647833509816583,3
2026-01-01 00:24:30,656.8419384093521,315.32773407366915,654621.7956532454,1007041.8912054561,672.1608908799118,24.242073049630733,568.2030722152417,1915.7662210912079,-86.84646803211179,3.3084655571094626,3
2026-01-01 00:25:00,657.8856757282832,317.31916475031034,657057.8735953299,1017552.2077261398,674.4399272477407,24.23801515098995,567.5217609077044,1905.8094119212265,-94.04627432396866,3.0707569655292892,1
2026-01-01 00:25:30,654.6487933141486,314.8638748464963,666475.5706215944,1020206.6257076603,668.6801771986808,24.19129626579702,569.4563640701543,1910.2351192221763,-87.17441178009884,3.143452498555365,0
2026-01-01 00:26:00,654.1722441263131,315.0200472167621,659544.4913835257,992803.6648220351,664.2195002240297,24.16451594618903,569.4041206923596,1901.3164444201198,-77.24273585116075,2.905362295067315,2
2026-01-01 00:26:30,655.3805213115819,318.92151829269307,667686.2432182715,1019479.6316542142,671.2942371281337,24.1761711394694,568.3075503726587,1899.1944995949573,-80.25856590143968,3.1340287487255063,0
2026-01-01 00:27:00,654.2759694125549,312.5420574752583,660940.4060376477,989400.5098286261,662.6327234782342,24.116219856196548,567.3183710356395,1900.2481540261601,-90.33985770384372,3.270219609025943,2
2026-01-01 00:27:30,659.0160425537408,315.77803990618884,660742.4551316787,1014044.5500818691,669.1247917009664,24.216840762205155,569.1796570619026,1915.4756689647743,-86.5656705467469,3.24437924358071,3
2026-01-01 00:28:00,654.2871816009856,313.32094738187345,657825.6826078375,1012431.4050962981,667.7577474766837,24.20665639342804,569.4650157342659,1888.3469090144465,-80.50280054931592,3.154762090968001,3
2026-01-01 00:28:30,659.862070151323,316.9988910817643,663869.6737673064,1011802.5426844214,680.7887364159166,24.218896401824328,569.3363243485315,1909.5052821236761,-84.32326651848417,3.083123071880964,0
2026-01-01 00:29:00,658.4174124601419,314.6413672376719,666436.0630884134,1003925.432382907,672.0035524022462,24.226014462137563,568.1582218598711,1907.0862784022304,-82.50589867408388,3.574947555583388,0
2026-01-01 00:29:30,657.9941063367141,317.68866134061517,672948.8875517607,1002137.1381304952,670.9527091552026,24.239511182079223,568.0727973644413,1910.9265240743641,-89.94666300136501,3.2029003076904816,1
2026-01-01 00:30:00,654.5128414767452,317.03538357020057,668589.1870391824,1015606.2906017095,666.2189221809678,24.173617675657912,567.5728742982233,1901.1817184079237,-91.88170589362794,3.146321210677717,1
2026-01-01 00:30:30,663.0422990671545,318.1799495826855,669862.8148054567,1022805.239847795,681.3592165358141,24.14377931389263,567.8861151924569,1918.7630850873998,-89.23318835440551,3.259925800266331,3
2026-01-01 00:31:00,657.7893772176702,315.4746062096956,655816.6793104395,1000995.7233597739,661.9828632914554,24.17562326167258,568.5286903223789,1906.8835570353087,-86.25206308478774,3.40979376477423,0
2026-01-01 00:31:30,656.8357943075085,316.85793535687003,664663.5636105903,1019555.7533347243,668.855630330784,24.35618180896593,568.4788249830154,1918.2450943904018,-90.6841619008068,2.810268382656044,0
2026-01-01 00:32:00,660.3396954746804,317.85074521840164,664449.5236567128,1013542.426608722,674.8995097298464,24.221344734353654,568.6410250635155,1914.6383008838923,-85.56698982828694,3.0838630653478845,0
2026-01-01 00:32:30,664.6810227711087,318.65366830583196,656953.9823541469,1016111.5884021339,676.780114671645,24.100179535451367,567.5093341115033,1912.0231601494575,-76.72763877933653,3.003843268095857,0
2026-01-01 00:33:00,662.4808491508895,317.13697041349815,666042.4231762794,1012058.4851805588,678.58656335407,24.283473751694522,567.6703545189208,1915.6939101719038,-89.58147820470118,3.332575906345076,2
2026-01-01 00:33:30,660.2065678413345,319.9662030367963,675249.8757094292,1030812.6547892501,680.9967870856063,24.142514786523368,569.2960057365563,1913.3040565924355,-87.1929183023206,3.1494926870494884,3
2026-01-01 00:34:00,655.4224368083906,314.0281006545728,667890.4479935464,1014155.4083666925,665.2592793097187,24.15019820755523,567.9332436899921,1900.4683385162257,-88.61141142233468,3.1531226510656527,3
2026-01-01 00:34:30,666.5215449947036,318.73881116849395,671148.4457032026,1027866.9412760842,679.1998300087836,24.014068147944695,567.2470408883094,1937.9569181063275,-88.23897130479874,3.321202775626933,1
2026-01-01 00:35:00,665.3407097878799,318.65172175229804,664616.5953568819,1020197.7681498757,679.5115095997943,24.095374061780312,568.7090716252974,1935.3265084798097,-88.3556752423785,3.210194169803649,0
2026-01-01 00:35:30,661.128452777944,318.82534709787075,666555.0822662608,1010664.8167539058,675.5156437707143,24.31792015620962,568.3456558127559,1919.1683713644345,-83.06970760333493,3.0552743043715367,2
2026-01-01 00:36:00,664.0072812536932,317.1856575301302,662754.5472839791,1015998.0055308128,677.5350979664412,24.072938582753753,568.5507385457323,1927.396011726253,-84.75233413275669,3.0884054489432047,0
2026-01-01 00:36:30,663.8215522487485,320.1932512311181,671720.6315102892,1000601.731039464,674.4404462165031,24.242220906984357,567.7193108580537,1919.0804056292461,-91.77241223300986,3.1756287539276276,0
2026-01-01 00:37:00,669.940793230908,320.73944600558553,668829.6905586085,1024620.3741426422,683.4931794504681,24.299011194467205,569.3734268975563,1930.499795705098,-89.96756228167472,3.2328833041769762,0
2026-01-01 00:37:30,663.1491742164516,315.61896524672164,662091.0635237365,1008021.3701644342,672.1173974994819,24.224917181761928,568.8344645840385,1924.4258831196091,-89.20578052300785,3.436360509595186,3
2026-01-01 00:38:00,666.3274402136234,319.67392800601175,665556.8015280048,1001177.9341162055,681.5171258585063,24.101840560622268,568.4168056296935,1913.2801491415296,-81.09321160796847,3.1798844647975484,2
2026-01-01 00:38:30,663.8857394786513,320.9495609667399,670635.7694465988,1022052.4770811191,673.4459531970142,24.199253814331485,567.8856761461263,1922.576866339024,-86.90889390051943,3.118237187829797,1
2026-01-01 00:39:00,660.9980814229795,317.0007543124635,659288.2141645799,1006007.577706432,677.5160476079868,24.18145146056201,568.4123341652372,1915.7561275261967,-84.72109467568824,3.348703277815189,2
2026-01-01 00:39:30,664.8414217668184,321.090742788678,672174.696987316,1032072.583521083,677.9350833168071,24.201295334361525,567.9670574640561,1939.6090329467584,-81.65053058598788,3.276050471875689,1
2026-01-01 00:40:00,666.4786369943072,318.1728776896172,660202.0417988924,1016086.5453880461,671.2156165405775,24.278484557679885,569.098112121549,1943.756891109106,-85.52436222493452,3.3440092354446693,1
2026-01-01 00:40:30,667.8135614932343,323.3763889378449,676120.0009984262,1026041.9548320192,683.149450312798,24.345311439428784,569.0415092545837,1940.9884141365615,-76.95034171798208,3.178746062256662,1
2026-01-01 00:41:00,659.0906316402462,317.7751831448329,663684.5172491594,1025112.0390371835,675.4032583823629,24.270847113741137,568.7619463490798,1926.2525424682226,-85.03824889124414,3.0937245915415295,3
2026-01-01 00:41:30,667.1614468802579,319.7498687219873,669014.4568042852,1023006.9293257056,679.1940282975365,24.150501025082193,568.1782193400742,1928.5589120855968,-83.47405854115856,3.170490326905689,3
2026-01-01 00:42:00,668.3428820675971,324.2280738047004,679786.0022554571,1034717.0494120611,679.5344316135917,24.060278789499563,567.5400668313673,1936.5794757667745,-84.26500416286623,3.235997708387329,1
2026-01-01 00:42:30,663.1649455560689,321.13559914095066,679511.9057755077,1037545.980413142,676.3401309920571,24.226775579709845,566.3850334170472,1921.901394130471,-81.92468779313634,3.390486705878133,3
2026-01-01 00:43:00,664.2340686722016,314.951791520217,661394.8750113433,1019214.0230476642,681.589374801316,24.083881550193414,568.607216656208,1929.0464493288289,-78.41754758074336,3.1387418854065907,2
2026-01-01 00:43:30,664.1672207306065,317.9116372884036,669668.3896047727,1018487.6973071443,683.3125611706485,24.20574463528544,568.3925066738426,1927.5944183282002,-87.49436099189342,3.2320380605496335,0
2026-01-01 00:44:00,668.6094050209149,322.38487906777556,671144.0644922657,1031007.9640522918,678.2045374971616,24.1863914036177,567.4511059662486,1940.3013935753106,-87.90690562347649,3.2535821811763985,3
2026-01-01 00:44:30,666.9123465948072,319.88755206366676,677298.5899483485,1006423.6734323882,684.565514920693,24.21706928388217,570.2689386860991,1940.3926872567736,-85.67845061326364,3.2495419745311556,1
2026-01-01 00:45:00,668.9819677382865,324.4121380138585,677859.9406613901,1032173.6800982608,682.4891560363968,24.328812099650147,566.4668860557816,1920.4608136122365,-80.07154037590648,2.9172176622057373,1
2026-01-01 00:45:30,663.7424377111328,315.9146529271739,670905.0756487068,1008310.1017851868,677.8452384948214,24.273747648448303,568.8471615383055,1908.3515403045403,-78.95144375583813,3.3361769442230025,0
2026-01-01 00:46:00,665.0545612508516,320.09986869101294,667519.6453419119,1020614.5148404065,680.679850173854,24.197537552753797,567.0446345526667,1932.7714768035316,-90.90114561280815,3.1412991119056017,2
2026-01-01 00:46:30,666.1293674137374,316.107899500278,666691.0147870487,1007506.324703163,675.4870496550208,24.141478509322816,568.9159411935282,1926.642324453293,-89.00258262807934,3.2811518144169827,3
2026-01-01 00:47:00,662.6626824055905,319.32658214867,679261.6470051998,1028256.1042533928,670.8045744001158,24.22478097285895,568.4304085391516,1931.8135168458712,-90.7148447499029,3.1155550025630983,1
2026-01-01 00:47:30,660.5214571586168,318.69060105060026,672257.5796321896,1037047.1396417043,665.6263503345523,24.02220224790972,567.8268300589547,1909.4769343197672,-82.66092443694065,2.9353391123609613,2
2026-01-01 00:48:00,665.1681863110825,319.44594800119813,661068.4597228215,1028101.4299678295,681.7182148808092,24.282815262057024,568.7237415346913,1938.7174790781173,-89.48121219055766,3.2918747268441746,1
2026-01-01 00:48:30,667.1907742009553,320.1971803552876,668721.2211072433,1031789.7727423385,679.1309296731107,24.243869142385545,567.0889480587757,1926.7515625216793,-85.73136280051828,3.039016393796885,3
2026-01-01 00:49:00,663.913572433035,318.2112955090459,660443.400031411,1032560.9674228178,672.8135778218976,24.175293849524223,568.0850770816637,1927.6604874225857,-82.38415626227226,3.139482837565893,2
2026-01-01 00:49:30,662.5530344321684,317.79726479659627,656610.5443971915,1025724.1224889229,670.242792514942,24.33387577811842,568.8309832765469,1919.5861219043236,-83.03588707812784,3.0950377380164498,3
2026-01-01 00:50:00,664.721018975479,317.7203797117243,676710.1707892683,1030993.3418105703,671.2247787521301,24.097903608804806,567.4505491490694,1935.0378748940393,-85.23590158884697,3.088189080059187,0
2026-01-01 00:50:30,664.640896471463,319.1903565050523,667989.2107676729,1021157.3527869537,676.9816505028004,24.186135500017183,568.8756209231495,1932.7179888501557,-94.10340812733651,3.218993929668522,0
2026-01-01 00:51:00,661.3015293911802,317.837164089808,665223.4614461535,1022825.9461279238,669.8583720274692,24.194990272636545,568.333274887297,1903.1313140159766,-85.84396741145873,3.0441614981515284,0
2026-01-01 00:51:30,671.1131309854015,320.79546388943135,674413.8374783547,1038950.6356848029,682.3318655723799,24.267538918455863,569.7000812647199,1939.0812550027833,-91.93875722347549,3.106607335168337,0
2026-01-01 00:52:00,661.1312131959079,317.0871432606491,665481.2455940248,1001555.6389639138,669.3513275343204,24.231404160558878,566.2959042366169,1920.866370645137,-78.48518877706067,3.1330643753848513,2
2026-01-01 00:52:30,660.7908334969352,321.5290282855678,674370.1059645645,1025725.0485288069,672.1167086748947,24.333832930162952,568.3662902989148,1902.4295801805229,-85.42973276974011,3.275899562993592,1
2026-01-01 00:53:00,665.0252486443645,316.08127852283866,664145.0823582074,1016819.5225675589,677.5698693516225,24.259271048012764,567.8082267476954,1929.854032286798,-91.08962051073264,3.075375653896649,3
2026-01-01 00:53:30,662.5124799010924,318.27160227404966,665474.5657775804,1016171.1571999167,679.9392334964718,24.18967335281299,568.0977887847505,1925.6113335263835,-90.64411912237128,3.433983975549378,2
2026-01-01 00:54:00,665.851840331014,322.59787292435095,674536.670852182,1025391.6298729117,680.9496284131801,24.17170094873937,566.8774213582369,1933.6179700392277,-83.99333259216256,2.998072901359413,0
2026-01-01 00:54:30,655.8956329102419,316.1290536225655,669092.6811819156,1016488.2458383706,673.1635103073993,24.20456007441632,565.7795945788155,1898.2258121119446,-79.61220590226603,2.9985061501137347,3
2026-01-01 00:55:00,660.8866240542125,321.71375702353697,666095.6741019355,1025785.737225169,680.7718205203886,24.196176373405454,568.2985534990625,1907.0831848435853,-85.18989502328797,3.1477292669269947,0
2026-01-01 00:55:30,657.5817293739228,314.1941326954653,651950.6132120327,995865.4540732036,663.1452513006953,24.085795354831674,565.891893218569,1914.7698102128436,-89.90155979760279,3.3438650206909992,2
2026-01-01 00:56:00,661.4175571197811,318.65948971821973,669939.0580203383,1014975.2114342834,664.1807311359146,24.09202204128613,568.0117744626175,1903.7439012312304,-90.61132465320016,3.3418951501384155,2
2026-01-01 00:56:30,655.6784040751085,312.0619754865241,654573.8681624938,992815.3676635126,667.3006620448424,24.427443434146205,568.778207207955,1895.1409871133117,-83.67749911522168,3.0953865911115637,2
2026-01-01 00:57:00,660.9928695251011,318.3892784908479,666954.3368628435,1030669.4169065646,674.0187259960238,24.17337371804019,566.1371564945393,1919.4210455750274,-84.2894003699143,3.1559733555123266,0
2026-01-01 00:57:30,655.7346041995787,311.82732526805734,648076.5326245239,997868.0421144019,667.266971975443,24.35740260542108,569.5389962353629,1901.6747992328046,-89.7743445266363,3.124440308303654,2
2026-01-01 00:58:00,659.9943930144395,318.7863045456441,665728.7781159206,1023672.3124270953,672.1626624955632,24.273413012725896,569.3089468150062,1915.8355866817242,-85.53748106071107,3.2369661934436165,2
2026-01-01 00:58:30,654.8880083651884,314.63438021323975,664838.4072502824,1005123.5000648809,667.6996075973381,24.12578545211707,568.512334559691,1902.2737716225977,-81.45300165977284,3.4367463172022505,0
2026-01-01 00:59:00,656.8662487469051,316.8489755140084,661597.1734219424,1001556.219100976,673.4660583291193,24.163006845330962,569.4454072715408,1902.0593166813508,-93.18239737530277,2.922753555445265,2
2026-01-01 00:59:30,658.4625614624653,316.1409103286883,658567.2447157444,1004200.6529947374,672.0873423675744,24.078939543348067,569.2042701363362,1915.255910926572,-85.11458953120855,3.115287557773654,3
2026-01-01 01:00:00,658.0204741286428,315.7187264451816,666633.7662760895,999237.2869612743,668.3568572357,24.250716547961837,565.1329383371084,1916.0715116390797,-85.50543156220994,3.108591185954076,0
2026-01-01 01:00:30,656.3537515445315,317.18056079804916,663611.8075926789,1016932.5244295867,674.9340761702387,24.270983247393087,567.9981430130216,1895.7057722577626,-87.60429533022001,3.3399304123279387,1
2026-01-01 01:01:00,653.2658854840842,313.3081125915098,659200.4473204261,1013180.6422690111,666.0454371855235,24.097718759455393,569.2016222993605,1895.2156256731926,-85.23577920030536,3.202749547191043,3
2026-01-01 01:01:30,656.6900774100163,315.8657607080509,660779.5684709406,1012138.4280568297,663.3387956962085,24.18574201957605,565.985280023987,1898.6822581569354,-82.72895642474339,3.2864594580258433,1
2026-01-01 01:02:00,647.0183304597899,311.9984434602816,662308.521043127,1002327.5788928244,655.6816821459448,24.19010379076844,568.1999790123518,1871.4027104284605,-91.38815639552735,3.248719297790528,1
2026-01-01 01:02:30,657.6084874368819,315.1802168368233,656517.67787041,999611.6583482638,673.4975588587154,24.18459563267489,568.1629036708943,1894.6300746486336,-89.78241555267137,3.230265083967741,2
2026-01-01 01:03:00,654.7609750423226,311.40651397743477,654230.6631619512,988404.8509332079,669.8454634768207,24.200063026686866,568.7926107899624,1898.2448873928304,-82.04537965858034,3.1945703426495338,3
2026-01-01 01:03:30,654.506120434659,313.8766102510995,655912.3096317453,1005961.4250246666,663.6617737730046,24.130325432861504,567.8733138700097,1907.4645801733802,-88.94736418814773,3.187018340635341,0
2026-01-01 01:04:00,650.0903586347151,312.7269446012791,653864.1257662358,1011999.8196509697,650.7199236541803,24.249002314041032,569.9554472457235,1883.6910024584427,-87.11983838631998,3.2286030739161546,1
2026-01-01 01:04:30,653.0263618838003,311.1936115710905,652981.4391320397,985530.2283960005,658.8953433446671,24.290761750611733,567.0609964524289,1890.692045484253,-75.1245321308979,3.0892341306579643,3
2026-01-01 01:05:00,650.8096397056058,310.3084883713211,645433.2949991557,1002106.3529503342,667.1697464643822,24.188454269643277,567.6705647527408,1892.5088508845147,-82.51260264480607,3.1260354429192856,0
2026-01-01 01:05:30,646.9676091674892,310.80833362069006,654480.850283048,996818.7903255377,662.3399006528508,24.20835178211659,569.0806503635101,1877.231694677008,-87.09776066889945,3.321442642074351,2
2026-01-01 01:06:00,648.4176658088232,310.62215803139037,653265.4314745012,1025131.3184095162,667.5720987202645,24.15394307791964,568.4068330661069,1869.6401000781677,-82.9051588196258,3.2992909349766784,3
2026-01-01 01:06:30,650.9772585665368,312.48571259177305,656293.9944202662,986573.7242223736,662.7294101535296,24.098682588285566,567.2744547186823,1885.8221276290394,-86.20581169454415,3.1401198647713833,2
2026-01-01 01:07:00,646.8246957987079,307.5111722356494,645446.8723789492,972038.9330230068,662.8643343625605,24.048581591001486,566.9454802048508,1870.4402271503923,-89.85566130785381,3.351703409069993,2
2026-01-01 01:07:30,653.0602814038033,312.92127722029375,662951.8334474232,1002020.904015381,669.8576926352484,24.355396278221196,567.7695897868081,1913.6872656661678,-82.42673886596648,3.2834935145036614,3
2026-01-01 01:08:00,645.2702007239666,309.8235618970607,653411.3317813069,987247.3598951392,660.6401957674148,24.133540662685903,567.1942038707764,1885.201536829762,-84.87794214069851,3.1254366188554252,3
2026-01-01 01:08:30,644.1218774959425,307.4504792110797,645272.3094936128,980339.839772505,664.7590066178128,24.314496307867962,568.6289195444376,1856.4358913171764,-85.07507111431151,3.1871556621218478,1
2026-01-01 01:09:00,650.1960194336046,311.492972298887,655385.7592614874,994175.8687428968,666.6241991213734,24.23898358653479,568.0778319201324,1886.441634685393,-86.07762545064625,3.1752916489117817,3
2026-01-01 01:09:30,648.8103402909708,312.1052219430615,652690.0252419409,997246.235373005,660.1576729534422,24.28350027062765,566.9023335916607,1882.9147010751499,-89.2757997448906,3.138469031943741,2
2026-01-01 01:10:00,647.6028608429893,313.6302218525759,656770.5891217387,1006853.8175156737,664.5841807279332,24.26781615743112,570.2254980449296,1874.484536318171,-92.32518566309668,3.084019345339486,3
