text,scenario_id,standard_name,relevance,role,unit,source,group_id,split,source_id,source_url
zonefuelflow,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_compact,e950f584a24cdd5d,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
DCS_02_zone_fuel_flow_SP_11,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_vendor_tag,e950f584a24cdd5d,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
Unit3.zone_fuel_flow.AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_channel_tag,e950f584a24cdd5d,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
zone fuel flow[Nm3/h],steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_unit_bracket,e950f584a24cdd5d,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
natural gas flow rate,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_phrase,652f4b6ae897c423,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
natural_gas_flow_rate,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_normalized,652f4b6ae897c423,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
NATURAL_GAS_FLOW_RATE,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_uppercase,652f4b6ae897c423,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
naturalgasflowrate,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_compact,652f4b6ae897c423,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
DCS_02_natural_gas_flow_rate_SP_11,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_vendor_tag,652f4b6ae897c423,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
Unit3.natural_gas_flow_rate.AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_channel_tag,652f4b6ae897c423,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
natural gas flow rate[Nm3/h],steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_unit_bracket,652f4b6ae897c423,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
preheating zone gas flow,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_phrase,21d45009fa895976,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
preheating_zone_gas_flow,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_normalized,21d45009fa895976,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
PREHEATING_ZONE_GAS_FLOW,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_uppercase,21d45009fa895976,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
preheatingzonegasflow,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_compact,21d45009fa895976,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
DCS_02_preheating_zone_gas_flow_SP_11,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_vendor_tag,21d45009fa895976,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
Unit3.preheating_zone_gas_flow.AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_channel_tag,21d45009fa895976,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
preheating zone gas flow[Nm3/h],steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_unit_bracket,21d45009fa895976,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heating zone gas flow,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_phrase,335e4e16552f9455,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heating_zone_gas_flow,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_normalized,335e4e16552f9455,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
HEATING_ZONE_GAS_FLOW,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_uppercase,335e4e16552f9455,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heatingzonegasflow,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_compact,335e4e16552f9455,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
DCS_02_heating_zone_gas_flow_SP_11,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_vendor_tag,335e4e16552f9455,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
Unit3.heating_zone_gas_flow.AI,steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_channel_tag,335e4e16552f9455,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heating zone gas flow[Nm3/h],steel_reheating_furnace,gas_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_monitoring_2025:web_unit_bracket,335e4e16552f9455,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
combustion air flow,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_phrase,8e4e274dc0320e57,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
combustion_air_flow,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_normalized,8e4e274dc0320e57,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
COMBUSTION_AIR_FLOW,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_uppercase,8e4e274dc0320e57,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
combustionairflow,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_compact,8e4e274dc0320e57,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
DCS_02_combustion_air_flow_SP_11,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_vendor_tag,8e4e274dc0320e57,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
Unit3.combustion_air_flow.AI,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_channel_tag,8e4e274dc0320e57,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
combustion air flow[Nm3/h],steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_unit_bracket,8e4e274dc0320e57,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
zone air flow,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_phrase,8a8b45585710e777,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
zone_air_flow,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_normalized,8a8b45585710e777,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
ZONE_AIR_FLOW,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_uppercase,8a8b45585710e777,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
zoneairflow,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_compact,8a8b45585710e777,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
DCS_02_zone_air_flow_SP_11,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_vendor_tag,8a8b45585710e777,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
Unit3.zone_air_flow.AI,steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_channel_tag,8a8b45585710e777,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
zone air flow[Nm3/h],steel_reheating_furnace,air_flow,required,manipulated,Nm3/h,web_approved:steel_furnace_mpc_2023:web_unit_bracket,8a8b45585710e777,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
preheating zone temperature,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_phrase,5b71050a8504be65,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
preheating_zone_temperature,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_normalized,5b71050a8504be65,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
PREHEATING_ZONE_TEMPERATURE,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_uppercase,5b71050a8504be65,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
preheatingzonetemperature,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_compact,5b71050a8504be65,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
DCS_02_preheating_zone_temperature_PV_11,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_vendor_tag,5b71050a8504be65,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
Unit3.preheating_zone_temperature.AI,steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_channel_tag,5b71050a8504be65,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
preheating zone temperature[degC],steel_reheating_furnace,furnace_zone1_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_unit_bracket,5b71050a8504be65,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heating zone temperature,steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_phrase,bc73c5443f61ccd0,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heating_zone_temperature,steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_normalized,bc73c5443f61ccd0,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
HEATING_ZONE_TEMPERATURE,steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_uppercase,bc73c5443f61ccd0,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heatingzonetemperature,steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_compact,bc73c5443f61ccd0,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
DCS_02_heating_zone_temperature_PV_11,steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_vendor_tag,bc73c5443f61ccd0,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
Unit3.heating_zone_temperature.AI,steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_channel_tag,bc73c5443f61ccd0,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
heating zone temperature[degC],steel_reheating_furnace,furnace_zone2_temp,required,controlled,degC,web_approved:steel_furnace_monitoring_2025:web_unit_bracket,bc73c5443f61ccd0,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
soaking zone temperature,steel_reheating_furnace,furnace_zone3_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_phrase,35f4be64d5293bae,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
soaking_zone_temperature,steel_reheating_furnace,furnace_zone3_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_normalized,35f4be64d5293bae,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
SOAKING_ZONE_TEMPERATURE,steel_reheating_furnace,furnace_zone3_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_uppercase,35f4be64d5293bae,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
soakingzonetemperature,steel_reheating_furnace,furnace_zone3_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_compact,35f4be64d5293bae,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
DCS_02_soaking_zone_temperature_PV_11,steel_reheating_furnace,furnace_zone3_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_vendor_tag,35f4be64d5293bae,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
Unit3.soaking_zone_temperature.AI,steel_reheating_furnace,furnace_zone3_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_channel_tag,35f4be64d5293bae,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
soaking zone temperature[degC],steel_reheating_furnace,furnace_zone3_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_unit_bracket,35f4be64d5293bae,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
billet exit temperature,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_phrase,4c88493467765772,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
billet_exit_temperature,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_normalized,4c88493467765772,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
BILLET_EXIT_TEMPERATURE,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_uppercase,4c88493467765772,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
billetexittemperature,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_compact,4c88493467765772,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
DCS_02_billet_exit_temperature_PV_11,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_vendor_tag,4c88493467765772,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
Unit3.billet_exit_temperature.AI,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_channel_tag,4c88493467765772,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
billet exit temperature[degC],steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_unit_bracket,4c88493467765772,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
reheating target temperature,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_phrase,29d433c9d8bca5ca,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
reheating_target_temperature,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_normalized,29d433c9d8bca5ca,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
REHEATING_TARGET_TEMPERATURE,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_uppercase,29d433c9d8bca5ca,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
reheatingtargettemperature,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_compact,29d433c9d8bca5ca,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
DCS_02_reheating_target_temperature_PV_11,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_vendor_tag,29d433c9d8bca5ca,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
Unit3.reheating_target_temperature.AI,steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_channel_tag,29d433c9d8bca5ca,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
reheating target temperature[degC],steel_reheating_furnace,slab_discharge_temp,required,controlled,degC,web_approved:steel_furnace_mpc_2023:web_unit_bracket,29d433c9d8bca5ca,external_train,steel_furnace_mpc_2023,https://pmc.ncbi.nlm.nih.gov/articles/PMC10141550/
furnace pressure gauge,steel_reheating_furnace,furnace_pressure,useful,state,Pa,web_approved:steel_furnace_monitoring_2025:web_phrase,a159fc75d0cb27e3,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
furnace_pressure_gauge,steel_reheating_furnace,furnace_pressure,useful,state,Pa,web_approved:steel_furnace_monitoring_2025:web_normalized,a159fc75d0cb27e3,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
FURNACE_PRESSURE_GAUGE,steel_reheating_furnace,furnace_pressure,useful,state,Pa,web_approved:steel_furnace_monitoring_2025:web_uppercase,a159fc75d0cb27e3,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
furnacepressuregauge,steel_reheating_furnace,furnace_pressure,useful,state,Pa,web_approved:steel_furnace_monitoring_2025:web_compact,a159fc75d0cb27e3,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
DCS_02_furnace_pressure_gauge_PV_11,steel_reheating_furnace,furnace_pressure,useful,state,Pa,web_approved:steel_furnace_monitoring_2025:web_vendor_tag,a159fc75d0cb27e3,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
Unit3.furnace_pressure_gauge.AI,steel_reheating_furnace,furnace_pressure,useful,state,Pa,web_approved:steel_furnace_monitoring_2025:web_channel_tag,a159fc75d0cb27e3,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
furnace pressure gauge[Pa],steel_reheating_furnace,furnace_pressure,useful,state,Pa,web_approved:steel_furnace_monitoring_2025:web_unit_bracket,a159fc75d0cb27e3,external_train,steel_furnace_monitoring_2025,https://pmc.ncbi.nlm.nih.gov/articles/PMC11983217/
reflux rate,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_phrase,45236fe297506c1c,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
reflux_rate,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_normalized,45236fe297506c1c,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
REFLUX_RATE,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_uppercase,45236fe297506c1c,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
refluxrate,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_compact,45236fe297506c1c,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
DCS_02_reflux_rate_SP_11,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_vendor_tag,45236fe297506c1c,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
Unit3.reflux_rate.AI,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_channel_tag,45236fe297506c1c,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
reflux rate[t/h],distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_unit_bracket,45236fe297506c1c,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
reflux liquid flow rate,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_phrase,991ea862dd0638b6,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
reflux_liquid_flow_rate,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_normalized,991ea862dd0638b6,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
REFLUX_LIQUID_FLOW_RATE,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_uppercase,991ea862dd0638b6,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
refluxliquidflowrate,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_compact,991ea862dd0638b6,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
DCS_02_reflux_liquid_flow_rate_SP_11,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_vendor_tag,991ea862dd0638b6,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
Unit3.reflux_liquid_flow_rate.AI,distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_channel_tag,991ea862dd0638b6,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
reflux liquid flow rate[t/h],distillation_column,reflux_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_unit_bracket,991ea862dd0638b6,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
reboiler steam flow,distillation_column,steam_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_phrase,e776db7b8ce2f970,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
reboiler_steam_flow,distillation_column,steam_flow,required,manipulated,t/h,web_approved:distillation_hssed_2025:web_normalized,e776db7b8ce2f970,external_train,distillation_hssed_2025,https://www.sciencedirect.com/science/article/pii/S0957582025011516
