采集时间,厂内煤气总管瞬时量[Nm3/h],助燃风量[Nm3/h],ZONE1_TEMP_C,二段炉温(℃),均热段温度(°F),WALKING_BEAM_SPEED,入炉温度,SLAB_OUT_TEMP_C,炉压(kPa),O2_PERCENT,板坯厚度,THROUGHPUT,厂商临时标签,炉号,质量码
2026-01-01 08:18:00,24898.05664906855,44100.71115363557,939.7388857214409,1131.9518678119289,2274.401923537838,1.1978447490987074,162.42057028346744,1164.0098524216633,0.008244638273311858,2.996600934792194,220,170.93201595020813,0,H2026072201,1
2026-01-01 08:19:00,24831.83712427036,44197.32410497035,940.5550868103759,1125.5942952818205,2272.3020814990655,1.1914484005102188,174.7625084105544,1163.2457541230367,0.00703219661519441,2.9401488988671565,220,173.7414808560359,2,H2026072201,1
2026-01-01 08:20:00,24868.33426854197,43997.15153952973,942.2691970134248,1125.0959244307835,2274.5739774101166,1.1853496286738066,170.21371699879913,1162.229991873334,0.008741770146132987,3.064922174706885,220,169.60871219572186,0,H2026072201,1
2026-01-01 08:21:00,25157.65840931764,44540.30639911756,941.3561645252692,1131.37326211266,2275.4084369141456,1.1901018590177745,176.7923621673303,1165.0429750295425,0.00795786942003891,2.949797812621442,220,167.69880937172917,2,H2026072201,1
2026-01-01 08:22:00,25248.400386498215,44913.97474680632,943.5228560996649,1132.6615544877511,2272.0011755635387,1.1671556370443121,163.91216678729793,1162.9375829699093,0.007131693537424798,3.0527206217335943,220,167.7751987781315,1,H2026072201,1
2026-01-01 08:23:00,24910.15901151762,44364.21022084447,943.918137089524,1130.2117512750895,2278.024506650964,1.1984423140626304,163.7751340821672,1161.8368496484857,0.006644818766129932,3.0907535971597704,220,167.4884287025422,0,H2026072201,1
2026-01-01 08:24:00,25208.552439040344,45143.96790377731,944.4748861377735,1130.215718282679,2276.201390161994,1.2030491207466563,167.1417145639327,1163.4282643776044,0.007860869286252691,2.946645619481238,220,169.1518478604505,0,H2026072201,1
2026-01-01 08:25:00,25069.859869664848,44511.154374738166,944.5492350734962,1131.6652877095896,2275.5810458788956,1.199110420092481,172.6152341822979,1163.6228789494498,0.008141671280897003,3.0373485323349865,220,170.07963611639906,2,H2026072201,1
2026-01-01 08:26:00,25053.024751674107,44881.43648115505,947.1848991292907,1130.823452016022,2276.188145105677,1.2141284326002193,169.2255451659705,1163.1767975979492,0.008453563290660734,3.021748282789581,220,166.68252225521846,0,H2026072201,1
2026-01-01 08:27:00,25086.502171591434,44539.541983809446,945.6601805722605,1134.8268293882334,2272.2490369933275,1.2020204959385266,171.16540491105727,1164.2894419848067,0.007720562327549953,3.018021634384089,220,167.85793768620803,2,H2026072201,1
2026-01-01 08:28:00,25025.081545162986,44614.174435335226,946.0356167057212,1131.3912201607618,2277.325334230171,1.1966156510092443,171.11768754150225,1163.4465296866379,0.009615738289558643,2.9816804104481776,220,168.02079855027057,0,H2026072201,1
2026-01-01 08:29:00,25269.991907148364,44906.34808566795,946.4202706842922,1132.3167022806974,2279.6875336404073,1.2000606138827374,167.12261450322723,1164.170631361868,0.008183709625909233,3.0570372631043323,220,165.18180650044988,0,H2026072201,1
2026-01-01 08:30:00,25376.3773501321,45012.897847480184,944.1649744124553,1129.4699602988203,2277.4722277052592,1.1980642156408612,167.21641466062695,1163.4374145248414,0.008885484549579756,3.0316193025404985,220,169.61282816683712,0,H2026072201,1
2026-01-01 08:31:00,25244.594723846996,45197.7526104953,946.8653094237486,1133.3359409243906,2277.932720932177,1.2151211888070466,169.9233406903037,1166.5029230224623,0.00986999681896363,3.001715907407077,220,170.4214101797395,2,H2026072201,1
2026-01-01 08:32:00,24974.836134668203,45151.45081369665,947.9386903091186,1135.2182763939759,2272.5718564147305,1.1904569917881607,170.04100347501367,1165.4273208311731,0.008308019935504174,3.0088116705155223,220,168.89469295262978,2,H2026072201,1
2026-01-01 08:33:00,25277.535144564445,44726.224283286356,948.8075488116801,1131.6447533253727,2277.8173405315692,1.1981554471466207,172.92936670651233,1164.9879054108067,0.009150550361212408,2.845957279078209,220,171.7177004127552,2,H2026072201,1
2026-01-01 08:34:00,25209.696103298353,45085.67190227656,946.9922169266047,1133.1468532397103,2275.79978067486,1.2206371067658621,168.85165343238387,1165.565796600271,0.0071153232053771855,3.1322733201436153,220,171.6946766578546,2,H2026072201,1
2026-01-01 08:35:00,25262.550062072765,44958.83600062511,948.1020862181355,1131.6098632723536,2282.4945790747897,1.2022023986199089,169.683956029324,1165.9888577527604,0.008228950351222158,2.924518070659766,220,166.6200879668874,0,H2026072201,1
2026-01-01 08:36:00,25269.76319731318,45109.39235159379,950.1285874897418,1133.9327705774756,2276.882923152036,1.1881996033891724,161.271797803832,1165.651611901266,0.008986674859979345,2.965427321574695,220,168.77134531130417,0,H2026072201,1
2026-01-01 08:37:00,25274.88053240176,45285.336676743,947.4413820729901,1134.626746641865,2281.8098822191337,1.2066129390286726,167.30631663066225,1165.3798744151115,0.007287942829321924,3.066797025688424,220,169.45622595414406,0,H2026072201,1
2026-01-01 08:38:00,25114.238597749794,44810.81417234333,949.4486709331455,1132.2650088827947,2281.508040858125,1.198586442798267,162.17334013428476,1166.0608016711321,0.008905080217552375,2.927133548853133,220,171.01698017507667,0,H2026072201,1
2026-01-01 08:39:00,25268.428301770742,45264.06202507449,950.9030475636283,1134.1097375851236,2279.3818086675037,1.2163888335622508,167.4483951557031,1164.9361182938726,0.008813637918726719,3.0576388259371168,220,167.38212014162013,2,H2026072201,1
2026-01-01 08:40:00,25232.929388645287,45094.92938993856,950.0640931220503,1133.8504998587396,2277.080729569374,1.2097644102335428,171.59893979757706,1167.341787100775,0.007352444928411192,2.8868011321180997,220,168.16318702825308,2,H2026072201,1
2026-01-01 08:41:00,25349.17997648533,45107.56068698663,952.9254440854552,1133.9018159790994,2278.0859414928505,1.2152302867809028,174.34953201163276,1166.7636652389306,0.008794964063730738,3.1194463932011636,220,171.95683810343775,2,H2026072201,1
2026-01-01 08:42:00,25665.36643735602,45387.92069109765,950.3036075342039,1133.2967383036298,2278.669171363837,1.2016980408806253,166.82035754101344,1167.0992058747963,0.008397204168138212,2.9837229946201553,220,168.47888676236676,1,H2026072201,1
2026-01-01 08:43:00,25217.492824452263,44758.15637934867,948.2373873905186,1135.9831503664416,2282.7058356646894,1.1875420076012708,174.20217300505587,1166.3902090560707,0.005825647616594043,3.039345623755616,220,171.18375425141934,2,H2026072201,1
2026-01-01 08:44:00,25463.476649232525,45354.90505758453,956.8149868015689,1134.5859723378512,2282.8940290363025,1.1976652393759322,174.54771106684754,1167.4927263788697,0.007637098508609194,3.0062644986143683,220,170.726349320203,0,H2026072201,1
2026-01-01 08:45:00,25669.122082566493,45578.65819831634,950.3890894728137,1136.702183732861,2283.203081932087,1.2041870701884099,169.63572958553678,1166.6475992565295,0.00750312810770704,2.8958715022438595,220,170.91933453603707,1,H2026072201,1
2026-01-01 08:46:00,25355.655061840687,44986.30781916589,956.0495226997034,1137.2987426979837,2285.3420988893804,1.1988200270690657,169.61355922058755,1166.692844269233,0.008133343593180426,2.9039276552669318,220,167.3560980062226,0,H2026072201,1
2026-01-01 08:47:00,25315.22871578372,44921.932244946765,957.4903168643218,1136.691996308327,2279.339822558784,1.1882799418703212,168.1238327951594,1167.271136796533,0.008935851893851217,3.0454002441496018,220,169.67627061858255,1,H2026072201,1
2026-01-01 08:48:00,25429.80742527101,45270.81951518793,950.5582352899825,1134.0556681643566,2285.9017482603945,1.2050679425549862,167.21327664469212,1167.0719204965196,0.007531526132009887,3.0164829314645862,220,168.67700221913168,2,H2026072201,1
2026-01-01 08:49:00,25466.369013517324,44878.329075186695,951.635925940009,1138.1027035271838,2282.683639099291,1.2174147112483071,168.89501270231767,1167.3280140556726,0.00865851558495793,2.9676803839592534,220,170.3366092479106,0,H2026072201,1
2026-01-01 08:50:00,25490.81022833649,45448.08793384249,954.4541258179613,1138.2153133647105,2284.82563322665,1.206768854534179,173.9930391815414,1166.6141602489265,0.007257404890839353,2.969939634321679,220,173.5558902891297,0,H2026072201,1
2026-01-01 08:51:00,25343.721510860985,45402.31344613437,953.3216362830213,1137.253905348267,2286.269252421169,1.207217048349939,167.11803595125176,1166.9850125623161,0.009337721018538461,3.052050058325376,220,172.275308135506,0,H2026072201,1
2026-01-01 08:52:00,25306.745593890486,45078.89927461404,955.6464704217365,1136.7833786299598,2285.44931690328,1.1982994007936638,175.24968003220434,1167.0249742582569,0.008390768854195494,3.0413919534308715,220,169.71192846659977,0,H2026072201,1
2026-01-01 08:53:00,25336.86733206667,45316.866080711116,956.3615848492773,1137.2660705320989,2283.531115444713,1.1887006150833612,172.35670027993444,1166.1984954044724,0.006155177541806163,3.1002983420942067,220,171.77067017470995,0,H2026072201,1
2026-01-01 08:54:00,25274.18614919798,44524.67261674635,951.617013340479,1135.9508482868957,2282.4579450079323,1.211054881190444,172.91441102878386,1165.755454541883,0.01066915989398247,2.9743143826013947,220,168.4933393474514,0,H2026072201,1
2026-01-01 08:55:00,25445.00636416545,45219.89013936124,953.0372374839304,1138.6420988730301,2282.3192398565648,1.193717308914928,166.37854869082037,1169.1886776131785,0.008157365545049965,2.9634631943046337,220,166.75474354864824,1,H2026072201,1
2026-01-01 08:56:00,25236.792275232114,45378.51554045444,952.0100167468195,1138.555309420776,2286.0462328198387,1.214524010081627,176.74262447353004,1165.444773814598,0.008421028779759561,3.003983538937893,220,169.73930121185143,0,H2026072201,1
2026-01-01 08:57:00,25440.45839704102,44741.66338059149,957.850199030916,1139.0211483933056,2283.6562662831016,1.203844010466122,175.9384729323966,1166.073376000178,0.007693432946184795,2.931634573730037,220,170.002404832489,1,H2026072201,1
2026-01-01 08:58:00,25363.08057457869,45278.11052046256,955.8715130326492,1139.3508882872534,2289.828171965628,1.2039511397530573,171.236231684652,1166.9911104374717,0.007345902045938498,2.9292324365643965,220,172.29139634368428,0,H2026072201,1
2026-01-01 08:59:00,25326.30289534768,44962.97619115053,954.3416469649947,1139.8319784174132,2285.2708790654965,1.2039102793027525,166.0075344346503,1167.2667302464247,0.008191267373734096,2.908663225561292,220,169.62926341945823,0,H2026072201,1
2026-01-01 09:00:00,25166.961618496694,44371.65031476224,956.6226980415053,1138.3201342785596,2287.5242007266174,1.2023201247321498,165.52615413865502,1167.3692463486414,0.007992887716091697,2.9036628098833366,220,170.40973892080376,1,H2026072202,1
2026-01-01 09:01:00,25487.813154319356,45494.772642605734,953.1517472775704,1137.7014313403424,2289.721234983836,1.195871195762517,169.2838673899156,1167.8674782617813,0.009995858107237156,3.0057753418958746,220,171.4606374719748,1,H2026072202,1
2026-01-01 09:02:00,25257.14307630796,44767.562556084704,956.1954783543301,1138.6164934943047,2287.458323857255,1.207378768750874,168.4024568262488,1169.8545131461788,0.01091523255469197,2.935738244350413,220,172.22567329705743,0,H2026072202,1
2026-01-01 09:03:00,25198.23024929685,44521.60544089659,956.3384063956474,1143.241076358072,2292.535253974467,1.199196408010388,170.39206048396608,1168.2002464165103,0.009165202137054221,2.9415750790776722,220,168.4020326968139,2,H2026072202,1
2026-01-01 09:04:00,25317.411082801013,44842.25645744399,955.2239277054332,1139.9723763861075,2285.138188188006,1.2091248360873645,166.58796727351358,1167.1919100665891,0.007046337823667995,3.008229546280174,220,169.33628860938458,2,H2026072202,1
2026-01-01 09:05:00,25469.894330481875,45622.29029646355,959.1203257161526,1137.0370366510956,2288.6651197255646,1.183299452939812,165.7404532858201,1168.7297533375788,0.008959040102937877,2.9387196886653215,220,167.4994666175739,0,H2026072202,1
2026-01-01 09:06:00,25360.53444243866,45416.95282228707,952.7015038672708,1141.7047049328262,2282.295641694202,1.1946347641320199,173.32080535697503,1168.3451451418262,0.007149241018843272,2.8775169424825475,220,167.0657159998035,2,H2026072202,1
2026-01-01 09:07:00,25248.03913231627,44801.48835969927,956.9102946566716,1138.257529290487,2287.7529693706883,1.1796274096592125,175.73544117656542,1167.1244669307027,0.00864903248161532,2.9934686402240387,220,168.66870701187702,2,H2026072202,1
2026-01-01 09:08:00,25034.991147699464,44614.82499596605,958.4102675475079,1138.51786558304,2286.342459674285,1.1975369043887167,167.25576427826073,1169.6539404786304,0.008630434825172457,2.955817653577335,220,171.6985608584309,1,H2026072202,1
2026-01-01 09:09:00,25457.126910930423,45481.128368546226,954.2476368698905,1135.1742875176924,2288.1643626813593,1.2059854495780562,168.18637696230064,1169.4388921916284,0.008072293953697561,3.052682210581485,220,172.30740220868063,0,H2026072202,1
2026-01-01 09:10:00,25387.932408658755,44939.51562308561,954.5406055187905,1137.2580055476715,2290.2382398235522,1.1938147892051754,173.3515243111818,1168.6665271669174,0.009435191095539381,3.0721987189032687,220,171.07660713010324,1,H2026072202,1
2026-01-01 09:11:00,25197.362212491076,44571.402799541655,954.4962516549126,1142.8641026865882,2288.5902843351982,1.1918880282472883,169.73218122113275,1168.6613225796493,0.008199795333426562,3.0322548973120806,220,167.6564491781564,1,H2026072202,1
2026-01-01 09:12:00,25290.330728736015,44568.28850275121,955.7957845536831,1136.773364300925,2289.3691469137348,1.2056102370727544,165.74008035472443,1165.876679948586,0.008450490323943554,2.9232966914994827,220,170.88621353213222,2,H2026072202,1
2026-01-01 09:13:00,25260.6267496847,44604.16215639194,950.9241636244543,1141.0305648599515,2287.2473450660555,1.2047368399709855,165.27670502148695,1168.2134058692625,0.009610985898154966,3.0170459239297616,220,167.5059999740047,1,H2026072202,1
2026-01-01 09:14:00,25483.046270179693,45044.8794056679,953.6344234233568,1142.466795090684,2287.601345103244,1.1915025201864515,172.22397201294467,1169.5273866149003,0.007533563930297204,2.939033289735709,220,168.14929424883746,2,H2026072202,1
2026-01-01 09:15:00,25188.97136074721,44547.59598931015,954.6014647231461,1140.6222412576133,2285.0484883384643,1.2163475957265961,164.78770538844412,1170.96210721417,0.0059483553707902845,3.0375811207184165,220,172.68836913611258,1,H2026072202,1
2026-01-01 09:16:00,25293.64745347114,44947.89083473577,957.8792908706342,1137.5444422708142,2287.343335647365,1.2022318371391925,167.8950778747606,1167.6997992035733,0.0076621793803584685,3.046430591230526,220,167.29689643129927,0,H2026072202,1
2026-01-01 09:17:00,25173.49645995309,44974.38856365664,952.6853759833631,1139.9702105958002,2288.694857712611,1.1979260052965637,166.73338369841665,1168.1688522465586,0.008938591988569628,3.016752338577329,220,173.94791057395068,1,H2026072202,1
2026-01-01 09:18:00,25035.495074915656,44337.03936008021,953.4184196358456,1139.506913324847,2291.1805984321536,1.192627402546476,161.58809082911358,1170.6132627430918,0.008007926809242961,2.935756271606,220,169.0752219017915,2,H2026072202,1
2026-01-01 09:19:00,25166.73816926377,44387.55383759411,952.8184006571819,1139.976104249844,2290.1607958707423,1.201731330694009,168.29776848257123,1169.0598208157671,0.00851579184460634,3.1074529367108497,220,170.27806349562894,0,H2026072202,1
2026-01-01 09:20:00,25209.757754826755,44859.920656093615,952.0675013657509,1141.8702730970324,2281.8032518971404,1.2043428848721927,169.17414707383895,1169.418874448052,0.007796373295215167,3.010888788919182,220,169.7607790581809,2,H2026072202,1
2026-01-01 09:21:00,25240.724456110438,44646.160111087476,953.8392108955595,1143.4967430234271,2290.15610616305,1.1912870474069561,179.06105910833995,1169.0198756687262,0.007125438610521067,3.0790224092135725,220,169.57723895906602,2,H2026072202,1
2026-01-01 09:22:00,24869.433259508063,44273.94224988152,953.0722790803223,1141.582311566604,2286.6237709054344,1.1968188051952562,171.7754122010241,1170.0407643885112,0.006955712805435379,2.9154307044980325,220,170.3968839468025,2,H2026072202,1
2026-01-01 09:23:00,25169.965941930677,44729.60149841091,954.1973869453028,1138.5122377641505,2290.940275121603,1.1941153819905608,171.62093387190666,1170.0585652471254,0.005690473489865169,3.0221548016938184,220,170.398332897727,1,H2026072202,1
2026-01-01 09:24:00,25195.01554957061,45108.99943217151,952.4076107280273,1136.1866886749679,2286.8483370365248,1.2013637161823993,167.14225592311453,1169.5156153583587,0.008656993258197522,2.9917918545831528,220,171.179694037653,2,H2026072202,1
2026-01-01 09:25:00,24965.800706298203,44030.50996960027,952.991107722683,1140.2705739948647,2290.158936746874,1.1935779837124179,162.95303430260924,1169.3765966284984,0.007172193144498851,2.9447421518766146,220,168.8125581591785,1,H2026072202,1
2026-01-01 09:26:00,24986.597177075328,44359.96214160671,950.8084938753484,1136.611181670744,2284.550853849423,1.1906164112111544,168.57035436235847,1171.9700371295428,0.007741014713506403,3.0077474331072884,220,170.00294817692676,1,H2026072202,1
2026-01-01 09:27:00,24962.102452756182,44514.23329566697,948.5137805677365,1139.562247838085,2289.9340942582103,1.2102359142228003,165.79469084209856,1168.692054367558,0.008983150303881075,2.9042994610768504,220,167.19430379028825,1,H2026072202,1
2026-01-01 09:28:00,25118.135573467618,44612.88519097345,954.3703946302859,1138.9744781655925,2291.749886353494,1.1911620821511812,168.70675380827302,1600.0,0.007900805183190543,3.0132453579809586,220,170.8818528490681,0,H2026072202,1
2026-01-01 09:29:00,25028.784623723473,45030.07940175463,951.5892911811724,1139.6291034812957,2296.3138804322634,1.1973392066653086,169.75883485165386,1169.5208987842084,0.007607501652105237,3.047060205524171,220,166.20592014653454,0,H2026072202,1
2026-01-01 09:30:00,25090.305734693076,44843.4140475338,950.816633180129,1142.3020181234476,2288.6486338039263,1.2156874918347254,171.6634344129243,1171.7983236072478,0.00648633124527616,2.918894210233073,220,168.05151358478201,2,H2026072202,1
2026-01-01 09:31:00,24859.68505691597,43916.810539877304,948.2427201385789,1140.796469396269,2292.6368544152333,1.2016279784224049,172.35892931170994,1168.6021411225688,0.00890932546648371,3.088408098141976,220,172.2934813753964,2,H2026072202,1
2026-01-01 09:32:00,24891.374283369787,44792.797885748,951.0038503340487,1138.7540538220983,2285.013994789134,1.2061291967726289,172.54874103502578,1170.6574323121977,0.01017183323984017,2.994460109629865,220,168.4680878717757,2,H2026072202,1
2026-01-01 09:33:00,24913.834185811338,44197.32400021101,953.6647961879048,1137.207248350318,2290.9419693917275,1.2060155197393914,173.71158113442448,1170.2896260124833,0.007987393591876477,2.9764462042155873,220,171.14172017441078,2,H2026072202,1
2026-01-01 09:34:00,24754.917510507195,43918.16687452683,951.5087514754064,1139.136377423227,2292.2972612190433,1.1942438434524012,165.32497774421,1170.2335675059167,0.009452074597158836,3.051789081099265,220,166.98027734428445,2,H2026072202,1
2026-01-01 09:35:00,24649.322063630563,43943.3418669383,950.9919138549167,1133.9104402460782,2291.3077308051834,1.1936069437459396,169.92460258263367,1170.305716297506,0.008329822722610621,3.0854814610545613,220,168.5236033769994,0,H2026072202,1
2026-01-01 09:36:00,24815.56745260265,44553.664385346616,948.4182844920668,1140.2563300879394,2286.6737401724185,1.1902305853500594,166.45353954867664,1170.6825565511501,0.006461677896085535,2.983449444930815,220,171.85503110876746,1,H2026072202,1
2026-01-01 09:37:00,24877.18970784353,44138.63596439717,946.9406190178896,1139.1053486629858,2290.4772125954173,1.1957355051949057,173.04487981346344,1169.8301957538276,0.00907400345843218,2.907839734179725,220,168.75174079708918,1,H2026072202,0
2026-01-01 09:38:00,24727.182767328493,43877.792034892,949.7054094314543,1137.205821949623,2287.4024626335226,1.1940334085032291,176.32762539974777,1170.710780668331,0.005955999335180733,3.0544845437450983,220,169.63719794633562,1,H2026072202,1
2026-01-01 09:39:00,24654.224640469627,43771.47817335863,949.245588357487,1140.977490168888,2288.384353401293,1.1973989284911453,170.69139827012927,1168.1129045894907,0.007519908043826918,3.2353194112288595,220,170.75245690433977,0,H2026072202,1
2026-01-01 09:40:00,24722.809531055987,43728.62215632154,945.2548579475216,1134.8776540489455,2290.8505190406404,1.2143444617398267,176.14526919906302,1171.701215020738,0.008781578089193935,2.970458934205366,220,171.55939343513606,0,H2026072202,1
2026-01-01 09:41:00,24701.892069982714,43841.12039530235,946.9317400940741,1136.8753545839018,2291.050442657945,1.199733084616318,173.35901068337478,1169.6322636924092,0.008776903303938948,3.094240460812637,220,171.10638439009202,0,H2026072202,1
2026-01-01 09:42:00,24551.046513994537,43675.13965878298,945.4449616614803,1136.8811526122827,2292.851371000919,1.1954259813327903,169.68259049602904,1168.9660240246703,0.007745473420784862,3.0249324567456353,220,171.23867483792384,0,H2026072202,1
2026-01-01 09:43:00,24926.701075814693,44317.25848608078,949.4608782154876,1138.4719164894555,2287.581004001906,1.1976426816016532,166.97332710938758,1170.8189517371572,0.009814309053362448,3.0267672709762268,220,170.25984258417583,2,H2026072202,1
2026-01-01 09:44:00,24511.095822003434,43548.916544799045,943.5395277447974,1137.3383110564912,2292.0452109233256,1.1884693272078977,168.06734982022763,1168.5535927898577,0.00645598786935235,3.0282526788494937,220,170.253262089794,1,H2026072202,1
2026-01-01 09:45:00,24481.652528002673,43719.18594836023,942.2081298060176,1139.6616095192398,2287.248191754751,1.1894667189852548,166.337941366845,1168.9024117102206,0.0065267747646749995,3.0907653623129665,220,169.91953156986057,0,H2026072202,1
2026-01-01 09:46:00,24635.720809487295,43669.89456192692,940.7405641492328,1137.5530604398036,2282.863454401846,1.216167203564779,169.3713584402346,1169.510743678766,0.008166764925292794,3.0147634135734895,220,168.7620708135263,2,H2026072202,1
2026-01-01 09:47:00,24520.440712777214,43807.70529951033,939.7883727301893,1135.561640902632,2284.288883338587,1.1976280466398925,169.9798124165275,1169.4074751454707,0.008837482303156298,3.0267623098950347,220,169.41533118805,2,H2026072202,1
2026-01-01 09:48:00,24639.80378802424,43911.116201727324,944.7190474228369,1134.8539876562427,2289.2621685782315,1.2008464347498098,176.34569504254682,1169.2317923191763,0.006496347338973137,2.995203271008757,220,174.32239557015552,0,H2026072202,1
2026-01-01 09:49:00,24227.92099513533,43346.688258259936,941.6725504829398,1135.4103687902914,2287.5953751181523,1.215961957976544,167.9627542332461,1170.1791817982214,0.009040529893559517,2.9608220774080563,220,167.27472754055387,1,H2026072202,1
2026-01-01 09:50:00,24414.5216263951,42958.45970245388,941.5522135451937,1134.929040449122,2290.046976740181,1.2013314705787201,175.26866422305693,1169.7176024729058,0.008616487417091919,3.099555229030063,220,172.63297522464404,0,H2026072202,1
2026-01-01 09:51:00,24269.90071833389,42913.844132187514,941.0073918575944,1131.8912582974842,2283.7774738713288,1.1921187167926104,165.39262748053244,1169.999110997936,0.008350014923417904,2.9309935668812432,220,169.22049278804488,2,H2026072202,1
2026-01-01 09:52:00,24411.54077119734,43444.971555609234,942.6031703157155,1131.7622686669197,2288.2213625671075,1.2010168958157839,169.48950344613496,1171.4673668535195,0.008716159663872082,3.1228004106358886,220,175.20663381106232,2,H2026072202,1
2026-01-01 09:53:00,24170.831566515815,43076.73391124203,942.875613448155,1139.8568701363497,2287.4766282337014,1.2071984573935945,170.80187133887262,1169.5436169091815,0.009849079215476073,3.0057847214133315,220,172.4932249236991,0,H2026072202,1
2026-01-01 09:54:00,24372.934707822198,43197.86573984669,940.9677660760666,1133.2080435900702,2282.0974774367387,1.1994299650508158,177.8937891970193,1170.9413636234706,0.007597994674162059,3.1392997417761555,220,169.6272029494505,1,H2026072202,1
2026-01-01 09:55:00,24152.813560467894,42991.50958915653,940.5517444500042,1137.5056607772963,2279.9891633517022,1.2068479949750697,167.03041077495038,1169.4771126681808,0.0074012871359652455,3.112389312870802,220,168.23458565103422,1,H2026072202,1
