采集时间,GAS_FLOW_NM3H,助燃风量[Nm3/h],ZONE1_TEMP_C,二段炉温(℃),均热段温度(°F),WALKING_BEAM_SPEED,入炉温度,SLAB_OUT_TEMP_C,炉压(kPa),O2_PERCENT,板坯厚度,THROUGHPUT,厂商临时标签
2026-08-21 08:17:00,24285.688,43570.922,920.06,1117.648,2260.398,1.226,172.691,1157.763,0.00555,3.14,180,169.111,BATCH-001
2026-08-21 08:18:00,24443.45,43798.249,921.587,1117.929,2259.503,1.2094,170.839,1157.746,0.00713,3.052,180,166.923,BATCH-001
2026-08-21 08:19:00,24475.437,43911.87,922.909,1116.885,2257.769,1.2186,173.675,1157.67,0.00452,3.113,180,169.057,BATCH-001
2026-08-21 08:20:00,24339.053,43629.549,921.295,1117.996,2257.306,1.2265,174.955,1156.731,0.00626,3.096,180,169.206,BATCH-001
2026-08-21 08:21:00,24434.56,44184.834,922.926,1117.575,2255.676,1.2318,173.855,1156.855,0.00496,3.069,180,171.879,BATCH-001
2026-08-21 08:22:00,24456.562,43804.231,922.685,1116.892,2254.616,1.2306,175.122,1156.414,0.00626,3.041,180,169.753,BATCH-001
2026-08-21 08:23:00,24333.115,43870.446,923.711,1116.712,2253.808,1.2058,174.64,1156.746,0.00829,3.03,180,168.234,BATCH-001
2026-08-21 08:24:00,24498.07,43935.072,922.274,1116.644,2254.29,1.2194,176.198,1155.865,0.00486,3.064,180,167.781,BATCH-001
2026-08-21 08:25:00,24432.284,43746.103,921.859,1117.656,2253.704,1.2091,175.247,1156.096,0.00755,2.938,180,167.476,BATCH-001
2026-08-21 08:26:00,24519.331,44073.635,921.894,1117.766,2255.54,1.2231,175.247,1156.382,0.00545,3.088,180,167.19,BATCH-001
2026-08-21 08:27:00,24431.32,44123.144,921.444,1117.742,2255.163,1.2268,174.566,1156.37,0.00631,3.05,180,169.291,BATCH-001
2026-08-21 08:28:00,24390.463,43939.7,921.772,1118.121,2255.516,1.2332,174.144,1156.162,0.00423,3.091,180,168.577,BATCH-001
2026-08-21 08:29:00,24472.006,43862.517,921.236,1119.088,2255.115,1.2317,174.69,1155.789,0.00569,3.165,180,170.51,BATCH-001
2026-08-21 08:30:00,24524.152,43907.179,921.728,1118.121,2254.995,1.2364,176.217,1156.117,0.00709,3.136,180,169.797,BATCH-001
2026-08-21 08:31:00,24420.604,43744.955,923.081,1118.017,2254.081,1.2159,175.085,1155.894,0.00452,3.098,180,168.086,BATCH-001
2026-08-21 08:32:00,24491.351,43762.542,922.775,1117.074,2253.729,1.2436,175.751,1155.953,0.00555,3.059,180,168.569,BATCH-001
2026-08-21 08:33:00,24547.312,44271.644,924.478,1116.164,2253.016,1.2352,172.815,1156.653,0.00661,3.125,180,169.889,BATCH-001
2026-08-21 08:34:00,24464.488,43927.736,924.627,1116.209,2252.118,1.2417,175.534,1156.704,0.00637,3.122,180,169.387,BATCH-001
2026-08-21 08:35:00,24613.213,44693.4,924.366,1116.102,2251.857,1.251,175.414,1156.937,0.00665,3.114,180,169.576,BATCH-001
2026-08-21 08:36:00,24418.166,44221.61,923.27,1116.05,2251.446,1.2318,175.252,1156.504,0.00675,3.146,180,168,BATCH-001
2026-08-21 08:37:00,24614.732,44498.335,922.567,1116.363,2250.216,1.238,175.813,1156.04,0.00576,3.082,180,170.483,BATCH-001
2026-08-21 08:38:00,24597.37,44377.835,923,1116.75,2251.473,1.2444,176.946,1155.735,0.00519,3.081,180,171.424,BATCH-001
2026-08-21 08:39:00,24585.587,44358.034,922.877,1117.419,2249.624,1.2335,177.308,1155.158,0.0056,2.998,180,171.959,BATCH-001
2026-08-21 08:40:00,24523.163,43925.328,922.442,1116.826,2250.074,1.2422,176.7,1155.355,0.00592,3.03,180,168.746,BATCH-001
2026-08-21 08:41:00,24626.241,44438.224,922.491,1117.205,2249.325,1.2376,176.187,1155.786,0.00669,3.025,180,170.597,BATCH-001
2026-08-21 08:42:00,24565.899,44065.169,923.181,1117.074,2250.421,1.2345,175.599,1155.562,0.00652,3.056,180,170.126,BATCH-001
2026-08-21 08:43:00,24510.859,43943.949,922.381,1117.618,2251.872,1.2535,176.803,1155.347,0.0078,3.038,180,170.294,BATCH-001
2026-08-21 08:44:00,24625.917,44656.031,922.737,1116.898,2251.497,1.2611,176.922,1155.204,0.00613,3.185,180,168.448,BATCH-001
2026-08-21 08:45:00,24561.758,44101.236,921.441,1117.549,2251.434,1.251,177.498,1154.016,0.00645,3.094,180,171.393,BATCH-001
2026-08-21 08:46:00,24601.75,44312.093,921.976,1118.328,2253.384,1.2455,173.989,1153.724,0.00577,3.202,180,169.234,BATCH-001
2026-08-21 08:47:00,24671.362,44339.275,923.228,1118.697,2252.711,1.2338,175.774,1153.945,0.0051,3.109,180,171.154,BATCH-001
2026-08-21 08:48:00,24435.825,43835.47,923.243,1117.182,2252.087,1.2577,174.866,1154.332,0.00685,3.087,180,169.93,BATCH-001
2026-08-21 08:49:00,24461.654,44615.084,922.268,1117.372,2254.096,1.2655,177.319,1154.328,0.00642,3.199,180,171.598,BATCH-001
2026-08-21 08:50:00,24517.669,44727.128,923.069,1117.496,2252.07,1.2686,175.907,1154.394,0.0047,3.278,180,170.826,BATCH-001
2026-08-21 08:51:00,24581.128,44220.685,922.571,1117.051,2252.679,1.2406,178.079,1154.79,0.00666,3.009,180,167.807,BATCH-001
2026-08-21 08:52:00,24494.608,43886.312,922.239,1117,2253.01,1.2598,176.556,1154.209,0.00582,3.052,180,168.518,BATCH-001
2026-08-21 08:53:00,24719.245,44236.774,923.72,1116.769,2253.546,1.261,178.782,1153.755,0.00672,3.029,180,168.378,BATCH-001
2026-08-21 08:54:00,24649.975,44586.463,923.663,1116.996,2254.336,1.257,178.193,1153.999,0.00572,3.079,180,170.457,BATCH-001
2026-08-21 08:55:00,24578.385,44284.894,922.253,1117.716,2256.544,1.236,176.911,1154.319,0.00628,3.127,180,169.745,BATCH-001
2026-08-21 08:56:00,24648.811,44127.643,922.226,1118.271,2256.252,1.2689,178.035,1154.532,0.00539,3.044,180,168.849,BATCH-001
2026-08-21 08:57:00,24683.3,44342.107,921.459,1118.503,2255.274,1.2683,175.729,1155.169,0.00507,3.104,180,172.512,BATCH-001
2026-08-21 08:58:00,24721.066,44671.457,920.41,1119.167,2253.597,1.257,177.883,1154.933,0.00636,3.101,180,170.098,BATCH-001
2026-08-21 08:59:00,24688.065,44466.164,919.512,1119.155,2253.827,1.2624,177.349,1154.523,0.0053,3.101,180,171.25,BATCH-001
2026-08-21 09:00:00,24732.306,44628.471,918.194,1119.583,2253.304,1.2643,176.921,1155.233,0.00694,3.163,180,168.815,BATCH-002
2026-08-21 09:01:00,24640.536,44699.18,917.574,1119.123,2251.63,1.266,179.663,1154.825,0.00617,3.171,180,166.262,BATCH-002
2026-08-21 09:02:00,24781.914,44450.14,917.744,1118.676,2253.771,1.2498,177.163,1154.607,0.00556,3.109,180,169.181,BATCH-002
2026-08-21 09:03:00,24524.3,44285.802,917.716,1118.586,2252.612,1.2671,177.108,1154.33,0.00701,2.994,180,170.298,BATCH-002
2026-08-21 09:04:00,24728.792,44925.224,917.506,1119.263,2252.891,1.262,177.354,1154.601,0.00673,3.08,180,169.121,BATCH-002
2026-08-21 09:05:00,24548.126,44231.887,916.826,1119.3,2254.467,1.2748,176.297,1154.123,0.00557,3.194,180,169.228,BATCH-002
2026-08-21 09:06:00,24724.567,44244.715,915.993,1119.893,2253.472,1.2647,177.316,1154.293,0.00711,3.045,180,171.794,BATCH-002
2026-08-21 09:07:00,24752.923,44749.665,916.905,1118.992,2254.216,1.2869,175.886,1154.787,0.00495,3.122,180,170.728,BATCH-002
2026-08-21 09:08:00,24674.293,44371.255,917.701,1119.956,2254.04,1.265,177.347,1155.4,0.00377,3.13,180,173.599,BATCH-002
2026-08-21 09:09:00,24586.19,44219.421,917.315,1119.793,2254.021,1.254,176.704,1155.425,0.00656,3.063,180,168.218,BATCH-002
2026-08-21 09:10:00,24574.653,44183.061,917.672,1120.363,2252.873,1.2388,177.071,1154.555,0.00649,3.093,180,169.468,BATCH-002
2026-08-21 09:11:00,24523.971,43831.658,919.512,1120.847,2252.515,1.2722,175.919,1154.13,0.00585,3.015,180,170.344,BATCH-002
2026-08-21 09:12:00,24559.663,44166.342,918.923,1121.161,2253.896,1.2675,180.334,1153.844,0.00622,3.112,180,170.339,BATCH-002
2026-08-21 09:13:00,24670.306,44583.775,920.113,1121.158,2252.421,1.268,178.267,1153.889,0.00552,3.115,180,169.686,BATCH-002
2026-08-21 09:14:00,24783.875,44410.228,919.697,1119.65,2253.629,1.2563,179.756,1153.392,0.00473,3.122,180,166.187,BATCH-002
2026-08-21 09:15:00,24624.185,44773.236,918.84,1119.613,2253.482,1.2361,180.325,1153.384,0.00598,3.157,180,171.199,BATCH-002
2026-08-21 09:16:00,24623.082,44208.186,918.307,1120.588,2252.241,1.2601,180.325,1152.989,0.00624,3.142,180,168.822,BATCH-002
2026-08-21 09:17:00,24614.002,44287.242,917.886,1121.011,2252.295,1.257,180.63,1153.643,0.00582,3.088,180,167.79,BATCH-002
2026-08-21 09:18:00,24702.518,44543.945,918.063,1120.99,2252.688,1.2466,178.449,1153.589,0.00583,3.107,180,165.471,BATCH-002
2026-08-21 09:19:00,24779.507,44612.904,918.461,1119.771,2252.301,1.2762,178.259,1153.242,0.00651,3.172,180,172.079,BATCH-002
2026-08-21 09:20:00,24602.561,43951.915,918.815,1119.5,2250.877,1.2696,180.05,1152.834,0.00737,3,180,170.151,BATCH-002
2026-08-21 09:21:00,24681.26,44531.914,918.778,1118.3,2250.315,1.2749,175.247,1152.607,0.00616,3.182,180,169.405,BATCH-002
2026-08-21 09:22:00,24691.941,44642.113,919.753,1119.734,2250.42,1.2768,178.52,1152.108,0.00512,3.022,180,167.819,BATCH-002
2026-08-21 09:23:00,24727.583,45041.717,920.546,1120.424,2250.128,1.2557,180.662,1152.452,0.00642,3.205,180,169.442,BATCH-002
2026-08-21 09:24:00,24678.437,44211.581,919.848,1119.864,2250.949,1.2559,178.312,1152.727,0.00543,3.064,180,169.719,BATCH-002
2026-08-21 09:25:00,24579.015,44531.184,919.597,1118.334,2252.471,1.2606,178.931,1152.237,0.0055,3.1,180,170.582,BATCH-002
2026-08-21 09:26:00,24597.084,44238.31,919.506,1117.717,2253.558,1.268,180.593,1153.009,0.0046,3.115,180,166.34,BATCH-002
2026-08-21 09:27:00,24510.264,44634.782,919.104,1116.814,2254.103,1.2577,179.008,1153.838,0.00585,3.215,180,172.957,BATCH-002
2026-08-21 09:28:00,24725.875,45079.661,919.231,1116.927,2254.625,1.2784,181.538,1154.013,0.00684,3.24,180,167.64,BATCH-002
2026-08-21 09:29:00,24659.657,44199.246,919.782,1117.715,2253.884,1.294,177.206,1154.051,0.00639,3.054,180,173.304,BATCH-002
2026-08-21 09:30:00,24558.965,44329.287,920.093,1117.445,2253.5,1.2525,181.085,1153.64,0.00587,3.104,180,171.907,BATCH-002
2026-08-21 09:31:00,24506.1,43634.753,920.276,1118.393,2252.353,1.2835,181.059,1153.849,0.00647,2.945,180,170.193,BATCH-002
2026-08-21 09:32:00,24737.37,45112.556,919.752,1117.613,2253.319,1.2484,177.927,1153.512,0.00508,3.122,180,167.473,BATCH-002
2026-08-21 09:33:00,24523.525,44680.591,921.319,1118.003,2254.988,1.2767,179.856,1153.22,0.00635,3.134,180,169.627,BATCH-002
2026-08-21 09:34:00,24527.177,44082.471,921.135,1117.333,2256.473,1.2695,177.163,1152.487,0.00445,3.026,180,168.227,BATCH-002
2026-08-21 09:35:00,24552.846,43737.334,920.774,1116.837,2255.611,1.2755,178.409,1152.848,0.00589,2.956,180,172.294,BATCH-002
2026-08-21 09:36:00,24595.242,44386.092,920.829,1117.473,2256.134,1.2759,179.799,1153.555,0.00646,3.047,180,168.488,BATCH-002
2026-08-21 09:37:00,24611.413,44181.509,919.63,1117.142,2255.598,1.2781,179.676,1152.697,0.00577,2.965,180,167.557,BATCH-002
2026-08-21 09:38:00,24552.393,43987.46,918.555,1117.339,2257.387,1.2621,180.491,1153.015,0.0067,3.097,180,170.513,BATCH-002
2026-08-21 09:39:00,24629.96,44384.775,919.289,1118.169,2258.482,1.2651,180.039,1153.775,0.00548,3.135,180,171.076,BATCH-002
2026-08-21 09:40:00,24494.137,44521.016,918.584,1117.899,2258.591,1.2776,180.149,1153.63,0.00659,3.197,180,168.841,BATCH-002
2026-08-21 09:41:00,24547.065,43911.587,919.852,1117.517,2258.927,1.2527,177.221,1152.99,0.00526,2.995,180,172.674,BATCH-002
2026-08-21 09:42:00,24558.86,44711.525,920.647,1116.696,2258.505,1.2615,178.181,1152.248,0.00469,3.174,180,168.86,BATCH-002
2026-08-21 09:43:00,24631.098,44141.374,920.035,1116.674,2259.123,1.27,179.865,1152.541,0.0063,3.055,180,169.687,BATCH-002
2026-08-21 09:44:00,24583.53,44364.496,918.684,1117.334,2258.278,1.252,179.594,1153.074,0.00569,3.106,180,171.264,BATCH-002
2026-08-21 09:45:00,24599.676,44521.207,918.774,1117.416,2259.933,1.2777,179.154,1153.266,0.00452,3.187,180,168.347,BATCH-002
2026-08-21 09:46:00,24506.901,44137.105,918.389,1117.339,2260.484,1.2839,179.543,1152.839,0.00502,3.128,180,170.12,BATCH-002
2026-08-21 09:47:00,24526.616,44450.972,919.126,1117.123,2260.936,1.2619,181.488,1152.625,0.00645,3.133,180,171.868,BATCH-002
2026-08-21 09:48:00,24740.217,44305.617,920.054,1116.73,2260,1.2833,178.125,1152.335,0.00602,3.075,180,169.805,BATCH-002
2026-08-21 09:49:00,24416.39,43925.043,919.282,1117.106,2259.822,1.2701,179.003,1152.425,0.00575,3.059,180,172.964,BATCH-002
2026-08-21 09:50:00,24425.413,43825.308,919.865,1116.659,2260.391,1.2624,179.233,1152.028,0.00679,3.057,180,170.055,BATCH-002
2026-08-21 09:51:00,24526.072,44154.453,920.556,1115.156,2259.802,1.2437,178.945,1153.019,0.00742,3.007,180,169.253,BATCH-002
2026-08-21 09:52:00,24340.82,43450.884,919.906,1113.672,2260.767,1.2585,180.052,1153.065,0.00618,3.123,180,167.858,BATCH-002
2026-08-21 09:53:00,24484.799,43819.563,919.249,1114.099,2259.275,1.2431,179.7,1153.027,0.0065,3.067,180,169.882,BATCH-002
2026-08-21 09:54:00,24574.366,44373.406,918.142,1114.371,2260.283,1.2681,179.807,1152.679,0.00637,3.149,180,169.811,BATCH-002
2026-08-21 09:55:00,24460.719,43943.24,916.986,1115.809,2258.849,1.2534,177.058,1152.783,0.00703,2.991,180,170.114,BATCH-002
2026-08-21 09:56:00,24504.281,43765.713,917.65,1116.194,2257.063,1.2673,181.361,1152.449,0.00607,3.034,180,170.868,BATCH-002
2026-08-21 09:57:00,24475.444,43864.522,918.446,1115.684,2256.927,1.2743,176.542,1152.247,0.00454,3.052,180,169.477,BATCH-002
2026-08-21 09:58:00,24437.301,44126.338,918.32,1115.345,2256.034,1.2804,179.067,1152.233,0.00537,3.143,180,171.973,BATCH-002
2026-08-21 09:59:00,24466.006,44332.795,919.227,1116.906,2256.939,1.261,180.982,1152.129,0.00724,3.271,180,171.229,BATCH-002
2026-08-21 10:00:00,24354.367,44291.935,918.391,1117.538,2255.372,1.2651,179.06,1152.136,0.00721,3.136,180,173.129,BATCH-003
2026-08-21 10:01:00,24444.309,43952.462,917.505,1117.328,2255.489,1.2767,179.735,1151.813,0.00575,3.094,180,168.808,BATCH-003
2026-08-21 10:02:00,24443.831,43642.2,918.52,1118.097,2255.664,1.2631,179.413,1151.75,0.00645,3,180,167.88,BATCH-003
2026-08-21 10:03:00,24494.079,44470.115,919.422,1119.317,2256.526,1.2808,183.56,1152.826,0.00555,3.159,180,170.68,BATCH-003
2026-08-21 10:04:00,24432.159,43615.289,919.235,1118.162,2254.018,1.2572,180.53,1153.527,0.00562,3.085,180,171.163,BATCH-003
2026-08-21 10:05:00,24345.322,43856.208,919.353,1117.664,2252.733,1.2726,179.744,1153.01,0.00498,3.153,180,168.513,BATCH-003
2026-08-21 10:06:00,24442.135,43887.747,918.738,1117.423,2252.645,1.2595,181.795,1152.983,0.00772,3.061,180,169.885,BATCH-003
2026-08-21 10:07:00,24346.275,43977.228,919.089,1117.627,2251.703,1.2681,181.269,1153.546,0.00589,3.085,180,170.532,BATCH-003
2026-08-21 10:08:00,24388.561,43796.921,919.257,1116.507,2253.853,1.2495,179.873,1154.173,0.00422,3.04,180,166.822,BATCH-003
2026-08-21 10:09:00,24452.856,43674.366,919.36,1116.975,2253.889,1.2547,180.844,1154.088,0.00444,3.048,180,169.59,BATCH-003
2026-08-21 10:10:00,24381.462,43791.889,918.549,1116.747,2253.005,1.2527,179.656,1154.521,0.00612,3.093,180,171.731,BATCH-003
2026-08-21 10:11:00,24355.623,43444.691,917.97,1117.602,2253.012,1.2493,176.972,1154.457,0.00548,3.069,180,170.167,BATCH-003
2026-08-21 10:12:00,24446.789,44290.879,917.854,1116.149,2253.736,1.2706,182.664,1154.337,0.00418,3.159,180,168.169,BATCH-003
2026-08-21 10:13:00,24224.223,43988.819,918.7,1115.977,2254.26,1.2801,179.674,1154.684,0.00658,3.247,180,169.258,BATCH-003
2026-08-21 10:14:00,24214.622,43535.188,918.121,1116.205,2252.67,1.2599,179.291,1154.54,0.00677,3.078,180,172.415,BATCH-003
2026-08-21 10:15:00,24379.344,43983.088,918.851,1116.247,2252.929,1.2371,180.465,1154.31,0.00719,3.129,180,169.111,BATCH-003
2026-08-21 10:16:00,24394.875,44015.611,917.413,1115.985,2253.35,1.251,182.304,1154.31,0.00682,3.187,180,169.605,BATCH-003
2026-08-21 10:17:00,24412.172,43892.226,917.618,1115.495,2251.4,1.2592,178.977,1154.152,0.00692,3.071,180,168.361,BATCH-003
2026-08-21 10:18:00,24320.493,44155.355,918.476,1116.094,2251.265,1.265,180.591,1154.75,0.00389,3.159,180,170.744,BATCH-003
2026-08-21 10:19:00,24221.343,43888.525,918.628,1114.227,2250.904,1.252,178.232,1154.755,0.00645,3.153,180,170.705,BATCH-003
2026-08-21 10:20:00,24398.164,44181.464,917.407,1115.703,2251.808,1.2429,180.363,1154.802,0.00644,3.126,180,168.333,BATCH-003
2026-08-21 10:21:00,24367.393,43797.514,919.46,1116.364,2251.019,1.2478,177.163,1154.095,0.0065,3.075,180,168.812,BATCH-003
2026-08-21 10:22:00,24236.512,43690.744,918.929,1116.584,2249.449,1.2414,179.795,1153.848,0.00662,3.167,180,169.013,BATCH-003
2026-08-21 10:23:00,24314.714,43756.128,919.523,1116.153,2249.94,1.238,177.99,1153.58,0.00658,3.131,180,168.125,BATCH-003
2026-08-21 10:24:00,24121.81,43456.177,918.766,1116.047,2250.918,1.2452,178.334,1153.28,0.00576,3.061,180,169.255,BATCH-003
2026-08-21 10:25:00,24281.007,43699.38,918.544,1116.419,2252.102,1.2541,179.846,1152.818,0.00469,3.072,180,172.739,BATCH-003
2026-08-21 10:26:00,24251.175,43511.851,918.787,1115.745,2253.707,1.2459,178.839,1152.106,0.00644,3.051,180,168.867,BATCH-003
2026-08-21 10:27:00,24064.233,43601.536,918.402,1115.164,2254.289,1.2459,180.643,1152.259,0.00573,3.094,180,171.759,BATCH-003
2026-08-21 10:28:00,24193.276,43222.377,919.829,1115.177,2254.055,1.2435,180.385,1151.98,0.00724,3.015,180,169.197,BATCH-003
2026-08-21 10:29:00,24177.07,43565.784,918.536,1114.715,2253.881,1.2427,178.404,1152.145,0.00558,3.014,180,166.427,BATCH-003
2026-08-21 10:30:00,24266.536,43858.812,918.162,1115.581,2255.357,1.2618,179.307,1152.132,0.00602,3.005,180,170.736,BATCH-003
2026-08-21 10:31:00,24218.86,43456.404,919.536,1115.133,2257.495,1.2408,180.829,1151.887,0.00618,3.154,180,169.156,BATCH-003
2026-08-21 10:32:00,24154.833,43157.079,918.289,1115.643,2257.517,1.2332,178.504,1152.189,0.00746,3.054,180,171.785,BATCH-003
2026-08-21 10:33:00,24075.069,43315.444,917.773,1115.021,2257.808,1.2475,181.325,1152.016,0.00638,3.055,180,169.515,BATCH-003
2026-08-21 10:34:00,23960.706,42978.894,917.784,1114.601,2257.186,1.239,180.782,1152.068,0.0076,3.051,180,169.259,BATCH-003
2026-08-21 10:35:00,24174.233,43657.891,918.729,1115.314,2257.149,1.2318,180.672,1152.488,0.00728,3.093,180,171.571,BATCH-003
2026-08-21 10:36:00,24186.055,43597.181,919.488,1115.407,2256.006,1.2235,179.455,1152.447,0.00655,3.104,180,168.584,BATCH-003
2026-08-21 10:37:00,24022.419,42981.338,918.618,1114.487,2255.382,1.2317,179.555,1152.649,0.00528,3.054,180,167.379,BATCH-003
2026-08-21 10:38:00,23990.347,42755.998,918.696,1113.344,2253.091,1.2608,179.193,1152.845,0.00587,3.024,180,169.319,BATCH-003
2026-08-21 10:39:00,24085.17,43296.163,918.957,1113.237,2251.49,1.2232,179.33,1151.829,0.00726,3.146,180,172.272,BATCH-003
2026-08-21 10:40:00,24226.318,43644.958,919.408,1114.89,2249.127,1.2422,178.92,1151.515,0.00699,3.115,180,167.835,BATCH-003
2026-08-21 10:41:00,24126.964,43294.195,919.399,1115.958,2249.297,1.237,180.052,1151.34,0.00632,3.03,180,166.224,BATCH-003
2026-08-21 10:42:00,24073.174,43264.15,919.851,1116.697,2249.385,1.2241,178.366,1151.002,0.00784,3.116,180,170.187,BATCH-003
2026-08-21 10:43:00,23988.164,42939.889,919.484,1116.711,2249.93,1.2544,180.147,1151.174,0.00669,3.025,180,169.959,BATCH-003
2026-08-21 10:44:00,24007.299,43011.561,919.162,1117.455,2251.824,1.2141,179.659,1151.696,0.00504,3.069,180,166.181,BATCH-003
2026-08-21 10:45:00,23939.471,42995.995,919.079,1117.495,2250.549,1.2434,179.934,1151.59,0.00626,3.137,180,167.464,BATCH-003
2026-08-21 10:46:00,24060.453,43122.999,918.893,1117.012,2249.909,1.2221,179.578,1151.809,0.00773,3.128,180,166.477,BATCH-003
2026-08-21 10:47:00,23963.88,42933.732,918.592,1116.401,2249.698,1.2249,178.002,1152.014,0.00575,3.002,180,170.864,BATCH-003
2026-08-21 10:48:00,23865.475,43164.514,916.95,1115.406,2250.243,1.2173,178.851,1151.253,0.00458,3.137,180,171.019,BATCH-003
2026-08-21 10:49:00,24046.131,43491.461,917.077,1115.608,2250.581,1.2102,180.229,1151.147,0.00697,3.134,180,168.748,BATCH-003
2026-08-21 10:50:00,23969.493,43441.317,916.857,1116.184,2251.104,1.2246,179.901,1151.002,0.00532,3.148,180,171.496,BATCH-003
2026-08-21 10:51:00,24039.66,42907.852,917.782,1116.41,2250.902,1.2405,177.46,1151.404,0.00471,3.076,180,169.821,BATCH-003
2026-08-21 10:52:00,23864.619,42913.207,917.384,1117.349,2250.111,1.2362,177.448,1152.015,0.007,3.199,180,168.42,BATCH-003
2026-08-21 10:53:00,24021.056,43167.561,917.603,1118.09,2250.496,1.2244,179.825,1151.233,0.00679,3.113,180,168.646,BATCH-003
2026-08-21 10:54:00,23886.155,43126.49,918.02,1116.887,2250.663,1.227,179.355,1151.627,0.00483,3.099,180,168.73,BATCH-003
2026-08-21 10:55:00,23962.012,42733.398,917.987,1116.527,2250.537,1.2036,180.12,1151.68,0.00722,3.012,180,170.091,BATCH-003
2026-08-21 10:56:00,23958.297,43006.398,917.278,1116.6,2248.828,1.2374,178.527,1151.284,0.0071,3.135,180,172.042,BATCH-003
2026-08-21 10:57:00,24018.777,42885.002,917.22,1116.666,2248.684,1.2169,178.221,1150.419,0.00544,3.085,180,170.685,BATCH-003
2026-08-21 10:58:00,23997.338,42828.017,916.285,1116.128,2249.151,1.236,179.259,1150.355,0.00782,3.051,180,171.232,BATCH-003
2026-08-21 10:59:00,23879.113,43436.009,916.209,1117.652,2247.913,1.2144,180.766,1150.689,0.00725,3.133,180,170.464,BATCH-003
2026-08-21 11:00:00,23892.369,43121.704,915.461,1117.353,2247.462,1.2108,176.836,1150.582,0.0069,3.064,200,167.554,BATCH-004
2026-08-21 11:01:00,24026.744,43057.726,916.071,1117.867,2247.373,1.2013,178.274,1150.388,0.00584,3.142,200,168.552,BATCH-004
2026-08-21 11:02:00,23973.486,43091.011,917.863,1117.528,2248.279,1.2029,180.578,1149.971,0.00603,3.145,200,167.991,BATCH-004
2026-08-21 11:03:00,23853.31,43063.305,917.841,1118.009,2246.495,1.2147,176.72,1150.21,0.00742,3.142,200,165.317,BATCH-004
2026-08-21 11:04:00,23887.489,42779.103,917.678,1118.476,2246.716,1.2094,179.144,1150.738,0.0041,3.048,200,169.26,BATCH-004
2026-08-21 11:05:00,23767.821,42742.409,917.019,1118.316,2247.561,1.2243,177.955,1151.048,0.00552,3.094,200,168.404,BATCH-004
2026-08-21 11:06:00,23781.085,42563.687,917.455,1117.661,2246.812,1.2075,177.876,1150.554,0.0073,3.043,200,170.497,BATCH-004
2026-08-21 11:07:00,23893.611,43568.39,916.813,1117.166,2247.167,1.2087,177.185,1150.033,0.00588,3.235,200,166.28,BATCH-004
